country,scenario,model,allocation_order,checkpoint,basin,region_no,allocated_rate_mt_yr,max_feasible_rate_mt_yr,utilisation_ratio,delivered_cumulative_gt,share_of_country_annual,share_of_country_cumulative,wells_used,step_rank,assigned_period_yr
Australia,growth10,Gompertz,ascend,2179,Perth,139,476.1847,608.6353,0.7824,9.316596,0.4676,0.1919,240,6,30
Australia,growth10,Logistic,ascend,2050,Adavale,1,0.2002,0.2002,1.0,0.004205,0.0108,0.0201,1,1,150
Australia,growth10,Logistic,ascend,2050,Bowen-Surat,27,0.619,0.619,1.0,0.012998,0.0333,0.0622,1,2,150
Australia,growth10,Logistic,ascend,2050,Canning,31,17.7412,55.2663,0.321,0.19172,0.9559,0.9177,42,3,130
Australia,growth10,Logistic,ascend,2050,Gippsland,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2050,Bass,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2050,Perth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2050,Bonaparte,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2050,North Carnarvon,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2050,Browse,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2100,Adavale,1,0.2002,0.2002,1.0,0.014217,0.0003,0.0015,1,1,150
Australia,growth10,Logistic,ascend,2100,Bowen-Surat,27,0.619,0.619,1.0,0.043946,0.001,0.0047,1,2,150
Australia,growth10,Logistic,ascend,2100,Canning,31,55.2663,55.2663,1.0,2.630991,0.0859,0.2794,42,3,130
Australia,growth10,Logistic,ascend,2100,Gippsland,63,152.1866,152.1866,1.0,3.633182,0.2365,0.3859,100,4,110
Australia,growth10,Logistic,ascend,2100,Bass,17,203.1411,203.1411,1.0,2.27968,0.3157,0.2421,196,5,90
Australia,growth10,Logistic,ascend,2100,Perth,139,199.6383,199.6383,1.0,0.78108,0.3102,0.083,169,6,90
Australia,growth10,Logistic,ascend,2100,Bonaparte,25,32.4278,544.804,0.0595,0.032428,0.0504,0.0034,462,7,80
Australia,growth10,Logistic,ascend,2100,North Carnarvon,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2100,Browse,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,growth10,Logistic,ascend,2179,Adavale,1,0.2002,0.2002,1.0,0.030037,0.0,0.0001,1,1,150
Australia,growth10,Logistic,ascend,2179,Bowen-Surat,27,0.619,0.619,1.0,0.092844,0.0001,0.0002,1,2,150
Australia,growth10,Logistic,ascend,2179,Canning,31,55.2663,55.2663,1.0,6.997032,0.0115,0.0166,42,3,130
Australia,growth10,Logistic,ascend,2179,Gippsland,63,152.1866,152.1866,1.0,15.655922,0.0318,0.0372,100,4,110
Australia,growth10,Logistic,ascend,2179,Bass,17,203.1411,203.1411,1.0,18.327827,0.0424,0.0436,196,5,90
Australia,growth10,Logistic,ascend,2179,Perth,139,199.6383,199.6383,1.0,16.552504,0.0417,0.0393,169,6,90
Australia,growth10,Logistic,ascend,2179,Bonaparte,25,544.804,544.804,1.0,40.914257,0.1137,0.0972,462,7,80
Australia,growth10,Logistic,ascend,2179,North Carnarvon,113,1128.8119,1128.8119,1.0,73.488599,0.2355,0.1746,1024,8,70
Australia,growth10,Logistic,ascend,2179,Browse,28,2508.1184,6215.4486,0.4035,248.784789,0.5233,0.5912,1521,9,40
Brazil,growth10,Gompertz,ascend,2050,Tucano,189,0.477,0.477,1.0,0.010017,0.0047,0.0081,1,1,150
Brazil,growth10,Gompertz,ascend,2050,Reconcavo,148,9.9168,9.9168,1.0,0.208252,0.0987,0.1682,9,2,150
Brazil,growth10,Gompertz,ascend,2050,Sergipe-Alagoas,165,20.3301,20.3301,1.0,0.423978,0.2023,0.3424,20,3,150
Brazil,growth10,Gompertz,ascend,2050,Espirito Santo,53,69.7923,76.1594,0.9164,0.59605,0.6943,0.4813,64,4,140
Brazil,growth10,Gompertz,ascend,2050,Potiguar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Gompertz,ascend,2050,Solimoes,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Gompertz,ascend,2050,Campos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Gompertz,ascend,2100,Tucano,189,0.477,0.477,1.0,0.033867,0.0007,0.0019,1,1,150
Brazil,growth10,Gompertz,ascend,2100,Reconcavo,148,9.9168,9.9168,1.0,0.70409,0.0155,0.0392,9,2,150
Brazil,growth10,Gompertz,ascend,2100,Sergipe-Alagoas,165,20.3301,20.3301,1.0,1.440482,0.0318,0.0801,20,3,150
Brazil,growth10,Gompertz,ascend,2100,Espirito Santo,53,76.1594,76.1594,1.0,4.403222,0.1191,0.245,64,4,140
Brazil,growth10,Gompertz,ascend,2100,Potiguar,143,90.8283,90.8283,1.0,3.86635,0.142,0.2151,49,5,130
Brazil,growth10,Gompertz,ascend,2100,Solimoes,169,232.1194,232.1194,1.0,5.881254,0.3629,0.3272,225,6,110
Brazil,growth10,Gompertz,ascend,2100,Campos,30,209.7863,992.6212,0.2113,1.645085,0.328,0.0915,420,7,90
Brazil,growth10,Gompertz,ascend,2179,Tucano,189,0.477,0.477,1.0,0.07155,0.0003,0.0007,1,1,150
Brazil,growth10,Gompertz,ascend,2179,Reconcavo,148,9.9168,9.9168,1.0,1.487514,0.0071,0.0139,9,2,150
Brazil,growth10,Gompertz,ascend,2179,Sergipe-Alagoas,165,20.3301,20.3301,1.0,3.046557,0.0146,0.0285,20,3,150
Brazil,growth10,Gompertz,ascend,2179,Espirito Santo,53,76.1594,76.1594,1.0,10.419813,0.0546,0.0976,64,4,140
Brazil,growth10,Gompertz,ascend,2179,Potiguar,143,90.8283,90.8283,1.0,11.041784,0.0651,0.1034,49,5,130
Brazil,growth10,Gompertz,ascend,2179,Solimoes,169,232.1194,232.1194,1.0,24.218685,0.1664,0.2268,225,6,110
Brazil,growth10,Gompertz,ascend,2179,Campos,30,964.8821,992.6212,0.9721,56.484149,0.6918,0.529,420,7,90
Brazil,growth10,Logistic,ascend,2050,Tucano,189,0.477,0.477,1.0,0.010017,0.0047,0.0089,1,1,150
Brazil,growth10,Logistic,ascend,2050,Reconcavo,148,9.9168,9.9168,1.0,0.208252,0.0987,0.1848,9,2,150
Brazil,growth10,Logistic,ascend,2050,Sergipe-Alagoas,165,20.3301,20.3301,1.0,0.410025,0.2023,0.3639,20,3,150
Brazil,growth10,Logistic,ascend,2050,Espirito Santo,53,69.7923,76.1594,0.9164,0.498311,0.6943,0.4423,64,4,140
Brazil,growth10,Logistic,ascend,2050,Potiguar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Logistic,ascend,2050,Solimoes,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Logistic,ascend,2050,Campos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Logistic,ascend,2050,Barreirinhas-Para-Maranhao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Brazil,growth10,Logistic,ascend,2100,Tucano,189,0.477,0.477,1.0,0.033867,0.0002,0.0007,1,1,150
Brazil,growth10,Logistic,ascend,2100,Reconcavo,148,9.9168,9.9168,1.0,0.70409,0.0036,0.0153,9,2,150
Brazil,growth10,Logistic,ascend,2100,Sergipe-Alagoas,165,20.3301,20.3301,1.0,1.426528,0.0073,0.0311,20,3,150
Brazil,growth10,Logistic,ascend,2100,Espirito Santo,53,76.1594,76.1594,1.0,4.30628,0.0275,0.0938,64,4,140
Brazil,growth10,Logistic,ascend,2100,Potiguar,143,90.8283,90.8283,1.0,4.079372,0.0328,0.0888,49,5,130
Brazil,growth10,Logistic,ascend,2100,Solimoes,169,201.7524,201.7524,1.0,7.165927,0.0728,0.156,182,6,120
Brazil,growth10,Logistic,ascend,2100,Campos,30,992.6212,992.6212,1.0,19.927118,0.3583,0.4338,841,7,90
Brazil,growth10,Logistic,ascend,2100,Barreirinhas-Para-Maranhao,16,1377.9046,4300.733,0.3204,8.289016,0.4974,0.1805,625,8,40
Brazil,growth10,Logistic,ascend,2179,Tucano,189,0.477,0.477,1.0,0.07155,0.0012,0.0002,1,1,150
Brazil,growth10,Logistic,ascend,2179,Reconcavo,148,9.9168,9.9168,1.0,1.487514,0.0257,0.0051,9,2,150
Brazil,growth10,Logistic,ascend,2179,Sergipe-Alagoas,165,20.3301,20.3301,1.0,3.032603,0.0527,0.0103,20,3,150
Brazil,growth10,Logistic,ascend,2179,Espirito Santo,53,76.1594,76.1594,1.0,10.322871,0.1976,0.0351,64,4,140
Brazil,growth10,Logistic,ascend,2179,Potiguar,143,90.8283,90.8283,1.0,11.254806,0.2356,0.0382,49,5,130
Brazil,growth10,Logistic,ascend,2179,Solimoes,169,187.7304,201.7524,0.9305,23.090342,0.4871,0.0784,182,6,120
Brazil,growth10,Logistic,ascend,2179,Campos,0,0.0,0.0,0.0,86.385957,0.0,0.2934,0,0,0
Brazil,growth10,Logistic,ascend,2179,Barreirinhas-Para-Maranhao,0,0.0,0.0,0.0,158.824671,0.0,0.5394,0,0,0
Canada,growth10,Gompertz,ascend,2050,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.007919,0.0114,0.0197,1,1,150
Canada,growth10,Gompertz,ascend,2050,Scotian,163,32.8401,473.3372,0.0694,0.394242,0.9886,0.9803,462,2,90
Canada,growth10,Gompertz,ascend,2050,Grand Banks,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Canada,growth10,Gompertz,ascend,2100,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.026773,0.0013,0.0038,1,1,150
Canada,growth10,Gompertz,ascend,2100,Scotian,163,286.7147,473.3372,0.6057,7.028683,0.9987,0.9962,462,2,90
Canada,growth10,Gompertz,ascend,2100,Grand Banks,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Canada,growth10,Gompertz,ascend,2179,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.056563,0.0003,0.0009,1,1,150
Canada,growth10,Gompertz,ascend,2179,Scotian,163,473.3372,473.3372,1.0,42.729992,0.3946,0.6515,462,2,90
Canada,growth10,Gompertz,ascend,2179,Grand Banks,64,725.9658,753.9538,0.9629,22.797411,0.6051,0.3476,484,3,70
Canada,growth10,Logistic,ascend,2050,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.007919,0.0114,0.0212,1,1,150
Canada,growth10,Logistic,ascend,2050,Scotian,163,32.8401,371.0568,0.0885,0.364791,0.9886,0.9788,342,2,110
Canada,growth10,Logistic,ascend,2050,Grand Banks,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Canada,growth10,Logistic,ascend,2100,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.026773,0.0004,0.0016,1,1,150
Canada,growth10,Logistic,ascend,2100,Scotian,163,371.0568,371.0568,1.0,11.287218,0.3887,0.6854,342,2,110
Canada,growth10,Logistic,ascend,2100,Grand Banks,64,583.1403,583.1403,1.0,5.154341,0.6109,0.313,484,3,90
Canada,growth10,Logistic,ascend,2179,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.056563,0.0004,0.0006,1,1,150
Canada,growth10,Logistic,ascend,2179,Scotian,163,371.0568,371.0568,1.0,40.600704,0.3887,0.4419,342,2,110
Canada,growth10,Logistic,ascend,2179,Grand Banks,64,583.1403,583.1403,1.0,51.222427,0.6109,0.5575,484,3,90
China,growth10,Gompertz,ascend,2050,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.000845,0.0019,0.0033,1,1,150
China,growth10,Gompertz,ascend,2050,Sichuan,166,0.1036,0.1036,1.0,0.002175,0.0048,0.0084,1,2,150
China,growth10,Gompertz,ascend,2050,Santanghu,158,0.1058,0.1058,1.0,0.002223,0.0049,0.0086,1,3,150
China,growth10,Gompertz,ascend,2050,Junggar,78,0.3654,0.3654,1.0,0.007673,0.017,0.0297,1,4,150
China,growth10,Gompertz,ascend,2050,Jiuquan,77,0.4616,0.4616,1.0,0.009693,0.0215,0.0376,1,5,150
China,growth10,Gompertz,ascend,2050,Sanshui,157,0.5507,0.5507,1.0,0.011565,0.0257,0.0448,1,6,150
China,growth10,Gompertz,ascend,2050,Bose,26,0.6099,0.6099,1.0,0.012809,0.0285,0.0496,1,7,150
China,growth10,Gompertz,ascend,2050,Qaidam,146,0.6127,0.6127,1.0,0.012866,0.0286,0.0499,1,8,150
China,growth10,Gompertz,ascend,2050,Jianghan,76,0.6968,0.6968,1.0,0.014634,0.0325,0.0567,1,9,150
China,growth10,Gompertz,ascend,2050,Yilan-Yitong,201,17.8901,22.0747,0.8104,0.183509,0.8345,0.7113,20,10,140
China,growth10,Gompertz,ascend,2050,Turpan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2050,Songliao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2050,Nanxiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2050,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2050,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2050,Ordos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2100,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.002856,0.0002,0.0006,1,1,150
China,growth10,Gompertz,ascend,2100,Sichuan,166,0.1036,0.1036,1.0,0.007355,0.0005,0.0015,1,2,150
China,growth10,Gompertz,ascend,2100,Santanghu,158,0.1058,0.1058,1.0,0.007515,0.0005,0.0016,1,3,150
China,growth10,Gompertz,ascend,2100,Junggar,78,0.3654,0.3654,1.0,0.02594,0.0018,0.0054,1,4,150
China,growth10,Gompertz,ascend,2100,Jiuquan,77,0.4616,0.4616,1.0,0.03277,0.0023,0.0069,1,5,150
China,growth10,Gompertz,ascend,2100,Sanshui,157,0.5507,0.5507,1.0,0.039101,0.0027,0.0082,1,6,150
China,growth10,Gompertz,ascend,2100,Bose,26,0.6099,0.6099,1.0,0.043305,0.003,0.0091,1,7,150
China,growth10,Gompertz,ascend,2100,Qaidam,146,0.6127,0.6127,1.0,0.043499,0.0031,0.0091,1,8,150
China,growth10,Gompertz,ascend,2100,Jianghan,76,0.6968,0.6968,1.0,0.049476,0.0035,0.0104,1,9,150
China,growth10,Gompertz,ascend,2100,Yilan-Yitong,201,22.0747,22.0747,1.0,1.28267,0.11,0.2688,20,10,140
China,growth10,Gompertz,ascend,2100,Turpan,192,32.8193,32.8193,1.0,1.267909,0.1635,0.2657,30,11,120
China,growth10,Gompertz,ascend,2100,Songliao,170,64.276,64.276,1.0,1.422464,0.3202,0.298,64,12,110
China,growth10,Gompertz,ascend,2100,Nanxiang,107,78.0122,91.1111,0.8562,0.547733,0.3886,0.1148,81,13,90
China,growth10,Gompertz,ascend,2100,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2100,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2100,Ordos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Gompertz,ascend,2179,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.006034,0.0,0.0001,1,1,150
China,growth10,Gompertz,ascend,2179,Sichuan,166,0.1036,0.1036,1.0,0.015539,0.0001,0.0003,1,2,150
China,growth10,Gompertz,ascend,2179,Santanghu,158,0.1058,0.1058,1.0,0.015877,0.0001,0.0003,1,3,150
China,growth10,Gompertz,ascend,2179,Junggar,78,0.3654,0.3654,1.0,0.054804,0.0004,0.0011,1,4,150
China,growth10,Gompertz,ascend,2179,Jiuquan,77,0.4616,0.4616,1.0,0.069233,0.0005,0.0014,1,5,150
China,growth10,Gompertz,ascend,2179,Sanshui,157,0.5507,0.5507,1.0,0.082608,0.0006,0.0016,1,6,150
China,growth10,Gompertz,ascend,2179,Bose,26,0.6099,0.6099,1.0,0.091489,0.0006,0.0018,1,7,150
China,growth10,Gompertz,ascend,2179,Qaidam,146,0.6127,0.6127,1.0,0.091899,0.0006,0.0018,1,8,150
China,growth10,Gompertz,ascend,2179,Jianghan,76,0.6968,0.6968,1.0,0.104526,0.0007,0.0021,1,9,150
China,growth10,Gompertz,ascend,2179,Yilan-Yitong,201,22.0747,22.0747,1.0,3.02657,0.0223,0.0603,20,10,140
China,growth10,Gompertz,ascend,2179,Turpan,192,32.8193,32.8193,1.0,3.860633,0.0331,0.077,30,11,120
China,growth10,Gompertz,ascend,2179,Songliao,170,64.276,64.276,1.0,6.500266,0.0648,0.1296,64,12,110
China,growth10,Gompertz,ascend,2179,Nanxiang,107,91.1111,91.1111,1.0,7.73907,0.0918,0.1543,81,13,90
China,growth10,Gompertz,ascend,2179,Erlian,52,133.5247,133.5247,1.0,9.182661,0.1346,0.183,121,14,70
China,growth10,Gompertz,ascend,2179,Subei,177,250.6566,250.6566,1.0,12.034484,0.2527,0.2399,225,15,50
China,growth10,Gompertz,ascend,2179,Ordos,127,394.0451,433.3859,0.9092,7.29076,0.3972,0.1453,289,16,30
China,growth10,Logistic,ascend,2050,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.000845,0.0019,0.0035,1,1,150
China,growth10,Logistic,ascend,2050,Sichuan,166,0.1036,0.1036,1.0,0.002175,0.0048,0.0091,1,2,150
China,growth10,Logistic,ascend,2050,Santanghu,158,0.1058,0.1058,1.0,0.002223,0.0049,0.0093,1,3,150
China,growth10,Logistic,ascend,2050,Junggar,78,0.3654,0.3654,1.0,0.007673,0.017,0.032,1,4,150
China,growth10,Logistic,ascend,2050,Jiuquan,77,0.4616,0.4616,1.0,0.009693,0.0215,0.0404,1,5,150
China,growth10,Logistic,ascend,2050,Sanshui,157,0.5507,0.5507,1.0,0.011565,0.0257,0.0482,1,6,150
China,growth10,Logistic,ascend,2050,Bose,26,0.6099,0.6099,1.0,0.012809,0.0285,0.0533,1,7,150
China,growth10,Logistic,ascend,2050,Qaidam,146,0.6127,0.6127,1.0,0.012866,0.0286,0.0536,1,8,150
China,growth10,Logistic,ascend,2050,Jianghan,76,0.6968,0.6968,1.0,0.014634,0.0325,0.0609,1,9,150
China,growth10,Logistic,ascend,2050,Yilan-Yitong,201,17.8901,22.0747,0.8104,0.165623,0.8345,0.6898,20,10,140
China,growth10,Logistic,ascend,2050,Turpan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Songliao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Nanxiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Ordos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Beibuwan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Bohai Bay,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Pearl River Mouth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Huabei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2050,Tarim,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2100,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.002856,0.0001,0.0003,1,1,150
China,growth10,Logistic,ascend,2100,Sichuan,166,0.1036,0.1036,1.0,0.007355,0.0001,0.0007,1,2,150
China,growth10,Logistic,ascend,2100,Santanghu,158,0.1058,0.1058,1.0,0.007515,0.0001,0.0007,1,3,150
China,growth10,Logistic,ascend,2100,Junggar,78,0.3654,0.3654,1.0,0.02594,0.0005,0.0023,1,4,150
China,growth10,Logistic,ascend,2100,Jiuquan,77,0.4616,0.4616,1.0,0.03277,0.0006,0.003,1,5,150
China,growth10,Logistic,ascend,2100,Sanshui,157,0.5507,0.5507,1.0,0.039101,0.0007,0.0035,1,6,150
China,growth10,Logistic,ascend,2100,Bose,26,0.6099,0.6099,1.0,0.043305,0.0008,0.0039,1,7,150
China,growth10,Logistic,ascend,2100,Qaidam,146,0.6127,0.6127,1.0,0.043499,0.0008,0.0039,1,8,150
China,growth10,Logistic,ascend,2100,Jianghan,76,0.6968,0.6968,1.0,0.049476,0.0009,0.0045,1,9,150
China,growth10,Logistic,ascend,2100,Yilan-Yitong,201,22.0747,22.0747,1.0,1.265923,0.0292,0.1145,20,10,140
China,growth10,Logistic,ascend,2100,Turpan,192,31.3394,31.3394,1.0,1.308773,0.0414,0.1183,30,11,130
China,growth10,Logistic,ascend,2100,Songliao,170,64.276,64.276,1.0,1.996364,0.085,0.1805,64,12,110
China,growth10,Logistic,ascend,2100,Nanxiang,107,82.2214,82.2214,1.0,1.85087,0.1087,0.1673,81,13,110
China,growth10,Logistic,ascend,2100,Erlian,52,98.0035,98.0035,1.0,1.594591,0.1296,0.1442,90,14,100
China,growth10,Logistic,ascend,2100,Subei,177,137.1023,137.1023,1.0,1.488847,0.1813,0.1346,110,15,90
China,growth10,Logistic,ascend,2100,Ordos,127,144.4944,144.4944,1.0,0.898466,0.191,0.0812,132,16,90
China,growth10,Logistic,ascend,2100,Beibuwan,19,161.4438,161.4438,1.0,0.393033,0.2134,0.0355,100,17,90
China,growth10,Logistic,ascend,2100,Bohai Bay,24,11.8953,251.3689,0.0473,0.011895,0.0157,0.0011,210,18,80
China,growth10,Logistic,ascend,2100,Pearl River Mouth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2100,Huabei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2100,Tarim,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,growth10,Logistic,ascend,2179,Hailar-Temtsag,69,0.0402,0.0402,1.0,0.006034,0.0,0.0,1,1,150
China,growth10,Logistic,ascend,2179,Sichuan,166,0.1036,0.1036,1.0,0.015539,0.0,0.0001,1,2,150
China,growth10,Logistic,ascend,2179,Santanghu,158,0.1058,0.1058,1.0,0.015877,0.0,0.0001,1,3,150
China,growth10,Logistic,ascend,2179,Junggar,78,0.3654,0.3654,1.0,0.054804,0.0002,0.0003,1,4,150
China,growth10,Logistic,ascend,2179,Jiuquan,77,0.4616,0.4616,1.0,0.069233,0.0002,0.0004,1,5,150
China,growth10,Logistic,ascend,2179,Sanshui,157,0.5507,0.5507,1.0,0.082608,0.0002,0.0005,1,6,150
China,growth10,Logistic,ascend,2179,Bose,26,0.6099,0.6099,1.0,0.091489,0.0003,0.0005,1,7,150
China,growth10,Logistic,ascend,2179,Qaidam,146,0.6127,0.6127,1.0,0.091899,0.0003,0.0005,1,8,150
China,growth10,Logistic,ascend,2179,Jianghan,76,0.6968,0.6968,1.0,0.104526,0.0003,0.0006,1,9,150
China,growth10,Logistic,ascend,2179,Yilan-Yitong,201,22.0747,22.0747,1.0,3.009823,0.0098,0.0172,20,10,140
China,growth10,Logistic,ascend,2179,Turpan,192,31.3394,31.3394,1.0,3.78459,0.0139,0.0216,30,11,130
China,growth10,Logistic,ascend,2179,Songliao,170,64.276,64.276,1.0,7.074166,0.0286,0.0404,64,12,110
China,growth10,Logistic,ascend,2179,Nanxiang,107,82.2214,82.2214,1.0,8.346358,0.0366,0.0477,81,13,110
China,growth10,Logistic,ascend,2179,Erlian,52,98.0035,98.0035,1.0,9.336869,0.0436,0.0534,90,14,100
China,growth10,Logistic,ascend,2179,Subei,177,137.1023,137.1023,1.0,12.31993,0.061,0.0704,110,15,90
China,growth10,Logistic,ascend,2179,Ordos,127,144.4944,144.4944,1.0,12.313526,0.0642,0.0704,132,16,90
China,growth10,Logistic,ascend,2179,Beibuwan,19,161.4438,161.4438,1.0,13.147094,0.0718,0.0751,100,17,90
China,growth10,Logistic,ascend,2179,Bohai Bay,24,251.3689,251.3689,1.0,19.483301,0.1118,0.1113,210,18,80
China,growth10,Logistic,ascend,2179,Pearl River Mouth,136,351.5492,351.5492,1.0,25.678176,0.1563,0.1467,272,19,80
China,growth10,Logistic,ascend,2179,Huabei,70,408.5739,408.5739,1.0,28.089027,0.1817,0.1605,324,20,70
China,growth10,Logistic,ascend,2179,Tarim,183,493.0823,493.0823,1.0,31.895688,0.2192,0.1823,420,21,70
EU,growth10,Gompertz,ascend,2050,Baltic,14,0.287,0.287,1.0,0.006027,0.0023,0.0038,1,1,150
EU,growth10,Gompertz,ascend,2050,Polish,142,0.4338,0.4338,1.0,0.009111,0.0035,0.0057,1,2,150
EU,growth10,Gompertz,ascend,2050,Sava,161,0.499,0.499,1.0,0.010479,0.004,0.0066,1,3,150
