years	Q	target	years2	Q2	target2	years3	Q3	target3	years4	Q4	target4	years5	Q5	target5		Q6	target6	years7	Q7	target7	years8	Q8	target8	years9	Q9	target9	years10	Q10	target10	Sum
0.114138417	22.36415041	0.55025112	0.191457384	2.291342563	0.107186544	0.17387239	85.70047831	0.656027244	0.12392093	17.59184249	0.278405923	0.104050643	1.002883099	0.002794934	16.15981447	5.756918053	0.209421014	0.164753859	4.040188242	0.15951682	0.143433584	1.617343251	0.013494053	0.162552626	2.095705883	0.082082523	0.169977581	1.388467229	0.053885318	2.113065492
0.067599758	102.1438192	0.262998492	0.181473193	4.533296276	0.155673168	0.192123161	6.610054667	0.310632064	0.148189972	8.370100694	0.286068331	0.193122667	1.748077328	0.035352683	12.73916116	5.674642216	0.121677932	0.19843984	8.109185671	0.388448533	0.186697922	2.200825688	0.038065712	0.187344983	11.0665182	0.347824326	0.188752995	11.38974835	0.17862492	2.125366161
0.064439094	13.33887845	0.152006202	0.216445658	3.478446646	0.18545579	0.076121491	5.674642216	0.037418818	0.065155921	2.85998721	0.034696012	0.198827586	4.170182282	0.046968065	18.32590644	107.2772487	0.804364333	0.162412054	89.48246402	0.43826982	0.191726597	1.011582367	0.025795496	0.189026842	12.48889836	0.374949877	0.18533279	1.352953345	0.060870154	2.160794569
0.118130751	112.8783769	1.122816377	0.10642982	5.434802868	0.03295534	0.180328023	7.76645009	0.326764624	0.130377441	16.13622535	0.307222561	0.159654494	1.002883099	0.001436467	9.060307488	20.84873791	0.063370938	0.148237402	4.230645167	0.138845664	0.194046237	1.014498859	0.023763651	0.153453316	1.708276394	0.062770587	0.165259764	3.580044889	0.082741951	2.162688161
0.114941114	30.70351988	0.679681304	0.171079353	7.268844301	0.156444804	0.089648196	2.6233408	0.041552309	0.175361926	28.94778936	0.902147592	0.15521645	1.01742376	0.009935894	13.12005478	2.427148084	0.074302378	0.114193179	1.708276394	0.044444198	0.15693509	1.002883099	0.004490616	0.145515579	9.891196101	0.149001243	0.181827541	3.569752937	0.111314235	2.173314573
0.106939381	128.7208798	0.866586525	0.144851256	1.857022665	0.054790255	0.076555872	1.322148754	0.020967554	0.143327876	27.24951894	0.475918061	0.147980251	1.014498859	0.009744067	14.09336951	28.53407779	0.252697143	0.133806443	2.024541025	0.063877874	0.180985445	1.466532098	0.030495224	0.194884416	7.022012778	0.30324325	0.181432177	5.205100356	0.126089879	2.204409833
0.119131611	26.69500688	0.66942362	0.175990035	1.783663102	0.075840592	0.146588453	5.357130588	0.167087628	0.169246404	8.917385864	0.365407647	0.190199371	1.125285741	0.029812309	16.00323037	6.080593718	0.213463512	0.160021289	3.781328527	0.144366316	0.118491496	1.014498859	0.003499143	0.194775018	16.79988569	0.470788162	0.187734748	1.659797147	0.074088041	2.21377697
0.101244738	13.5693513	0.30761052	0.181488815	2.548892902	0.10793408	0.173294549	10.62934802	0.368322101	0.187691134	19.06865582	0.822732299	0.129762942	1.005774511	0.001900284	17.64091396	7.924552441	0.313867814	0.139917781	3.274377763	0.1034354	0.121780694	1.011582367	0.001647119	0.182261968	4.970775007	0.205961646	0.119718359	1.961431489	0.02648952	2.259900782
0.095205416	13.18740876	0.276269564	0.218009505	48.18598379	0.611022896	0.153140931	7.833818286	0.230741435	0.087723634	7.001825819	0.089769653	0.171584958	1.011582367	0.017478904	18.58751301	98.40071397	0.836452927	0.130738056	2.169372265	0.066141049	0.159707515	1.191980271	0.01861577	0.144175056	3.18145406	0.09350667	0.131394814	7.331896136	0.04347972	2.283478586
0.127672348	22.94626795	0.670461112	0.111840348	1.237437095	0.025186807	0.1968345	35.41092605	0.918218526	0.122219289	14.01317786	0.247503354	0.15569459	1.011582367	0.002779198	16.6903683	3.748810377	0.151386004	0.174275496	4.098766361	0.173678778	0.152774903	1.005774511	0.014051483	0.12964231	2.351488373	0.062363709	0.145738645	1.650267659	0.042066109	2.30769508
0.106406208	192.5234413	0.892217664	0.215683526	3.70588743	0.196515045	0.093586194	2.512465026	0.043896734	0.166487083	20.61002505	0.658956801	0.159836534	1.008674259	0.003064867	12.14281753	2.107807559	0.058887773	0.143282095	6.629112111	0.16591023	0.168350791	1.273580077	0.022910573	0.172272171	2.876502237	0.119579531	0.195500713	7.268844301	0.184728061	2.346667279
0.121659949	30.96763587	0.765829232	0.243851518	7.438200263	0.441202505	0.147271997	4.815824676	0.157068964	0.159781726	7.062561466	0.271285249	0.197652918	1.014498859	0.005565436	16.4741029	4.379357028	0.173010675	0.158315841	3.759618569	0.141200067	0.196212654	2.909818941	0.048443868	0.19149098	9.257455283	0.340247617	0.115350813	11.5548867	0.029182285	2.373035898
0.080639531	18.10486245	0.260309235	0.23737873	11.19469467	0.554298739	0.187464506	7.589620402	0.342658209	0.129541414	11.09842407	0.259458359	0.154563035	2.371885791	0.015627227	15.06889922	3.970998518	0.13916821	0.161627206	18.85032445	0.344785864	0.15420499	1.005774511	0.009157846	0.178625331	12.8907317	0.318482066	0.186924839	5.908032296	0.14530095	2.389246705
0.088707305	43.49742102	0.437247515	0.143662131	31.28771475	0.100635163	0.175140323	7.144362642	0.290853857	0.174798967	34.4059979	0.95197348	0.193596467	7.459645333	0.043922068	15.03356182	7.416816844	0.20737447	0.182691195	6.010972432	0.26372314	0.185272411	1.005774511	0.016919603	0.137236007	2.556241613	0.073500548	0.135509649	7.289801101	0.048299256	2.434449099
0.12058481	168.8283486	1.2749104	0.143800733	1.002883099	0.034131031	0.150077317	4.999478801	0.166791126	0.153783658	8.370100694	0.303011195	0.117796718	1.011582367	0.005210563	19.51324514	8.085873296	0.381675459	0.106414186	7.331896136	0.077989785	0.146832251	1.005774511	0.003990818	0.154671486	1.927841246	0.071460832	0.177885932	5.34172985	0.118254447	2.437425656
0.064964219	6.58944361	0.089088216	0.16022503	10.15083166	0.135905818	0.132821677	24.21564404	0.211008621	0.151492797	18.90467181	0.495142956	0.189203427	1.01742376	0.00805579	19.67386883	16.27619514	0.640435036	0.183439529	25.65088039	0.585806254	0.173034597	1.005774511	0.005358495	0.196977598	4.638917021	0.222362338	0.142282375	6.045682857	0.055893082	2.449056608
0.064328577	13.84327412	0.15458723	0.233386206	8.540491617	0.445360061	0.146558022	14.71607349	0.263586533	0.170564373	9.391677821	0.388146152	0.15246695	1.4331415	0.013912008	17.30792188	8.689299091	0.319656427	0.188568888	17.44055857	0.558114637	0.118868298	1.014498859	0.005721077	0.163159859	2.434145793	0.095217278	0.195121798	14.42247384	0.21398431	2.458285712
0.160796556	35.41491936	1.36509673	0.16382299	1.345185556	0.053074736	0.163542732	12.59723029	0.343196247	0.106962683	4.170182282	0.097987974	0.199431354	2.265107261	0.042951901	17.31251873	9.80613515	0.343144288	0.101682845	6.186540523	0.067211253	0.186130592	1.002883099	0.022194475	0.146955403	6.098124673	0.132136364	0.131754184	1.005774511	0.023934445	2.490928412
0.162732766	32.04701573	1.259814118	0.219117296	3.684610606	0.198816549	0.166321904	6.862132741	0.254339949	0.069435789	1.585075716	0.023023685	0.197500878	2.909818941	0.043715847	16.01086178	9.046677784	0.2699818	0.176893791	5.403599724	0.227958503	0.169690288	1.011582367	0.020449979	0.162846478	7.524352225	0.193418166	0.119108577	1.002883099	0.002298391	2.493816987
0.085483918	17.00262866	0.278662824	0.201894962	41.60588733	0.42280528	0.140054538	16.84832142	0.234697627	0.116206383	5.642062068	0.14037166	0.132632277	1.002883099	0.005160088	13.50112518	31.83286437	0.219983992	0.192588525	178.5718316	0.954179445	0.166574545	1.01742376	0.017930309	0.149568273	3.246219218	0.102239615	0.174841028	6.981696894	0.120721629	2.49675247
0.137643325	28.34452839	0.895971515	0.16600978	1.310778721	0.052663351	0.163614222	8.491457603	0.283117241	0.124192742	21.21200132	0.294251943	0.080966076	1.008674259	0.001187492	18.05944801	12.96516937	0.449489963	0.171406171	4.230645167	0.17534224	0.182216896	1.005774511	0.016149324	0.198304216	7.144362642	0.318808522	0.159703398	1.002883099	0.01346346	2.500445053
0.076448805	109.3883763	0.353177381	0.222150768	14.33966927	0.504465756	0.176766968	58.26950924	0.676820601	0.14115655	8.394232525	0.263346424	0.194905061	9.072760254	0.045845682	15.30460828	27.80423995	0.332428907	0.15183369	7.611502031	0.206892444	0.182530459	1.014498859	0.022894677	0.174093314	5.403599724	0.195786482	0.116292823	1.002883099	0.001919808	2.603578163
0.098953957	52.51713048	0.595034601	0.232169054	12.48889836	0.547019159	0.111466701	2.843567002	0.065507766	0.175294634	12.63354936	0.52625129	0.194870919	3.478446646	0.042374711	19.76164133	10.15083166	0.472309142	0.166600666	6.9017582	0.244449495	0.151117575	1.01742376	0.008776055	0.113005162	1.333617414	0.032997129	0.149468625	12.27502133	0.071301608	2.606020956
0.125324695	54.19267245	1.074015538	0.233587873	9.80613515	0.486794085	0.139056366	13.42090943	0.215899828	0.101980249	6.330680015	0.117786906	0.115090333	1.011582367	0.003818039	9.235261961	2.692201283	0.043360951	0.19689044	12.66997313	0.529326408	0.125655667	1.002883099	0.006136639	0.149017898	2.095705883	0.073364398	0.159193247	3.020786488	0.068718755	2.619221547
0.11406459	17.545092	0.452611217	0.120748145	2.498040067	0.040135352	0.199951042	12.13447539	0.558554911	0.122992773	14.33966927	0.252925005	0.147168136	1.008674259	0.003657909	18.28244811	32.10899087	0.651776689	0.177666148	25.57713896	0.514797284	0.183111976	1.002883099	0.021800564	0.167365936	3.559490572	0.136286695	0.106526825	1.005774511	0.010325141	2.642870765
0.156883174	35.01276509	1.302932432	0.237385183	6.186540523	0.359462892	0.19791528	10.20944774	0.480317565	0.072650755	6.822734785	0.060385879	0.144340365	1.014498859	0.001744402	18.15830622	6.59105201	0.286322366	0.092939707	1.851684076	0.034166432	0.167953705	1.008674259	0.013651434	0.118078151	9.310912558	0.076582889	0.150798541	1.723094425	0.04714651	2.6627128
0.114939711	31.32332806	0.683669957	0.153900532	1.209262625	0.044370362	0.197330369	7.589620402	0.367519267	0.159697834	12.31041144	0.437615959	0.17934555	1.008674259	0.002952468	18.73653056	12.41719513	0.479032477	0.122706805	24.70860417	0.143138461	0.176851052	1.303253072	0.027300908	0.196631983	12.34590358	0.427159405	0.172849654	1.251769545	0.051284083	2.664043346
0.107443016	121.5765354	0.871515327	0.180823303	21.89450262	0.241540204	0.146122776	20.6694458	0.280958405	0.156104219	6.881916951	0.257826747	0.174138331	1.011582367	0.012427438	18.07240253	26.40008963	0.593250959	0.169702782	6.240204175	0.237294011	0.135293558	1.008674259	0.001293528	0.154826831	10.65999348	0.184829389	0.14424839	1.002883099	0.018468157	2.699404165
0.104754117	112.8783769	0.799746135	0.226651866	4.843633707	0.26918154	0.187894046	25.21159953	0.692867141	0.074313206	5.466186196	0.058765117	0.1615046	1.014498859	0.009532717	19.27606354	9.862760783	0.43934176	0.181394703	6.862132741	0.290333397	0.152494462	1.174944911	0.015754203	0.13250271	1.299506466	0.040466429	0.19507247	2.030377978	0.09381486	2.7098033
0.144128781	32.9751828	1.090889444	0.197254584	3.331429734	0.155497989	0.141644083	11.5548867	0.220495486	0.145251529	50.16780576	0.574105383	0.151507857	1.005774511	0.012673763	17.51655195	5.250250742	0.222355778	0.118187163	2.608279263	0.06525335	0.199667448	1.014498859	0.025421283	0.179011183	8.109185671	0.265575838	0.184931892	2.169372265	0.08811776	2.720386076
0.072829522	8.617973549	0.133452224	0.221116894	39.84741015	0.640736105	0.061655229	1.083948758	0.013364335	0.178028693	16.13622535	0.658187939	0.192041009	1.008674259	0.021429624	19.48651654	25.13912095	0.757506353	0.165742597	14.01317786	0.339832371	0.12541448	1.011582367	0.007932948	0.166239998	2.169372265	0.087324325	0.166409289	2.505242164	0.073471365	2.73323759
0.13643819	20.29521715	0.65474958	0.220182452	6.168755389	0.309198024	0.138811873	6.38559397	0.164127928	0.139419951	15.01564998	0.359125873	0.110797083	1.029207935	0.004045445	18.09616833	58.26950924	0.705187427	0.163528364	8.109185671	0.256620723	0.164854972	1.841052896	0.022593934	0.158729531	7.289801101	0.178679582	0.156933693	10.20944774	0.084385033	2.73871355
0.137703993	25.7223435	0.825668553	0.229244948	13.00254924	0.536781821	0.140744966	5.295792775	0.152826246	0.164100205	24.56674324	0.688368138	0.195528593	1.01742376	0.017627618	16.54883777	3.814128748	0.152524512	0.156097044	3.54925771	0.131602688	0.193747303	1.008674259	0.022698244	0.179830076	4.928028018	0.198846594	0.103359173	3.631951455	0.019194643	2.746139057
0.067897764	104.5037288	0.266838554	0.201931737	29.87919153	0.406628093	0.198073656	31.55911247	0.901570907	0.124008002	5.295792775	0.148559951	0.184177941	1.080832611	0.026113434	19.42553844	7.185617841	0.340472868	0.194782458	8.614574049	0.394855742	0.134077161	1.002883099	0.005822576	0.174226752	4.404645672	0.172515877	0.190958444	2.600780953	0.107331301	2.770709303
0.129620038	19.72395869	0.59911147	0.181079453	10.72154973	0.214298109	0.143384615	28.53407779	0.281262651	0.08241301	3.40904833	0.05622067	0.192700013	1.594228753	0.034450384	17.42794061	11.48854597	0.380911141	0.19097077	398.7036051	0.925444045	0.076494827	1.002883099	0.001667634	0.19261845	6.258195303	0.272453123	0.154556639	1.002883099	0.007389109	2.773208336
0.105444632	82.92679472	0.775101341	0.131092046	1.738040991	0.042464267	0.114718479	3.759618569	0.08128272	0.16428208	18.05361352	0.591088134	0.197416168	1.044130275	0.032671354	14.7340278	7.699661237	0.201761107	0.191726907	38.605276	0.766858806	0.156836074	1.198863374	0.017593837	0.162119418	8.467046268	0.198829187	0.163573985	6.080593718	0.091780422	2.799431175
0.114734632	18.52315344	0.479458315	0.14065953	2.042102417	0.053916696	0.129716788	9.177844288	0.158201667	0.169260317	57.27162224	1.007754291	0.127167111	1.014498859	0.001194425	19.12315637	12.38149804	0.5056001	0.18952697	8.346038237	0.366095712	0.185998348	1.922299067	0.036335799	0.16234704	4.242842537	0.144800596	0.165337537	1.883947374	0.0620105	2.815368102
0.121931722	53.12033871	1.00139077	0.136584151	1.020357094	0.032210907	0.15663975	3.54925771	0.133373526	0.160926022	31.37792033	0.714273614	0.157566728	2.278187147	0.016837599	16.12890092	8.442705111	0.264969959	0.164418741	7.227111269	0.243886368	0.142827621	1.014498859	0.01058867	0.183350302	13.22910254	0.350561419	0.146145086	7.589620402	0.06291104	2.83100387
0.076041825	10.7369818	0.170277202	0.216056928	6.515586104	0.305574558	0.127646029	5.466186196	0.124443376	0.185457696	19.28951598	0.812251062	0.158386935	1.008674259	0.003972696	19.75239722	230.0596528	1.190538068	0.111364528	5.790161438	0.083242	0.166117587	1.002883099	0.009230949	0.128070129	9.41875496	0.098637696	0.137496408	1.479253177	0.034770246	2.832937853
0.077758141	17.34585863	0.239009038	0.24395905	95.33334053	1.195478007	0.152521067	20.84873791	0.328459192	0.14726249	8.565114702	0.288245692	0.125735261	1.011582367	0.005254243	18.3568917	12.77987575	0.464329918	0.086648518	1.522459107	0.026742791	0.19928421	1.188553553	0.039940371	0.176258469	6.941612478	0.234639649	0.094769402	1.068457346	0.012342412	2.834441313
0.106727538	140.6331861	0.86135533	0.154648317	2.498040067	0.07559143	0.177518034	75.07042373	0.703795315	0.129633951	4.417344703	0.134398684	0.193785943	1.513718125	0.034781438	16.74920544	4.468508009	0.180364874	0.185952175	55.6463085	0.716639522	0.167297488	1.014498859	0.016067647	0.120998261	1.29577063	0.035803306	0.190976004	1.718140854	0.078402534	2.837200081
0.129043645	27.783663	0.79360145	0.178513175	6.294333319	0.172148236	0.161253573	21.64381601	0.396341594	0.139545136	11.62161052	0.31730751	0.191906951	1.005774511	0.003277514	18.13479605	15.36549787	0.492608052	0.170720819	25.79900168	0.451715444	0.169903416	7.481152231	0.029260723	0.139069269	6.45955426	0.115147175	0.19905153	1.540092787	0.075181476	2.846589174
0.10428509	29.5848017	0.545122302	0.244204953	11.68871963	0.61522922	0.123167508	2.239172346	0.063726761	0.173189451	15.63322261	0.609107777	0.171615206	1.626682617	0.02223839	18.07717256	5.235157264	0.230584423	0.186106693	13.38232685	0.471705023	0.182356059	1.008674259	0.016014054	0.17062083	6.705892918	0.209299196	0.176536667	1.693585793	0.067069418	2.850096563
0.112355164	16.05893844	0.411559385	0.248915454	7.481152231	0.456575522	0.182238859	37.18712453	0.696340579	0.11877019	19.06865582	0.251343231	0.198468205	1.008674259	0.012167032	13.26515561	6.063113161	0.138994263	0.191461119	19.62561188	0.610523844	0.160232958	1.014498859	0.0046147	0.185406977	4.746998612	0.204853389	0.184897396	1.636075913	0.071351896	2.858323841
0.114919213	43.74651203	0.803555192	0.211752764	19.56919195	0.454456972	0.124999774	4.913860869	0.112830923	0.164481114	18.52750564	0.601056536	0.14748599	2.462338961	0.012979911	13.04566841	12.23973297	0.168935745	0.175636833	14.21635295	0.406136574	0.19504385	1.011582367	0.01756186	0.129406511	3.360327417	0.07474341	0.195848506	12.59723029	0.210166322	2.862423446
0.132601894	34.9129421	0.974316008	0.194333896	9.749834625	0.267946187	0.17103994	11.65511677	0.378098818	0.195665414	17.94996127	0.84795452	0.179780606	1.608057505	0.026748445	12.28968933	2.19449873	0.06223653	0.143863532	14.21635295	0.218934978	0.161882313	1.01742376	0.0034876	0.119571868	16.464712	0.084571448	0.077479487	1.002883099	0.001478518	2.865773053
0.107529375	32.9751828	0.611582301	0.201492393	5.976461292	0.242012259	0.160287569	9.391677821	0.28401242	0.138777623	68.2666438	0.514272393	0.152370027	1.011582367	0.00870428	16.99375506	12.66997313	0.374340429	0.182941565	21.89450262	0.549529892	0.128119537	4.255075073	0.009621157	0.167444075	8.085873296	0.218507275	0.175214189	1.50070066	0.0607039	2.873286307
0.105446963	16.80955523	0.390888182	0.230916396	231.3881348	0.925595665	0.161706866	24.77984153	0.41376794	0.162083889	11.25933856	0.420339148	0.122985238	1.005774511	0.002753732	17.54733797	6.422467651	0.264887348	0.16673485	14.92943976	0.356381611	0.195793411	1.002883099	0.012399935	0.137488228	3.073419946	0.082315903	0.081582584	1.008674259	0.007311721	2.876641185
0.127789115	54.34762	1.130605375	0.240878504	20.9088469	0.793081987	0.098278313	5.545439659	0.066901071	0.080637864	3.498532974	0.055125733	0.145716559	2.065754796	0.012326574	7.230890342	3.331429734	0.028451484	0.182585932	24.35547754	0.567828767	0.142033823	1.008674259	0.001840815	0.120147902	1.799135056	0.045433102	0.193722228	7.502721136	0.179705678	2.881300586
0.103110156	28.10278429	0.518351832	0.211898564	3.498532974	0.181424731	0.197970067	17.3404261	0.693745646	0.17033001	15.05894158	0.570179386	0.183838614	1.002883099	0.009529967	13.19950891	4.612283342	0.119273775	0.179346171	14.71607349	0.442701169	0.197188014	1.466532098	0.04191169	0.169437404	10.44731649	0.249399226	0.151768693	4.110583512	0.064868403	2.891385827
0.130498377	70.07080906	1.319119496	0.23455873	6.534371185	0.369098977	0.111925064	88.712945	0.130957978	0.161631022	8.467046268	0.328783601	0.190103627	1.011582367	0.006340265	17.32708782	11.09842407	0.367002575	0.127966014	3.869429263	0.09724164	0.124957816	1.011582367	0.002486668	0.18403869	3.488475353	0.155975156	0.172376405	11.16251204	0.122178301	2.89918466
0.128996405	21.54928678	0.644161603	0.217588394	7.901770851	0.353936869	0.17113601	79.74903404	0.612870795	0.113304205	3.331429734	0.086701176	0.123985447	1.011582367	0.002418496	18.36870428	38.38362932	0.700177622	0.135114683	10.90835944	0.169375334	0.16088364	2.371885791	0.021451276	0.180370825	3.959582648	0.169421566	0.178748047	14.88652045	0.148325429	2.908840167
0.101156948	13.37701694	0.303149592	0.203401182	17.89835853	0.377116861	0.066627496	3.082280921	0.024662244	0.169323691	22.72946153	0.724425624	0.095221365	1.011582367	0.001879876	10.3027684	8.346038237	0.080185086	0.195573622	38.71657884	0.831644825	0.199259704	25.94797829	0.062188738	0.194861207	8.565114702	0.343188606	0.197082856	4.843633707	0.162447042	2.910888496
0.143962973	33.16401748	1.091393491	0.167041998	1.329783516	0.053769048	0.109021152	3.145027202	0.066681988	0.177780271	16.32312103	0.660903485	0.178959115	1.171567166	0.023984706	19.86482863	16.464712	0.661131197	0.142825959	21.83156007	0.23226178	0.129573435	1.933399404	0.009663758	0.12314083	2.077683519	0.051857339	0.18570572	1.626682617	0.07152441	2.923171202
0.049531606	24.43381159	0.11874965	0.183482456	13.04003688	0.233154556	0.185433677	39.27792505	0.760245725	0.154117592	50.8951817	0.702111945	0.136323437	1.005774511	0.001478527	19.43274803	6.572103982	0.312860356	0.100911835	19.12363265	0.077733505	0.186314209	1.333617414	0.032793808	0.199605327	15.10235801	0.491523555	0.193911952	14.46405527	0.205747896	2.936399524
0.130082971	22.55652997	0.679269954	0.155035241	2.047990001	0.067347982	0.190142478	43.94512738	0.857484566	0.107226492	47.22462763	0.215959304	0.189722075	2.747006676	0.036294313	15.12119084	4.546366219	0.155480637	0.186123449	18.52750564	0.545536718	0.176949468	1.509366472	0.028121518	0.191739704	9.721805694	0.352477196	0.057307433	1.005774511	0.003643071	2.941615259
0.100826693	46.05351093	0.600678125	0.225761176	18.85032445	0.596476851	0.16540169	10.62934802	0.326784233	0.170510939	12.27502133	0.491560054	0.147310618	1.035151107	0.011687449	8.645378321	2.556241613	0.037063278	0.19258654	26.32419437	0.696606623	0.169511406	1.005774511	0.011818532	0.15478283	4.80198009	0.13776791	0.147984614	1.005774511	0.032155604	2.942598659
0.096148097	15.51805517	0.318427524	0.200268337	11.52166859	0.316852064	0.17640306	13.00254924	0.434047636	0.168557558	11.58820059	0.460256247	0.199513512	1.005774511	0.025735354	19.00274021	61.90103698	0.877530502	0.171923222	7.811297539	0.282997212	0.099426161	1.011582367	0.001661935	0.161099979	10.15083166	0.209560246	0.103073121	2.448201794	0.018115752	2.945184471
0.098909121	320.9495578	0.737154335	0.213129493	24.6375716	0.492765554	0.185123948	10.75246102	0.436999338	0.179514314	25.43029147	0.900500271	0.159639988	1.002883099	0.009700255	10.8229384	32.20156428	0.107406725	0.167955414	4.706176025	0.187070651	0.192672058	1.008674259	0.001015479	0.112136111	2.66904926	0.04818827	0.139554451	8.689299091	0.053841203	2.974642081
0.116910674	121.2299152	1.099413545	0.212471661	15.40979812	0.438942608	0.189703455	8.250478175	0.374490512	0.158322958	27.72430801	0.649742563	0.170565655	1.29577063	0.020588726	9.246784596	1.277251935	0.026174416	0.182823078	5.942148292	0.260851693	0.179561837	1.011582367	0.002934094	0.112364084	2.245628102	0.044735876	0.159921806	2.077683519	0.059820984	2.977695016
0.132510305	32.04701573	0.922998967	0.220735106	7.655454731	0.360418674	0.122093542	3.716571871	0.092102842	0.165801738	10.29800713	0.405636111	0.197747941	1.01742376	0.014931169	19.63894517	12.45299514	0.540684541	0.194998328	8.418433931	0.388170515	0.176963748	1.01742376	0.002016788	0.192547592	4.815824676	0.221837202	0.150360468	1.035151107	0.034646153	2.983442962
0.127459308	34.31995243	0.892220958	0.225885135	7.12382395	0.36484468	0.182273798	8.789941739	0.366173145	0.183841692	14.71607349	0.646612515	0.152053856	1.002883099	0.009032919	16.81262114	7.331896136	0.267815082	0.177517192	8.714351203	0.326875811	0.130631995	1.174944911	0.009432603	0.155059044	2.600780953	0.093299466	0.133072748	1.002883099	0.011341699	2.987648879
0.127737833	26.46733118	0.751005467	0.215569024	5.086588519	0.256864867	0.16653123	78.83592743	0.553605768	0.142651257	55.9676387	0.54484615	0.102079767	1.008674259	0.001356685	19.76581657	12.03012299	0.534116441	0.156123666	7.022012778	0.211483203	0.196956586	6.534371185	0.055792073	0.13911949	1.783663102	0.057699054	0.134054739	3.145027202	0.040892565	3.007662273
0.130941337	67.32520222	1.315291835	0.227932529	13.11533671	0.53131856	0.093302968	1.258997902	0.026111532	0.103219029	5.205100356	0.107817816	0.199795558	1.014498859	0.012647625	13.70082121	8.840699352	0.175750208	0.193096928	6.276238301	0.29587495	0.106261104	1.011582367	0.002719927	0.197439665	10.12164994	0.388698082	0.192874271	5.265387736	0.155704	3.011934536
