Scenario,Country,Model,Type,Output_Y,kind,S_g,S_target,S_g_total,S_target_total,S_gt,feasibility_fraction,n_saltelli_total,n_saltelli_feasible
minimum,China,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.32647705078125,16384,5349
minimum,China,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.32647705078125,16384,5349
minimum,Middle East,Logistic,A,feasibility,feasibility,0.35395343272293955,0.1261506021083484,0.8830560894529218,0.6570814876798761,1.0600335423015097,0.33331298828125,16384,5461
minimum,Middle East,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.33331298828125,16384,5461
minimum,Middle East,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.33331298828125,16384,5461
minimum,Middle East,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.33331298828125,16384,5461
minimum,Middle East,Gompertz,A,feasibility,feasibility,0.13022536917971833,0.05383953230648597,0.9284057728151562,0.8579861544760816,1.6023270258050335,0.18548583984375,16384,3039
minimum,Middle East,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.18548583984375,16384,3039
minimum,Middle East,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.18548583984375,16384,3039
minimum,Middle East,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.18548583984375,16384,3039
minimum,Australia,Logistic,A,feasibility,feasibility,0.3081968020432144,0.14562632880266813,0.837457121703041,0.6642620857362161,1.0478960765933745,0.22747802734375,16384,3727
minimum,Australia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.22747802734375,16384,3727
minimum,Australia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.22747802734375,16384,3727
minimum,Australia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.22747802734375,16384,3727
minimum,Australia,Gompertz,A,feasibility,feasibility,0.3559149582433785,0.08286945248729478,0.9157175377810833,0.6573696576711163,1.1343027847215263,0.3521728515625,16384,5770
minimum,Australia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.3521728515625,16384,5770
minimum,Australia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.3521728515625,16384,5770
minimum,Australia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.3521728515625,16384,5770
minimum,Canada,Logistic,A,feasibility,feasibility,0.30433867206534826,0.15056452024087075,0.8332896605623714,0.6684326869847784,1.0468191552409307,0.22772216796875,16384,3731
minimum,Canada,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.22772216796875,16384,3731
minimum,Canada,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.22772216796875,16384,3731
minimum,Canada,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.22772216796875,16384,3731
minimum,Canada,Gompertz,A,feasibility,feasibility,0.2762480633286792,0.10816092847290322,0.8911700594615946,0.7117438468208321,1.2185049144808442,0.28729248046875,16384,4707
minimum,Canada,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28729248046875,16384,4707
minimum,Canada,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28729248046875,16384,4707
minimum,Canada,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28729248046875,16384,4707
minimum,Indonesia,Logistic,A,feasibility,feasibility,0.47637862980521123,0.08472445802928763,0.9131507222594117,0.5231363475112655,0.8751839819361784,0.332275390625,16384,5444
minimum,Indonesia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.332275390625,16384,5444
minimum,Indonesia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.332275390625,16384,5444
minimum,Indonesia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.332275390625,16384,5444
minimum,Indonesia,Gompertz,A,feasibility,feasibility,0.2529716484774895,0.09113677224960186,0.917020005650817,0.7441610671766092,1.3170726521003349,0.24114990234375,16384,3951
minimum,Indonesia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.24114990234375,16384,3951
minimum,Indonesia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.24114990234375,16384,3951
minimum,Indonesia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.24114990234375,16384,3951
minimum,Thailand,Logistic,A,feasibility,feasibility,0.5379957087002641,0.07267008661471823,0.9142410736082921,0.45008791316100527,0.753663191454315,0.16656494140625,16384,2729
minimum,Thailand,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.16656494140625,16384,2729
minimum,Thailand,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.16656494140625,16384,2729
minimum,Thailand,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.16656494140625,16384,2729
minimum,Thailand,Gompertz,A,feasibility,feasibility,0.5337220845033345,0.10183690183690183,0.8993096993096992,0.46725166725166717,0.73100238022113,0.20513916015625,16384,3361
minimum,Thailand,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.20513916015625,16384,3361
minimum,Thailand,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.20513916015625,16384,3361
minimum,Thailand,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.20513916015625,16384,3361
minimum,Brazil,Logistic,A,feasibility,feasibility,0.3877288539256868,0.1253566739232995,0.8829643439757634,0.6222075700132439,0.9920863861400212,0.2984619140625,16384,4890
minimum,Brazil,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2984619140625,16384,4890
minimum,Brazil,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2984619140625,16384,4890
minimum,Brazil,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2984619140625,16384,4890
minimum,Brazil,Gompertz,A,feasibility,feasibility,0.1769473819875478,0.08753021521873555,0.8943403107694374,0.819928950532734,1.4497916640958879,0.2239990234375,16384,3670
minimum,Brazil,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
minimum,Brazil,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
minimum,Brazil,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
maximum,UK,Logistic,A,feasibility,feasibility,0.41907019348016755,0.2057637830419888,0.8035787367376648,0.5957314132098899,0.7744761734253983,0.21173095703125,16384,3469
maximum,UK,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.21173095703125,16384,3469
maximum,UK,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.21173095703125,16384,3469
maximum,UK,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.21173095703125,16384,3469
maximum,UK,Gompertz,A,feasibility,feasibility,0.574717792180023,0.10647445084553651,0.8971624254452434,0.43842760430928324,0.6543977867289672,0.37579345703125,16384,6157
maximum,UK,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.37579345703125,16384,6157
maximum,UK,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.37579345703125,16384,6157
maximum,UK,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.37579345703125,16384,6157
maximum,US,Logistic,A,feasibility,feasibility,0.4208352805146555,0.20979738905559106,0.8031224648277449,0.5954183790964315,0.7679081743539298,0.2127685546875,16384,3486
maximum,US,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2127685546875,16384,3486
maximum,US,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2127685546875,16384,3486
maximum,US,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2127685546875,16384,3486
maximum,US,Gompertz,A,feasibility,feasibility,0.5008662500269145,0.12751692935426218,0.8725706780354411,0.4933359171457485,0.7375234158000128,0.3306884765625,16384,5418
maximum,US,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.3306884765625,16384,5418
maximum,US,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.3306884765625,16384,5418
maximum,US,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.3306884765625,16384,5418
maximum,EU,Logistic,A,feasibility,feasibility,0.42259877615787345,0.20829572927451942,0.801232719150194,0.5958442594404975,0.7661824731582985,0.2138671875,16384,3504
maximum,EU,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2138671875,16384,3504
maximum,EU,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2138671875,16384,3504
maximum,EU,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2138671875,16384,3504
maximum,EU,Gompertz,A,feasibility,feasibility,0.4414342387975202,0.18297647374795817,0.8434808434808436,0.5648945648945651,0.7839646958299304,0.28863525390625,16384,4729
maximum,EU,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28863525390625,16384,4729
maximum,EU,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28863525390625,16384,4729
maximum,EU,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28863525390625,16384,4729
maximum,China,Logistic,A,feasibility,feasibility,0.4120760425723512,0.18124456589243568,0.8227549372748725,0.5866600422307787,0.8160943710408644,0.18939208984375,16384,3103
maximum,China,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.18939208984375,16384,3103
maximum,China,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.18939208984375,16384,3103
maximum,China,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.18939208984375,16384,3103
maximum,China,Gompertz,A,feasibility,feasibility,0.6788465509266032,0.07486193003760708,0.929356986254391,0.3220249247619327,0.4976734300521133,0.43731689453125,16384,7165
maximum,China,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.43731689453125,16384,7165
maximum,China,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.43731689453125,16384,7165
maximum,China,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.43731689453125,16384,7165
maximum,Middle East,Logistic,A,feasibility,feasibility,0.4190226722646244,0.20758357549544112,0.8021697962892628,0.5959602406342288,0.7715237891634259,0.21209716796875,16384,3475
maximum,Middle East,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.21209716796875,16384,3475
maximum,Middle East,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.21209716796875,16384,3475
maximum,Middle East,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.21209716796875,16384,3475
maximum,Middle East,Gompertz,A,feasibility,feasibility,0.5286670237916768,0.12309482390708097,0.8787453430778378,0.47135147760199614,0.6983349729810763,0.34735107421875,16384,5691
maximum,Middle East,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.34735107421875,16384,5691
maximum,Middle East,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.34735107421875,16384,5691
maximum,Middle East,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.34735107421875,16384,5691
maximum,Australia,Logistic,A,feasibility,feasibility,0.41716373937151313,0.20466083063516813,0.7989081710151386,0.5964401349939186,0.7735237360023758,0.21185302734375,16384,3471
maximum,Australia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.21185302734375,16384,3471
maximum,Australia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.21185302734375,16384,3471
maximum,Australia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.21185302734375,16384,3471
maximum,Australia,Gompertz,A,feasibility,feasibility,0.6618271046001712,0.06792915489746604,0.9372700415058086,0.34531001529161376,0.5528237972997851,0.491943359375,16384,8060
maximum,Australia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.491943359375,16384,8060
maximum,Australia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.491943359375,16384,8060
maximum,Australia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.491943359375,16384,8060
maximum,Canada,Logistic,A,feasibility,feasibility,0.4184051437519216,0.2061611158380941,0.8039182319335906,0.5952509312950902,0.7746029036386652,0.21148681640625,16384,3465
maximum,Canada,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.21148681640625,16384,3465
maximum,Canada,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.21148681640625,16384,3465
maximum,Canada,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.21148681640625,16384,3465
maximum,Canada,Gompertz,A,feasibility,feasibility,0.6375882764678333,0.07510043093040059,0.9330790577800671,0.36488302101609993,0.585273371397933,0.46234130859375,16384,7575
maximum,Canada,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.46234130859375,16384,7575
maximum,Canada,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.46234130859375,16384,7575
maximum,Canada,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.46234130859375,16384,7575
maximum,Indonesia,Logistic,A,feasibility,feasibility,0.4230561916712834,0.1962763208137899,0.8047027675588481,0.5969431439345636,0.7823133990083384,0.212158203125,16384,3476
maximum,Indonesia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.212158203125,16384,3476
maximum,Indonesia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.212158203125,16384,3476
maximum,Indonesia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.212158203125,16384,3476
maximum,Indonesia,Gompertz,A,feasibility,feasibility,0.589424649474461,0.09534519037076924,0.903727637168671,0.4135702746365104,0.6325280719599512,0.3948974609375,16384,6470
maximum,Indonesia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.3948974609375,16384,6470
maximum,Indonesia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.3948974609375,16384,6470
