Scenario,Country,Model,Year,rate_central,cumulative_central
reference,UK,Gompertz,2122,0.6365111374437218,52.0681151622948
reference,UK,Gompertz,2123,0.625027894699059,52.69888640149307
reference,UK,Gompertz,2124,0.613531663899962,53.318166631740546
reference,UK,Gompertz,2125,0.6020372909432011,53.92595035780463
reference,UK,Gompertz,2126,0.5905587911768702,54.522246513731666
reference,UK,Gompertz,2127,0.579109366436868,55.10707764066689
reference,UK,Gompertz,2128,0.5677014237523359,55.68047908256629
reference,UK,Gompertz,2129,0.556346595478432,56.242498201346855
reference,UK,Gompertz,2130,0.5450557606315249,56.793193612788876
reference,UK,Gompertz,2131,0.5338390672182398,57.33263444428726
reference,UK,Gompertz,2132,0.5227059553656956,57.860899615347606
reference,UK,Gompertz,2133,0.5116651810756561,58.37807714153889
reference,UK,Gompertz,2134,0.5007248404401385,58.88426346244378
reference,UK,Gompertz,2135,0.48989239417021535,59.37956279399303
reference,UK,Gompertz,2136,0.4791746923032933,59.864086505428574
reference,UK,Gompertz,2137,0.468577998967028,60.33795252101185
reference,UK,Gompertz,2138,0.4581080170902216,60.80128474647813
reference,UK,Gompertz,2139,0.4477699129625398,61.254212520134
reference,UK,Gompertz,2140,0.43756834055569793,61.696870088402015
reference,UK,Gompertz,2141,0.42750746552887803,62.12939610553471
reference,UK,Gompertz,2142,0.41759098885058854,62.55193315714763
reference,UK,Gompertz,2143,0.4078221699779691,62.96462730715736
reference,UK,Gompertz,2144,0.39820384954269183,63.36762766765611
reference,UK,Gompertz,2145,0.38873847150014695,63.761085991207295
reference,UK,Gompertz,2146,0.3794281047055417,64.1451562850063
reference,UK,Gompertz,2147,0.3702744638869187,64.51999444631821
reference,UK,Gompertz,2148,0.36127892999092504,64.8857579185766
reference,UK,Gompertz,2149,0.3524425698824937,65.2426053675066
reference,UK,Gompertz,2150,0.343766155384422,65.59069637661828
reference,UK,Gompertz,2151,0.3352501816472072,65.9301911614057
reference,UK,Gompertz,2152,0.326894884843445,66.26125030157807
reference,UK,Gompertz,2153,0.3187002591846278,66.5840344906469
reference,UK,Gompertz,2154,0.3106660732613438,66.89870430219112
reference,UK,Gompertz,2155,0.3027918857106805,67.20541997212574
reference,UK,Gompertz,2156,0.29507706021711716,67.5043411963041
reference,UK,Gompertz,2157,0.28752077985536895,67.795626942791
reference,UK,Gompertz,2158,0.28012206078553786,68.07943527815415
reference,UK,Gompertz,2159,0.27287976531256347,68.35592320713154
reference,UK,Gompertz,2160,0.26579261432337176,68.6252465250463
reference,UK,Gompertz,2161,0.25885919911629895,68.88755968235324
reference,UK,Gompertz,2162,0.25207799263835273,69.14301566071775
reference,UK,Gompertz,2163,0.24544736014668256,69.3917658600423
reference,UK,Gompertz,2164,0.23896556931126586,69.63395999587391
reference,UK,Gompertz,2165,0.23263079977631357,69.86974600664196
reference,UK,Gompertz,2166,0.22644115219825336,70.09926997019436
reference,UK,Gompertz,2167,0.22039465677839357,70.32267602911735
reference,UK,Gompertz,2168,0.21448928130849648,70.54010632434311
reference,UK,Gompertz,2169,0.20872293874753015,70.75170093656682
reference,UK,Gompertz,2170,0.20309349434781518,70.95759783501374
reference,UK,Gompertz,2171,0.19759877234866577,71.15793283311471
reference,UK,Gompertz,2172,0.19223656225542618,71.35283955066646
reference,UK,Gompertz,2173,0.18700462472156895,71.54244938207098
reference,UK,Gompertz,2174,0.18190069705121722,71.72689147026597
reference,UK,Gompertz,2175,0.17692249833912171,71.90629268597479
reference,UK,Gompertz,2176,0.17206773426474756,72.08077761192249
reference,UK,Gompertz,2177,0.1673341015567262,72.25046853167935
reference,UK,Gompertz,2178,0.1627192921434971,72.41548542281103
reference,UK,Gompertz,2179,0.1582209970055221,72.57594595402863
reference,US,Logistic,2030,0.17225845980117085,1.35543
reference,US,Logistic,2031,0.1955267282324126,1.5390783987437417
reference,US,Logistic,2032,0.22191613501977053,1.7475233142722582
reference,US,Logistic,2033,0.25183901955598914,1.984087910450583
reference,US,Logistic,2034,0.28576036983416736,2.2525335222702596
reference,US,Logistic,2035,0.3242040146618079,2.55711535345894
reference,US,Logistic,2036,0.36775938757870724,2.9026446512130266
reference,US,Logistic,2037,0.4170888662551302,3.2945579329648362
reference,US,Logistic,2038,0.47293567219153737,3.7389938349331224
reference,US,Logistic,2039,0.5361322892432431,4.242878124567392
reference,US,Logistic,2040,0.6076093238563957,4.814017360573021
reference,US,Logistic,2041,0.6884046825304154,5.461201584493726
reference,US,Logistic,2042,0.7796728800962492,6.194316273721919
reference,US,Logistic,2043,0.8826942126762701,7.024463561163872
reference,US,Logistic,2044,0.9988834280546914,7.96409241202695
reference,US,Logistic,2045,1.1297973997771387,9.027137019989347
reference,US,Logistic,2046,1.277141155756311,10.229162116142021
reference,US,Logistic,2047,1.442771424047701,11.587513143648556
reference,US,Logistic,2048,1.6286966354094805,13.121468305172714
reference,US,Logistic,2049,1.8370720639589584,14.852388303459445
reference,US,Logistic,2050,2.070188496809105,16.803858133976398
reference,US,Logistic,2051,2.330452509467391,19.00181352379212
reference,US,Logistic,2052,2.6203561022482935,21.47464252656651
reference,US,Logistic,2053,2.9424331510469273,24.25325038471615
reference,US,Logistic,2054,3.2991998848890085,27.371073095449553
reference,US,Logistic,2055,3.693076481933394,30.864022256395355
reference,US,Logistic,2056,4.126286955207477,34.77034087739946
reference,US,Logistic,2057,4.600734881787028,39.13034717748291
reference,US,Logistic,2058,5.1178533373035116,43.9860413027183
reference,US,Logistic,2059,5.678428767424028,49.380548894996544
reference,US,Logistic,2060,6.282400592275493,55.35737614256699
reference,US,Logistic,2061,6.928641201873674,61.95945410094291
reference,US,Logistic,2062,7.614724694046684,69.22795650963263
reference,US,Logistic,2063,8.33669714280783,77.20088584596849
reference,US,Logistic,2064,9.088866094733852,85.91143757778033
reference,US,Logistic,2065,9.863631866544507,95.38617274303319
reference,US,Logistic,2066,10.651387282577874,105.64305369741109
reference,US,Logistic,2067,11.440514719607494,116.68942582493239
reference,US,Logistic,2068,12.217508539820493,128.52005678195846
reference,US,Logistic,2069,12.967246059589254,141.11537084537144
reference,US,Logistic,2070,13.67342033716694,154.44003457891927
reference,US,Logistic,2071,14.319133186225477,168.44205627251338
reference,US,Logistic,2072,14.887627886843866,183.0525508154981
reference,US,Logistic,2073,15.363120228790214,198.18629075547122
reference,US,Logistic,2074,15.73166702954597,213.74311291432204
reference,US,Logistic,2075,15.981996969156201,229.61018133086603
reference,US,Logistic,2076,16.106223101272974,245.66502853870097
reference,US,Logistic,2077,16.100362154120706,261.7792184365481
reference,US,Logistic,2078,15.964603091348817,277.82240688257497
reference,US,Logistic,2079,15.703294277728926,293.66653140792073
reference,US,Logistic,2080,15.324650728169559,309.18984663817315
reference,US,Logistic,2081,14.840214795639813,324.2805396887806
reference,US,Logistic,2082,14.264129821343328,338.8397069155127
reference,US,Logistic,2083,13.612302634741159,352.7835420390912
reference,US,Logistic,2084,12.901535487674758,366.04466488310396
reference,US,Logistic,2085,12.148701609762917,378.57259819218524
reference,US,Logistic,2086,11.370023648070049,390.33346728899477
reference,US,Logistic,2087,10.580494487939573,401.3090469477373
reference,US,Logistic,2088,9.793459166983197,411.4953089047698
reference,US,Logistic,2089,9.02035795293644,420.90063253543707
reference,US,Logistic,2090,8.270616207672635,429.5438336704317
reference,US,Logistic,2091,7.551657253739356,437.4521470176187
reference,US,Logistic,2092,6.869009938110276,444.6592712309146
reference,US,Logistic,2093,6.226482120386736,451.2035568363732
reference,US,Logistic,2094,5.6263737531207045,457.12638948097174
reference,US,Logistic,2095,5.069707398702545,462.4707966264031
reference,US,Logistic,2096,4.556458933577099,467.28028608250423
reference,US,Logistic,2097,4.08577607457199,471.5979099936796
reference,US,Logistic,2098,3.6561767398437084,475.4655377711369
reference,US,Logistic,2099,3.265722877200813,478.92331535485863
reference,US,Logistic,2100,2.9121681803656965,482.00928528487384
reference,US,Logistic,2101,2.5930801108721946,484.75914154261056
reference,US,Logistic,2102,2.3059379570678615,487.20609424922145
reference,US,Logistic,2103,2.0482094262405663,489.38082146152766
reference,US,Logistic,2104,1.8174086164143048,491.3114880066695
reference,US,Logistic,2105,1.6111382721413576,493.0238141918569
reference,US,Logistic,2106,1.427119094155228,494.5411800751334
reference,US,Logistic,2107,1.2632086242202014,495.88475363548184
reference,US,Logistic,2108,1.1174119213984817,497.0736335521949
reference,US,Logistic,2109,0.9878859241717473,498.1249993588777
reference,US,Logistic,2110,0.8729390803471188,499.0542634740863
reference,US,Logistic,2111,0.771027538880116,499.87522104615164
reference,US,Logistic,2112,0.6807489425421014,500.6001947133757
reference,US,Logistic,2113,0.600834640494935,501.24017230682216
reference,US,Logistic,2114,0.5301409547621893,501.8049362466319
reference,US,Logistic,2115,0.46763998180753646,502.303183937839
reference,US,Logistic,2116,0.41241028644754696,502.74263888864186
reference,US,Logistic,2117,0.36362774626453664,503.13015257986626
reference,US,Logistic,2118,0.32055672670070445,503.4717973319291
reference,US,Logistic,2119,0.2825417065207982,503.7729505642269
reference,US,Logistic,2120,0.24899942712001277,504.03837093738963
reference,US,Logistic,2121,0.2194116044464115,504.2722669241078
reference,US,Logistic,2122,0.19331821674351557,504.47835837955336
reference,US,Logistic,2123,0.17031136293712407,504.65993168590484
reference,US,Logistic,2124,0.15002967368195952,504.8198890335001
reference,US,Logistic,2125,0.13215324854733082,504.9607923785791
reference,US,Logistic,2126,0.11639908751596124,505.08490258817295
reference,US,Logistic,2127,0.10251698207242586,505.1942142492498
reference,US,Logistic,2128,0.09028583002242656,505.2904865838143
reference,US,Logistic,2129,0.07951033831142483,505.37527087577257
reference,US,Logistic,2130,0.07001807911534502,505.4499347800856
reference,US,Logistic,2131,0.06165686606560245,505.51568385076615
reference,US,Logistic,2132,0.05429241942733124,505.573580592087
reference,US,Logistic,2133,0.04780629120883207,505.6245613072584
reference,US,Logistic,2134,0.04209402342529179,505.66945099093005
reference,US,Logistic,2135,0.03706351498581965,505.7089764862199
reference,US,Logistic,2136,0.0326335748605809,505.74377810354304
reference,US,Logistic,2137,0.02873264127602398,505.7744198772258
reference,US,Logistic,2138,0.025297648656263425,505.8013986166324
reference,US,Logistic,2139,0.022273025862638608,505.825151891181
reference,US,Logistic,2140,0.01960981097768322,505.8460650730331
reference,US,Logistic,2141,0.017264869430997202,505.86447754727794
reference,US,Logistic,2142,0.015200203678627308,505.8806881869462
reference,US,Logistic,2143,0.013382343929103225,505.8949601790513
reference,US,Logistic,2144,0.01178181056593723,505.9075252779406
reference,US,Logistic,2145,0.010372639958083615,505.91858755341343
reference,US,Logistic,2146,0.009131966282801874,505.92832669323514
reference,US,Logistic,2147,0.008039652821511268,505.93690091272254
reference,US,Logistic,2148,0.00707796693520865,505.9444495179191
reference,US,Logistic,2149,0.006231293590667771,505.9510951634227
reference,US,Logistic,2150,0.005485882900817819,505.9569458411015
reference,US,Logistic,2151,0.004829627668216856,505.9620966316665
reference,US,Logistic,2152,0.004251867387381532,505.96663124729315
reference,US,Logistic,2153,0.0037432155755538253,505.9706233901557
reference,US,Logistic,2154,0.0032954076681575486,505.9741379487898
reference,US,Logistic,2155,0.0029011670396275886,505.97723205160435
reference,US,Logistic,2156,0.0025540869973763912,505.97995599456965
reference,US,Logistic,2157,0.002248526850717523,505.9823540580845
reference,US,Logistic,2158,0.001979520380453021,505.9844652262441
reference,US,Logistic,2159,0.0017426952332041576,505.9863238201545
reference,US,Logistic,2160,0.0015342019392745637,505.9879600555562
reference,US,Logistic,2161,0.0013506514072754636,505.9894005337919
reference,US,Logistic,2162,0.0011890598848555106,505.99066867408294
reference,US,Logistic,2163,0.0010468004951316374,505.9917850941215
reference,US,Logistic,2164,0.0009215605639522636,505.99276794515833
reference,US,Logistic,2165,0.0008113040472040921,505.99363320701997
reference,US,Logistic,2166,0.0007142384487911191,505.99439494784764
reference,US,Logistic,2167,0.0006287856935111738,505.99506555277185
reference,US,Logistic,2168,0.0005535564819334546,505.99565592523953
reference,US,Logistic,2169,0.00048732771167149617,505.9961756642602
reference,US,Logistic,2170,0.0004290225983029262,505.99663322045325
reference,US,Logistic,2171,0.0003776931736525975,505.99703603342874
reference,US,Logistic,2172,0.0003325048769168996,505.99739065273604
reference,US,Logistic,2173,0.0002927229887951654,505.997702844344
reference,US,Logistic,2174,0.0002577006879207158,505.99797768438447
reference,US,Logistic,2175,0.00022686853600364546,505.99821964168063
reference,US,Logistic,2176,0.00019972522058728744,505.9984326504035
reference,US,Logistic,2177,0.0001758294050775927,505.9986201740363
