Scenario,Country,Model,Year,rate_p5,rate_p25,rate_p50,rate_p75,rate_p95
reference,UK,Gompertz,2036,0.02227313024697561,0.04035252743607279,0.05495516371353315,0.07170638481334868,0.0918537346126634
reference,UK,Gompertz,2037,0.02373589221750895,0.04454339038495639,0.06181175804051012,0.08212825087754284,0.10735213604804424
reference,UK,Gompertz,2038,0.02512984069836708,0.04875044738052322,0.06887671094573937,0.09334492668495195,0.12435333931889297
reference,UK,Gompertz,2039,0.02657205787763171,0.05285883028554841,0.07657520757700573,0.10522551888605469,0.1429097118011462
reference,UK,Gompertz,2040,0.028034187192081766,0.05714035020716511,0.08473271298447865,0.11803212529172405,0.16349559306400083
reference,UK,Gompertz,2041,0.02940316431265138,0.06116425888194447,0.09284934058507788,0.1315319341270951,0.18494608385013664
reference,UK,Gompertz,2042,0.030540440746908842,0.06559018604780213,0.10150602368228123,0.1459075608392801,0.208090275565573
reference,UK,Gompertz,2043,0.03177965615585287,0.06964794626887272,0.11032486822285946,0.16143409547634413,0.23279479715323226
reference,UK,Gompertz,2044,0.032693315274361284,0.07361054919219906,0.11925196302434651,0.17716795918828937,0.258720618392359
reference,UK,Gompertz,2045,0.033767355528897244,0.07769286952482851,0.1286325047313237,0.1929402325557904,0.28531690486975697
reference,UK,Gompertz,2046,0.034547518278821444,0.08160118593367682,0.13819784814980018,0.20918877252070833,0.31374539252779593
reference,UK,Gompertz,2047,0.035529035253645924,0.08493686093336454,0.14802132528364867,0.22630838484823282,0.3428394649252555
reference,UK,Gompertz,2048,0.03684272505928695,0.08877692762242767,0.15729374576626068,0.24406118939234414,0.37190188402675284
reference,UK,Gompertz,2049,0.03807750578697955,0.0932039246061315,0.16688139797342472,0.26247882966041036,0.40329557052191245
reference,UK,Gompertz,2050,0.03887647949028659,0.09716080808928969,0.1754232404796675,0.2792811898610445,0.4341036900655236
reference,UK,Gompertz,2051,0.03999621375791432,0.10038909834715166,0.1839774585741326,0.29684658552772564,0.46412305423225314
reference,UK,Gompertz,2052,0.04041430657340775,0.10357687387879827,0.19242708510972878,0.3137834410564532,0.4946402693284455
reference,UK,Gompertz,2053,0.04110672947483505,0.10632501108971193,0.20223456157652508,0.3303661374567069,0.5269913528294959
reference,UK,Gompertz,2054,0.04213084816863802,0.10898192551475071,0.21173185864616845,0.34630738312976184,0.5575986056904771
reference,UK,Gompertz,2055,0.042524966495296634,0.1112858769480926,0.2206230937081452,0.3612829143714094,0.5863547108526049
reference,UK,Gompertz,2056,0.042877337439733834,0.11217780734561136,0.2281276026949121,0.37741482889408773,0.619369797417672
reference,UK,Gompertz,2057,0.04269648835495678,0.11421508253791092,0.2340006014186779,0.3943410184279267,0.6468787780745078
reference,UK,Gompertz,2058,0.04290885125555174,0.11550572986966139,0.24160899110756762,0.40854828186883846,0.6760468624842827
reference,UK,Gompertz,2059,0.043609907594670115,0.11717201620775466,0.2480525169801322,0.42204313810234895,0.7035910001803259
reference,UK,Gompertz,2060,0.04311963871891825,0.11821493747776181,0.25329866198986334,0.4384967612110065,0.729349994660312
reference,UK,Gompertz,2061,0.04293472610539957,0.1188172876384438,0.25851870175935837,0.45119431910810515,0.7539147357382331
reference,UK,Gompertz,2062,0.04298001613105729,0.11927106303680293,0.26239821000254765,0.4671522714278411,0.7746802090782845
reference,UK,Gompertz,2063,0.04256975613573589,0.12027984052033217,0.2662728122457677,0.4789749444249222,0.7985444970064015
reference,UK,Gompertz,2064,0.04187866853294922,0.12143549296983103,0.2697137314112639,0.4891983321622118,0.8205702235270439
reference,UK,Gompertz,2065,0.04104678548527252,0.12172073890574034,0.27351156688148665,0.5012269335429808,0.8371501435508119
reference,UK,Gompertz,2066,0.0406632163821305,0.12098416481366296,0.2761978967458528,0.5118677085384596,0.852927135865999
reference,UK,Gompertz,2067,0.04010793698357563,0.12055467246587713,0.27826128066017164,0.5205397279687081,0.8696996192906127
reference,UK,Gompertz,2068,0.039295427028902416,0.1196507520319019,0.2801104299720738,0.5285225177962635,0.8862622603073314
reference,UK,Gompertz,2069,0.0387304726654473,0.11919344399256761,0.28104069580740454,0.5341861655547555,0.8969508914830039
reference,UK,Gompertz,2070,0.038089332743824166,0.11860910044179422,0.28222303969670304,0.5392085997070715,0.9139547888352345
reference,UK,Gompertz,2071,0.037763497721951374,0.1181534084654672,0.2830959546510013,0.5441198077062969,0.9221025236752186
reference,UK,Gompertz,2072,0.03697118997598211,0.1169427098551239,0.2830021121918065,0.5475133465105354,0.928865057882574
reference,UK,Gompertz,2073,0.03606935696728932,0.11593097905681529,0.28233441076207244,0.5530785908460673,0.9340762513106913
reference,UK,Gompertz,2074,0.0353051254336296,0.11448552538993814,0.2796177169870211,0.5555039975895352,0.9350210819606173
reference,UK,Gompertz,2075,0.034403244503314855,0.11290450474435407,0.2782466017006349,0.555669097981823,0.9374614633251745
reference,UK,Gompertz,2076,0.03377503139535626,0.11137039898703827,0.2781384683244856,0.5554185635655184,0.9369314138797573
reference,UK,Gompertz,2077,0.03305371290497999,0.10900277849732742,0.27722463499290906,0.5587394144303067,0.9412892860794675
reference,UK,Gompertz,2078,0.03203752025603489,0.106570600704244,0.2742660375691109,0.5584538940112138,0.9382099795802054
reference,UK,Gompertz,2079,0.030882405710115923,0.10535060768180574,0.2730235970499247,0.5571357422921496,0.9363319040625667
reference,UK,Gompertz,2080,0.030004872236532296,0.10312749690740253,0.2713788612414747,0.5556402090577643,0.9377078467347445
reference,UK,Gompertz,2081,0.028984643487508847,0.1008538593794616,0.2675919551527182,0.5514954867493116,0.9342301690116451
reference,UK,Gompertz,2082,0.028210050421710132,0.0984782226977564,0.2635952941904696,0.5493098869746063,0.9295686894772653
reference,UK,Gompertz,2083,0.027172488175553636,0.09612828962087652,0.2596404459078676,0.5445536920214507,0.9267861435308073
reference,UK,Gompertz,2084,0.026260335453827454,0.09381465448935726,0.2546132449207822,0.5397107054207329,0.9235031001938542
reference,UK,Gompertz,2085,0.02524704754332419,0.09120461793595079,0.2499878555378638,0.5340690083333224,0.9124854855513641
reference,UK,Gompertz,2086,0.02411784663773174,0.08810363913337613,0.24583669836466868,0.5284101451590901,0.9012146391963378
reference,UK,Gompertz,2087,0.02329998386186665,0.08558312776962246,0.2413482596732222,0.5254284698935245,0.8898247664423865
reference,UK,Gompertz,2088,0.022372561228639454,0.08306430405720942,0.23725882869633147,0.5172865826842603,0.8805684510540329
reference,UK,Gompertz,2089,0.021373482248705365,0.08078068266039222,0.2322995086630017,0.5099057582862537,0.8709776714879256
reference,UK,Gompertz,2090,0.020615606265697396,0.07876242194190862,0.22751540788917674,0.5016086214872104,0.8589670268510308
reference,UK,Gompertz,2091,0.019858086842412376,0.07707911905674512,0.22253926576927213,0.49309538333473774,0.848578599619232
reference,UK,Gompertz,2092,0.019126014777191027,0.07461701420518167,0.21673633279968016,0.48505923271728535,0.8374951579367181
reference,UK,Gompertz,2093,0.01834789500713258,0.07299474718470715,0.21145284038688245,0.47728244255064717,0.8261042109284005
reference,UK,Gompertz,2094,0.01744673344376023,0.07154028001451829,0.20657803689699347,0.46858673578624455,0.8119865635643148
reference,UK,Gompertz,2095,0.01670780182363506,0.06963016903859577,0.2021755658730178,0.46132552321409176,0.8011016682370561
reference,UK,Gompertz,2096,0.016042680488111423,0.06693982151075421,0.19666078790377983,0.4527451429393949,0.7909900899203525
reference,UK,Gompertz,2097,0.015366042583632318,0.06490263231020327,0.1916378198794209,0.4425371575962659,0.778889523887867
reference,UK,Gompertz,2098,0.014625482374932264,0.06255463721715748,0.18581938512951296,0.4342101904103794,0.7698640949361787
reference,UK,Gompertz,2099,0.013936846436028095,0.06050558913151477,0.18138333892276345,0.4253873473573079,0.7557106862395707
