Scenario,Country,Model,Type,Output_Y,R2_full,n_accepted,partial_R2_g,partial_R2_target,partial_R2_g:target,partial_R2_g2,partial_R2_target2
reference,Middle East,Gompertz,A,rate_2100,0.9728645257990849,2558,0.021232755098273753,0.20199377336246077,0.12341057589845388,0.02408579642166488,0.04164047940733308
reference,Middle East,Gompertz,A,C_sampled,0.9692459422755695,2558,0.01982657448170942,0.16147899226635024,0.09008101278389646,0.021195412701435035,0.02732853856705778
reference,Australia,Logistic,A,tp,0.7650538949094101,1398,0.046868589055396224,0.1451110545716993,0.06987203889029012,0.02168767439822619,0.005703988078086108
reference,Australia,Logistic,A,rate_2100,0.3081200368975674,1398,0.0437520965502662,0.12598273043201477,0.08940958749979276,0.035898438126681316,0.032757447107234154
reference,Australia,Logistic,A,C_sampled,0.7902427512216592,1398,0.042578317914724446,0.13936509259610855,0.12176123819014296,0.04803748295329246,0.11359656379128695
reference,Australia,Gompertz,A,tp,0.9194462498875683,2838,0.018841441881324392,0.10988595170465414,0.027153123801880535,0.005683898394337945,0.053136797826115294
reference,Australia,Gompertz,A,rate_2100,0.9799303426737627,2838,0.007685984018957766,0.12344096919333494,0.11884309246882917,0.010962853980076579,0.08698015430094062
reference,Australia,Gompertz,A,C_sampled,0.9730975064350308,2838,0.009142940227212964,0.1329452187292186,0.12481767805135473,0.01275964665059807,0.0798996344386697
reference,Canada,Logistic,A,tp,0.8064733619498319,1425,0.0530905948169619,0.15173974638456042,0.0742582298026031,0.024299679963349096,0.007638674531899389
reference,Canada,Logistic,A,rate_2100,0.28526185709842133,1425,0.04821009131463212,0.12044992539664733,0.10532631509182121,0.04803956346985376,0.07550233394184289
reference,Canada,Logistic,A,C_sampled,0.6961696922903706,1425,0.04245931560910067,0.11956376740077251,0.11930687076224276,0.0513231603015083,0.14151629773588417
reference,Canada,Gompertz,A,tp,0.910554355347091,2803,0.022805575783859115,0.10812291491346088,0.027318780558782865,0.008069486939175686,0.03946932896638573
reference,Canada,Gompertz,A,rate_2100,0.9797154025795791,2803,0.008903011547713648,0.13543458235981284,0.11389702125684137,0.012015712283214273,0.07351710426125675
reference,Canada,Gompertz,A,C_sampled,0.9736412541622176,2803,0.010395904844942998,0.1441212655165795,0.11696979305672195,0.013670840882524573,0.06351363635921706
reference,Indonesia,Logistic,A,tp,0.7300350759379294,1825,0.024533321411700584,0.09901597863975932,0.02564657527103838,0.005412997996273778,0.0011119211211765092
reference,Indonesia,Logistic,A,rate_2100,0.126504074492789,1825,0.0074298378709719915,0.03127452164639466,0.011350440398843946,0.0035215388524861505,1.7924736302869685e-05
reference,Indonesia,Logistic,A,C_sampled,0.6904218913342821,1825,0.03765039007211461,0.1627747591450345,0.09950040683712985,0.035362772970166115,0.04075337176428855
reference,Indonesia,Gompertz,A,tp,0.9013602554299446,2509,0.058832451168530364,0.12190327092697299,0.03578270625057314,0.02578101265249133,0.010423176927742132
reference,Indonesia,Gompertz,A,rate_2100,0.9777878234748705,2509,0.012711869776886604,0.16908101895518624,0.11324027430922246,0.01558031341924496,0.0517762936644833
reference,Indonesia,Gompertz,A,C_sampled,0.9734222162136756,2509,0.012908310734965758,0.15032076522703045,0.0940794917731493,0.014988450191443868,0.03753182901471086
reference,Thailand,Logistic,A,tp,0.8621044832757883,1387,0.09466152222275127,0.1795681647581515,0.10802721204105535,0.06626414282964138,0.02068513731836442
reference,Thailand,Logistic,A,rate_2100,0.2610874412248404,1387,0.07919069250976452,0.13576588291421857,0.11230872768000923,0.0746664189946859,0.05885037880666978
reference,Thailand,Logistic,A,C_sampled,0.723347897158885,1387,0.05089815289173196,0.13166884675023605,0.1257414191874696,0.058407309201576156,0.13841118431194338
reference,Thailand,Gompertz,A,tp,0.9355229897643289,2563,0.03510779191593648,0.1078069917469905,0.03189646567646544,0.018430928341642065,0.028874700006204145
reference,Thailand,Gompertz,A,rate_2100,0.9808822270533044,2563,0.006943777918608712,0.1342045136888396,0.10849245192411543,0.009546161275530136,0.06930904984459468
reference,Thailand,Gompertz,A,C_sampled,0.9761717648651462,2563,0.008553119812385391,0.13994569019029965,0.10853814819257979,0.011260568432865228,0.05749042726690301
reference,Brazil,Logistic,A,tp,0.730261895642668,1859,0.04380815147516729,0.1204538064817451,0.03707502888038463,0.012953209075059226,6.253628476484589e-05
reference,Brazil,Logistic,A,rate_2100,0.155104880723682,1859,0.010219711683544845,0.0409900803626618,0.016958276881047975,0.00490402734702107,0.00029489917397510884
reference,Brazil,Logistic,A,C_sampled,0.7049310863083081,1859,0.04160060384567058,0.169630893839303,0.11428792252979106,0.04168966132108858,0.05900205855847085
reference,Brazil,Gompertz,A,tp,0.9025618307071432,2525,0.05133659359597773,0.11933050175298274,0.0351048190341548,0.021934501047252437,0.010910561916526578
reference,Brazil,Gompertz,A,rate_2100,0.9783178594417233,2525,0.01418909222488928,0.16968018432094362,0.11448483556702328,0.017126142610847606,0.04984920024470049
reference,Brazil,Gompertz,A,C_sampled,0.9735975482348898,2525,0.014362636422215283,0.15291529395289968,0.0966212760726368,0.01655669041181809,0.036360051260134814
minimum,UK,Logistic,A,tp,0.8902537064476723,2368,0.13959149664297388,0.16108694996882403,0.03328855958284587,0.055693409070034915,2.136231139131207e-06
minimum,UK,Logistic,A,rate_2100,0.5901318174788469,2368,0.12795946342729964,0.24115713087052126,0.11885033320101382,0.10378487565078469,0.03359667481050432
minimum,UK,Logistic,A,C_sampled,0.8101080618766862,2368,0.09612318146585856,0.21643303002076386,0.11337619901389805,0.0856701158748473,0.047016580092909044
minimum,UK,Gompertz,A,tp,0.984917407109446,1811,0.06677177400517764,0.08492926994901476,0.01567244347466563,0.028750966984604227,0.0012313466094955377
minimum,UK,Gompertz,A,rate_2100,0.9983157312447626,1811,0.0073612533671415644,0.05735392866546618,0.028579867329287027,0.008920252920001107,0.01617526489164505
minimum,UK,Gompertz,A,C_sampled,0.9938725589063845,1811,0.023019088250286833,0.09728922763324985,0.047710657187067226,0.02410867164925375,0.018097779195132665
minimum,US,Logistic,A,tp,0.9118179447541996,2084,0.14519308024740352,0.12888891729388002,0.018908339529571803,0.04753724473932862,0.00022836261854963297
minimum,US,Logistic,A,rate_2100,0.6545964037157539,2084,0.15657636794803786,0.22500796701756867,0.08271366449787697,0.0986330119534433,0.015892922784413437
minimum,US,Logistic,A,C_sampled,0.8362826416973886,2084,0.11522792208224861,0.20638917528601172,0.08093032677418648,0.08064571880152885,0.02558356747789322
minimum,US,Gompertz,A,tp,0.9895476820016719,1407,0.0892830777671136,0.06185729155952659,0.008056308656025786,0.0283158614231598,9.517291781529972e-05
minimum,US,Gompertz,A,rate_2100,0.9982350174265464,1407,0.016468888925856306,0.07692112534337771,0.021821097883302488,0.012703837355906225,0.0075478878497674115
minimum,US,Gompertz,A,C_sampled,0.9893849043689779,1407,0.05931331612477117,0.12890294906363822,0.03576546589799935,0.038337221435632216,0.008066850728572316
minimum,EU,Logistic,A,tp,0.9366969029166118,1823,0.1470609646147146,0.1213746468363009,0.018234282441589138,0.04690131825302901,2.618083125475444e-05
minimum,EU,Logistic,A,rate_2100,0.7657254725261127,1823,0.1735578209784857,0.230601629582868,0.07690274155646463,0.09976522512357228,0.013738338619273475
minimum,EU,Logistic,A,C_sampled,0.8955580769969672,1823,0.11672528658632869,0.1887918578114753,0.06569375899008675,0.07307780394164841,0.019029998012438203
minimum,EU,Gompertz,A,tp,0.995441904004735,934,0.03922791040170426,0.015989002280518624,0.0009333821427397447,0.0052594266666755795,1.2042213039723804e-06
minimum,EU,Gompertz,A,rate_2100,0.9939436017915113,934,0.02345998530087228,0.0676623223898391,0.007870856520550364,0.007302038175986132,0.0020633570812486285
minimum,EU,Gompertz,A,C_sampled,0.9826766967326884,934,0.09224213642451677,0.11479192350753738,0.013075056680957813,0.023627708855258507,0.0023327863320167
minimum,China,Logistic,A,tp,0.8964902311618554,1710,0.16871637362522865,0.2200090607117122,0.1081535754936692,0.10375424438714546,0.0251592537276123
minimum,China,Logistic,A,rate_2100,0.5359794732068075,1710,0.09329409224740166,0.20178194871972313,0.1971661333346118,0.11582185817636066,0.18043381829689323
minimum,China,Logistic,A,C_sampled,0.7964507139083026,1710,0.06547820266211692,0.15757967778650667,0.15376222315481908,0.08402699017474806,0.16203178221625383
minimum,China,Gompertz,A,tp,0.9812387934159557,1438,0.039762024720111075,0.07681266840094204,0.024564722852413793,0.020140640135212273,0.0029184749930002475
minimum,China,Gompertz,A,rate_2100,0.9984950512483042,1438,0.0018787410856061868,0.019243998812902962,0.015669019861832167,0.002809884433358294,0.032500963898059156
minimum,China,Gompertz,A,C_sampled,0.9969547095408957,1438,0.005101746613864057,0.03352671744222231,0.028223826946470347,0.007105369864301299,0.0430781581358893
minimum,Middle East,Logistic,A,tp,0.9008897573447334,2346,0.14849328602897513,0.14552349515341562,0.023062916385963448,0.052448432478508826,0.00022598321103959256
minimum,Middle East,Logistic,A,rate_2100,0.6372480183049364,2346,0.14868696131766887,0.2366974144022113,0.09249998458939272,0.1011828113453792,0.018541812304178847
minimum,Middle East,Logistic,A,C_sampled,0.8229663843796724,2346,0.11220989922560187,0.21793186963330918,0.09157917875833434,0.08457354556906983,0.02959441216832628
minimum,Middle East,Gompertz,A,tp,0.9880126027477374,1623,0.0879016925471326,0.07420776734922903,0.010821668173352263,0.03271292933401157,0.0002871300924986873
minimum,Middle East,Gompertz,A,rate_2100,0.998366712370317,1623,0.012463802140589699,0.07316046226480229,0.025376449560374832,0.011971395768796392,0.010174416576054564
minimum,Middle East,Gompertz,A,C_sampled,0.9916975524952066,1623,0.043994658810904495,0.12268651584852282,0.04164297244869144,0.035259249930994295,0.011023009357564686
minimum,Australia,Logistic,A,tp,0.8889049206116213,1762,0.15053486573274594,0.20994566491705488,0.09978761553303675,0.09050604470277931,0.022788246658406522
minimum,Australia,Logistic,A,rate_2100,0.5345228841008637,1762,0.09427627397640727,0.2016494054241422,0.19036894309552863,0.11343789348080725,0.1685138896092092
minimum,Australia,Logistic,A,C_sampled,0.7991400404662145,1762,0.0639242364810073,0.15296555145702925,0.14384501300459845,0.07949342266609316,0.14682672931154545
minimum,Australia,Gompertz,A,tp,0.9820553017604413,1519,0.03420103616957297,0.0663116655613817,0.021353060289484076,0.016490656709207088,0.0029715421049339194
minimum,Australia,Gompertz,A,rate_2100,0.9987926036813292,1519,0.001916726766449126,0.01652483199787127,0.013797570938342602,0.002729777967585497,0.03136306942415387
minimum,Australia,Gompertz,A,C_sampled,0.997516635664059,1519,0.005041433188913607,0.028774671541104857,0.024908140206316827,0.006777997065086846,0.04195729928482138
minimum,Canada,Logistic,A,tp,0.8861589731682648,1716,0.15502849473046454,0.20325322693216316,0.1000074742703952,0.09375463431653344,0.024594173710379988
minimum,Canada,Logistic,A,rate_2100,0.45535607407066525,1716,0.08090444065642266,0.16467548703778848,0.16286326758781638,0.09897798987803644,0.15448552279955485
minimum,Canada,Logistic,A,C_sampled,0.7495704903222136,1716,0.0624508876667074,0.14130649590851713,0.13860933523720742,0.07846990916041044,0.14917179022820473
minimum,Canada,Gompertz,A,tp,0.9824875501204159,1477,0.033881046167665095,0.07002254081618048,0.02343197423614041,0.017332748925368183,0.0029339983542346734
minimum,Canada,Gompertz,A,rate_2100,0.9987244009875004,1477,0.0017615822982956788,0.016480297814107536,0.013975612498796313,0.0025887590596264066,0.03259491149865454
minimum,Canada,Gompertz,A,C_sampled,0.9973509383716094,1477,0.004721140239014711,0.028775776237230138,0.025276059806592893,0.0065195998092869275,0.043428581345973
minimum,Indonesia,Logistic,A,tp,0.9140163235350574,2479,0.16444096989621643,0.2075025365819317,0.06267773030858127,0.08930599713609083,0.0025165416486453425
minimum,Indonesia,Logistic,A,rate_2100,0.59593300780477,2479,0.13885135427320752,0.2768491515780183,0.170791670884573,0.1353126792306599,0.06683724413906617
minimum,Indonesia,Logistic,A,C_sampled,0.8134290109113279,2479,0.0991760451129016,0.23687586828699633,0.15098410020959246,0.10418296844136513,0.07692291361258834
minimum,Indonesia,Gompertz,A,tp,0.984707341154544,1971,0.057138261578619405,0.09180104872364839,0.019928432775235212,0.02837329776668569,0.0025233496197418757
minimum,Indonesia,Gompertz,A,rate_2100,0.9980950945569168,1971,0.005039047190458229,0.049961432676920395,0.031041626579869745,0.007295629367661885,0.02145944163909212
minimum,Indonesia,Gompertz,A,C_sampled,0.9949562144800824,1971,0.015474292272878358,0.08595673585320317,0.052665392304296864,0.019474742618913146,0.024532683824663507
minimum,Thailand,Logistic,A,tp,0.9607191077387307,1695,0.08868506437803335,0.1268646932803979,0.0980629328973443,0.08988053911732921,0.02928494354728689
minimum,Thailand,Logistic,A,rate_2100,0.5196023652493371,1695,0.07093036362738947,0.1865371389416683,0.22263039461416695,0.11215923156187521,0.16843179257726804
minimum,Thailand,Logistic,A,C_sampled,0.7584127187833225,1695,0.044535160881400644,0.15376361787769544,0.19004907234302515,0.07752637548080583,0.17856531944976506
minimum,Thailand,Gompertz,A,tp,0.9992825239832421,1311,0.012951948935206457,0.02322008808207083,0.007005585949346954,0.008438642522704785,0.002645070141791793
minimum,Thailand,Gompertz,A,rate_2100,0.9996906392625042,1311,0.0005080203495110371,0.012836365958737423,0.011914158553315539,0.0011372044997812899,0.023315378823640678
minimum,Thailand,Gompertz,A,C_sampled,0.9989759949651464,1311,0.002262103414288731,0.024235212134678812,0.023373654523448657,0.004009383419073778,0.03335432593869643
minimum,Brazil,Logistic,A,tp,0.8840601813497461,2191,0.13579360725466136,0.1812761216208997,0.04686509795205307,0.06148637571847998,0.0007429293043789617
minimum,Brazil,Logistic,A,rate_2100,0.5551440342921907,2191,0.11391507122903959,0.24418737633429952,0.13859367854922885,0.1039615452002866,0.0491247823094184
minimum,Brazil,Logistic,A,C_sampled,0.7967856770401275,2191,0.08676702529065079,0.21601258616426205,0.12868180738617035,0.0857484463702631,0.062302445457525696
minimum,Brazil,Gompertz,A,tp,0.9823934124542728,1706,0.05928057030897853,0.08913800759437598,0.018589157284513484,0.02743856961923588,0.002432788634528637
minimum,Brazil,Gompertz,A,rate_2100,0.9980651941000032,1706,0.005267549451310695,0.04734245914080518,0.028558633391908752,0.0072000490217743116,0.020696485436811383
minimum,Brazil,Gompertz,A,C_sampled,0.9951576499172599,1706,0.016021672351974325,0.08194937284151182,0.04897669063840357,0.019152766533453755,0.024249761201695794
maximum,UK,Logistic,A,tp,0.7986754461288921,1389,0.044898357232034,0.1443831785912226,0.06743744829905594,0.01975082474759987,0.005563653784287551
maximum,UK,Logistic,A,rate_2100,0.32083814641942354,1389,0.04849388259339163,0.13265519715275356,0.09872776818026623,0.042273559810934606,0.04598825416440163
maximum,UK,Logistic,A,C_sampled,0.776072506260862,1389,0.04088399550041985,0.12660188158289437,0.11313859794138671,0.04669231586286358,0.11368389492926301
maximum,UK,Gompertz,A,tp,0.9157689534615217,2823,0.014914643552489282,0.10187964502937115,0.02479713690049176,0.0037360267689092847,0.05016781704793011
maximum,UK,Gompertz,A,rate_2100,0.9787588679471403,2823,0.009100118281213272,0.13263238296492139,0.12425879199421168,0.012595293653284224,0.08835402824899893
maximum,UK,Gompertz,A,C_sampled,0.9719613904241029,2823,0.010732677066199459,0.14295846513879462,0.13033376656781018,0.014552365522053141,0.0800081795948754
maximum,US,Logistic,A,tp,0.7919541103519154,1447,0.08348447129779044,0.19131963823104242,0.09884857384457324,0.0411404104752195,0.011148165262593697
maximum,US,Logistic,A,rate_2100,0.24995194041518876,1447,0.037311079756566605,0.10833752683580072,0.09119213639774987,0.035695065265404995,0.057673842648370895
maximum,US,Logistic,A,C_sampled,0.7055038501996236,1447,0.03700593397556132,0.11615198727482237,0.11886095626132896,0.046882497600981926,0.14550220022858226
maximum,US,Gompertz,A,tp,0.9128627555589006,2800,0.019684914023503503,0.107623361538492,0.02622206947922091,0.006043917451511208,0.04057370280662143
maximum,US,Gompertz,A,rate_2100,0.97939104965662,2800,0.008880393879279726,0.1403195077439413,0.11765581736653848,0.012010862782103147,0.07253729869967193
maximum,US,Gompertz,A,C_sampled,0.9729113107402861,2800,0.010404034232704843,0.14961101599456594,0.12079763206424461,0.013680670283829436,0.06196441676853231
maximum,EU,Logistic,A,tp,0.7706924990455317,1427,0.06843947869205982,0.17239802519823996,0.08641257858887497,0.03506644123184675,0.00832677377719303
maximum,EU,Logistic,A,rate_2100,0.2217326081547264,1427,0.03562544316535867,0.10266157723757685,0.07225820034501357,0.03022767349384625,0.02465330987811677
maximum,EU,Logistic,A,C_sampled,0.6861191095767971,1427,0.04220622110745617,0.13364931281021458,0.12204599035533911,0.048795402365865555,0.11919193517367398
maximum,EU,Gompertz,A,tp,0.8988715844377304,2471,0.01928187155099647,0.10800981991495193,0.030288689080261222,0.006272723326493985,0.023415076455943745
maximum,EU,Gompertz,A,rate_2100,0.9798044507215982,2471,0.009514623697112812,0.13815262638437142,0.10407794958277232,0.012068542262810044,0.06485366515985609
maximum,EU,Gompertz,A,C_sampled,0.9747676658805987,2471,0.010659554715473809,0.14116070720347554,0.10175749757125252,0.013127847439083363,0.05290429061470843
maximum,China,Logistic,A,tp,0.792117798984022,1210,0.033148972511522,0.13891711329352943,0.06735984171457637,0.012809201331479917,0.0034164981298038227
maximum,China,Logistic,A,rate_2100,0.30995499616887234,1210,0.05751369129619447,0.10416131162774096,0.07411980363981933,0.040048149600888476,0.023307552261122192
maximum,China,Logistic,A,C_sampled,0.8422426808187556,1210,0.031779365028876384,0.120630380043231,0.10696659392076757,0.03638153020660918,0.10996691823851214
maximum,China,Gompertz,A,tp,0.8913763943693703,3102,0.00906363936697072,0.10917272686635947,0.024927340071439093,0.001587255025544501,0.06478105483157204
maximum,China,Gompertz,A,rate_2100,0.9567613896275962,3102,0.014166736641695193,0.19742095652894429,0.19290674340156247,0.018537135868643882,0.07240603295597273
maximum,China,Gompertz,A,C_sampled,0.9468839949164765,3102,0.015364145798364575,0.1977825443110303,0.18806069727065372,0.01975147956012829,0.06349837979880184
maximum,Middle East,Logistic,A,tp,0.8073040012682278,1396,0.0807510955096178,0.17674808792909924,0.09291170126037052,0.04390270071127431,0.010572054288719691
maximum,Middle East,Logistic,A,rate_2100,0.28047509001238036,1396,0.05136300050733173,0.12868627829224777,0.09971533355252928,0.046337586097106816,0.04608473334194682
maximum,Middle East,Logistic,A,C_sampled,0.7366655354955991,1396,0.04504149345536709,0.13502373054346606,0.12926032291164125,0.05387989342561619,0.13891630279124717
maximum,Middle East,Gompertz,A,tp,0.9163458688802295,2806,0.018442165142350298,0.10630254633596678,0.027582983207959332,0.006650316651464319,0.04767005310954217
maximum,Middle East,Gompertz,A,rate_2100,0.9790038901156424,2806,0.008616676334170442,0.12614611302941992,0.11449796360164782,0.011746756547409816,0.08001557006607668
maximum,Middle East,Gompertz,A,C_sampled,0.9726033745089789,2806,0.010306513948596833,0.13573349995049847,0.11940641234960112,0.01370921830467655,0.07099874775197784
maximum,Australia,Logistic,A,tp,0.8127539039431207,1400,0.05465038559957564,0.14627541423678728,0.06632012481500232,0.024717994955263792,0.0036663595127260627
maximum,Australia,Logistic,A,rate_2100,0.39328434565913883,1400,0.06164298854645121,0.1383128571564039,0.0941199069589734,0.045898379042792856,0.03213458328326589
maximum,Australia,Logistic,A,C_sampled,0.8819645251374973,1400,0.03144823889272523,0.11698398708278544,0.09933326680789556,0.036014620187626356,0.0982796114794069
maximum,Australia,Gompertz,A,tp,0.9231765870939332,2884,0.022623002345944592,0.11398182672941286,0.029539223097384163,0.008203658405780573,0.052396706937271
maximum,Australia,Gompertz,A,rate_2100,0.9777284853037796,2884,0.008160878703224407,0.13214161404440491,0.12595747958796272,0.011637829084581495,0.08933830907541915
maximum,Australia,Gompertz,A,C_sampled,0.9702791462394842,2884,0.00982775491842105,0.14240990405801185,0.13200145967444712,0.013659447359246802,0.08084541054581425
maximum,Canada,Logistic,A,tp,0.8085654968882341,1382,0.09875810957137975,0.18364139131226612,0.1000887327465209,0.05415162360315921,0.012871523142393395
maximum,Canada,Logistic,A,rate_2100,0.4129213586397473,1382,0.0729928705140812,0.15724901637459227,0.12076325973026228,0.058688095625678345,0.05722949514337616
maximum,Canada,Logistic,A,C_sampled,0.8798521285419684,1382,0.0333688360475691,0.1080669958875389,0.10159378587457268,0.03932038258598196,0.11956912850759072
maximum,Canada,Gompertz,A,tp,0.9191122502320931,2910,0.015064617673634371,0.1042198356864574,0.02508989916613863,0.004159395331864294,0.054530853127562236
maximum,Canada,Gompertz,A,rate_2100,0.979095519129958,2910,0.009133939184111102,0.12711150626167952,0.12236901981835628,0.0126615594179412,0.08733430791018108
maximum,Canada,Gompertz,A,C_sampled,0.9718122470463895,2910,0.010889448041037366,0.13731367544195486,0.12897719660196194,0.01479603292505451,0.08019245031764208
maximum,Indonesia,Logistic,A,tp,0.7771887852462397,1375,0.054306256816359595,0.12899849735601154,0.06083407405356683,0.0226377424973637,0.0045426656874846425
maximum,Indonesia,Logistic,A,rate_2100,0.3188591490839652,1375,0.046030610611624764,0.11935923652140329,0.08367552790427801,0.03514836382864543,0.03123098322551691
maximum,Indonesia,Logistic,A,C_sampled,0.7949559663757553,1375,0.042515315164848404,0.1327965065965625,0.11595604243981479,0.04674162468034801,0.11083008864405851
maximum,Indonesia,Gompertz,A,tp,0.915738204345167,2828,0.01705037510200449,0.10343279248986217,0.025274962662517945,0.004590134843677672,0.05141538458558832
maximum,Indonesia,Gompertz,A,rate_2100,0.9784901072548744,2828,0.00898343508407753,0.13224728626485252,0.12644704847955635,0.012718946416748176,0.09013215515536209
maximum,Indonesia,Gompertz,A,C_sampled,0.9712562799108195,2828,0.010632747692558338,0.1426249665099083,0.13300648010690166,0.014744865261065599,0.08261671746406107
maximum,Thailand,Logistic,A,tp,0.8690718804284909,1430,0.09207380617761152,0.1769943916567471,0.10215053839987484,0.061836089398047106,0.01576555347894367
maximum,Thailand,Logistic,A,rate_2100,0.4448548040614938,1430,0.1449699960261858,0.21384916078466218,0.1745424082450077,0.1293405651564396,0.08609956978016536
maximum,Thailand,Logistic,A,C_sampled,0.8764809130358464,1430,0.042184347977863454,0.12217240318628014,0.11707898172080036,0.04957467174860749,0.13754569161661076
maximum,Thailand,Gompertz,A,tp,0.9369312839884415,2957,0.030264864328657385,0.1159608486014686,0.0337106543011309,0.01581576970868447,0.05228724271466753
maximum,Thailand,Gompertz,A,rate_2100,0.9783471353921945,2957,0.006437142713343353,0.12286338353988721,0.11936496327175133,0.009191417226245457,0.08835171675071378
maximum,Thailand,Gompertz,A,C_sampled,0.9713201478099279,2957,0.00818330333698144,0.13319167823041878,0.1258361856943919,0.01129126062401818,0.07996286302470078
maximum,Brazil,Logistic,A,tp,0.7959616457545761,1394,0.061522489678953116,0.14875034437084123,0.07326934857425048,0.02864417729378266,0.007384831811688297
maximum,Brazil,Logistic,A,rate_2100,0.34600545916846526,1394,0.06122720999805982,0.1483242751110439,0.11540301360278397,0.05304911318599818,0.05866604629752954
maximum,Brazil,Logistic,A,C_sampled,0.7958222482401743,1394,0.046822180292084,0.1403385032299241,0.12912119663597382,0.053912643437836874,0.13063316067678482
maximum,Brazil,Gompertz,A,tp,0.9226409549555498,2847,0.018796661975972948,0.10609961523524822,0.026712343426604432,0.005546685807835168,0.051268202930707996
maximum,Brazil,Gompertz,A,rate_2100,0.9785693566484335,2847,0.008666830307186766,0.1314618809460516,0.12557987559431663,0.012301632985491797,0.09284031455003758
