Scenario,Country,Model,Type,Output_Y,R2_full,n_accepted,partial_R2_g,partial_R2_target,partial_R2_g:target,partial_R2_g2,partial_R2_target2
ipcc_low,EU,Logistic,A,rate_2100,0.17019312872592995,2090,0.003345042557045311,0.0033108361752201792,0.0007480404137297467,1.8860088010545492e-05,0.009142067669859852
ipcc_low,EU,Logistic,A,C_sampled,0.7089902133133722,2090,0.019206179756727892,0.09245169650159855,0.028368160057494787,0.011268754662060912,0.00517507181738139
ipcc_low,EU,Gompertz,A,tp,0.9177543653669676,2638,0.133183271861707,0.12357427344890817,0.03448458754863408,0.0628195165961487,0.002447064977201289
ipcc_low,EU,Gompertz,A,rate_2100,0.9665753944827088,2638,0.034981967592762335,0.2161899944155728,0.11538520870836379,0.0342081743015453,0.029409216613462543
ipcc_low,EU,Gompertz,A,C_sampled,0.9667386180583358,2638,0.02921225267075357,0.15160791092304665,0.07143740994662992,0.0267712635250099,0.016879631242271983
ipcc_low,China,Logistic,B_fixed,tp,0.9767292308734826,1756,0.12221739916716336,,,0.09880326723324331,
ipcc_low,China,Logistic,B_fixed,rate_2100,0.5382320875188583,1756,0.2719338193360975,,,0.2515537812854513,
ipcc_low,China,Logistic,B_fixed,C_sampled,0.8191302213249443,1756,0.274790204314935,,,0.2458982038588604,
ipcc_low,China,Gompertz,B_fixed,tp,0.9914033128107232,5425,0.15578894023339665,,,0.09524377635073292,
ipcc_low,China,Gompertz,B_fixed,rate_2100,0.9517661109880317,5425,0.3057081767096476,,,0.22689561727441135,
ipcc_low,China,Gompertz,B_fixed,C_sampled,0.9176102320461871,5425,0.3231112385536,,,0.24483895531041186,
ipcc_low,Middle East,Logistic,A,tp,0.7285753919586981,2101,0.03811335441624439,0.07050505346284336,0.008746588876007147,0.007588152340094964,0.00595011320208217
ipcc_low,Middle East,Logistic,A,rate_2100,0.11406764678557535,2101,0.0047044447960410095,0.008370508740522704,0.00044102149238596413,0.0005845085207804817,0.0030024245150492438
ipcc_low,Middle East,Logistic,A,C_sampled,0.714773258481374,2101,0.037477566711653365,0.14625947808083103,0.06985890634532751,0.030706230879890113,0.021038051425403263
ipcc_low,Middle East,Gompertz,A,tp,0.9165849866548655,2574,0.09610842101472986,0.13444490844148232,0.04079951848970674,0.05070821024691487,0.005771992302258347
ipcc_low,Middle East,Gompertz,A,rate_2100,0.9745609896370536,2574,0.0209855066584357,0.19593313538158016,0.12084077835295699,0.02389386227885789,0.040659330096000035
ipcc_low,Middle East,Gompertz,A,C_sampled,0.9708860448317227,2574,0.021062853572271365,0.15889244203895683,0.08948305698440373,0.022397035652749402,0.02665288671834837
ipcc_low,Australia,Logistic,B_fixed,tp,0.9802584756743274,963,0.13861809747752968,,,0.10814498138233711,
ipcc_low,Australia,Logistic,B_fixed,rate_2100,0.9148398639972843,963,0.2771671678400522,,,0.2385484980244166,
ipcc_low,Australia,Logistic,B_fixed,C_sampled,0.8991891197644489,963,0.2598147465866071,,,0.222440829694566,
ipcc_low,Australia,Gompertz,B_fixed,tp,0.9999245365021002,571,0.016024904748168887,,,0.010101082377455975,
ipcc_low,Australia,Gompertz,B_fixed,rate_2100,0.999985740597774,571,0.009972095633507892,,,0.005432196361778682,
ipcc_low,Australia,Gompertz,B_fixed,C_sampled,0.9994188462600295,571,0.03591804397960344,,,0.026792736869964934,
ipcc_low,Indonesia,Logistic,B_fixed,tp,0.9688275466581672,1372,0.155049712407071,,,0.12324373906456446,
ipcc_low,Indonesia,Logistic,B_fixed,rate_2100,0.7557292964062639,1372,0.3270527889183467,,,0.2922243786538641,
ipcc_low,Indonesia,Logistic,B_fixed,C_sampled,0.8171157296068569,1372,0.28675270079047793,,,0.2507807866411816,
ipcc_low,Indonesia,Gompertz,B_fixed,tp,0.9980865674571515,2141,0.07845999759062049,,,0.04898994365076265,
ipcc_low,Indonesia,Gompertz,B_fixed,rate_2100,0.9982477287602138,2141,0.08540023679865674,,,0.054594894069631236,
ipcc_low,Indonesia,Gompertz,B_fixed,C_sampled,0.9869169744350146,2141,0.15963712536726818,,,0.11803166235957036,
ipcc_low,Thailand,Logistic,A,tp,0.8463834096859378,1470,0.11619063957293199,0.20738049530728364,0.1274356639036087,0.08242930383638253,0.02811858589291609
ipcc_low,Thailand,Logistic,A,rate_2100,0.2776301542112891,1470,0.0848027603706963,0.1410733703928397,0.12782653415636958,0.08323320782983193,0.0926009721139901
ipcc_low,Thailand,Logistic,A,C_sampled,0.689671700901084,1470,0.051761954866854656,0.1292292559855767,0.13301691731654625,0.06247460419463658,0.16704631248732554
ipcc_low,Thailand,Gompertz,A,tp,0.9297567060091829,2637,0.03191303590008199,0.1060184595635618,0.03242956776514863,0.016262437262587096,0.026479745644486685
ipcc_low,Thailand,Gompertz,A,rate_2100,0.9816404330384346,2637,0.007256976978892705,0.1251017981036587,0.10069017978591273,0.009741240380122893,0.07039173804057285
ipcc_low,Thailand,Gompertz,A,C_sampled,0.9768442340970903,2637,0.008974264933296186,0.13151552798553265,0.10168406425041768,0.011560669649773751,0.05898479757919947
ipcc_high,UK,Logistic,A,tp,0.7480129208343917,1983,0.03949446497477547,0.09584489340541848,0.02353432638222955,0.011831547214196516,0.001248198656564443
ipcc_high,UK,Logistic,A,rate_2100,0.12390019198036617,1983,0.008069119767721183,0.021581349625073073,0.006398850153656206,0.0032822203676656746,0.0002531245774409246
ipcc_high,UK,Logistic,A,C_sampled,0.7015568620371315,1983,0.04538913858591881,0.16709393246779358,0.0988066894213759,0.042035344795980034,0.03818061903845609
ipcc_high,UK,Gompertz,A,tp,0.9156570959600128,2581,0.0679355512367882,0.12698976196774878,0.03957712188270453,0.03502870892160963,0.008803916974821975
ipcc_high,UK,Gompertz,A,rate_2100,0.977226040380382,2581,0.01500360808176084,0.1744746247657865,0.11643268088694965,0.018058029321053458,0.04749917211926043
ipcc_high,UK,Gompertz,A,C_sampled,0.9738463861126361,2581,0.01521381855622766,0.14898984821301772,0.09217978428809814,0.01730949892330318,0.03313019025947372
ipcc_high,US,Logistic,B_fixed,tp,0.9805325300571051,2365,0.11085482946728256,,,0.09056755975258075,
ipcc_high,US,Logistic,B_fixed,rate_2100,0.595839630234963,2365,0.28777643295871164,,,0.26749911132665666,
ipcc_high,US,Logistic,B_fixed,C_sampled,0.846486343466094,2365,0.2695766539250171,,,0.2430459465067936,
ipcc_high,US,Gompertz,B_fixed,tp,0.9999899548666155,1278,0.005853301034572077,,,0.0034951579936563022,
ipcc_high,US,Gompertz,B_fixed,rate_2100,0.9998764656821519,1278,0.018935808595425742,,,0.014478553646510333,
ipcc_high,US,Gompertz,B_fixed,C_sampled,0.9998322153040796,1278,0.019456401199021055,,,0.014935359098876637,
ipcc_high,EU,Logistic,A,tp,0.739763454315185,2125,0.03190211659509432,0.04408166061932521,0.0008633362345117026,0.0034866208257813523,0.013805640113371249
ipcc_high,EU,Logistic,A,rate_2100,0.20796800406336058,2125,0.01029394171050806,0.010623389372855044,7.363390580902168e-06,0.000921569470386656,0.009688903510100773
ipcc_high,EU,Logistic,A,C_sampled,0.7386536946907414,2125,0.018636040646674585,0.0872934255417804,0.02551351889671929,0.010841539844087159,0.004093351482522077
ipcc_high,EU,Gompertz,A,tp,0.9254427565659575,2582,0.13305921561112635,0.1263629202752577,0.03490105089067709,0.0648775036567027,0.001965265937117944
ipcc_high,EU,Gompertz,A,rate_2100,0.9657666721973138,2582,0.03707450074214537,0.22954349476584832,0.12106359255764448,0.037086885299183144,0.03166860927762657
ipcc_high,EU,Gompertz,A,C_sampled,0.9662321858565835,2582,0.03171269635597385,0.16367792555608462,0.07661272069242428,0.02974408556163464,0.018774205671506203
ipcc_high,Middle East,Logistic,A,tp,0.7635847620474228,2120,0.08040516705936357,0.10239055110008317,0.017684485393003335,0.023190546886936492,0.0028515244312486403
ipcc_high,Middle East,Logistic,A,rate_2100,0.13245994453322163,2120,0.004435574945937085,0.00958082559622516,0.00022701656401607912,0.00021582767334789993,0.0044738241152509515
ipcc_high,Middle East,Logistic,A,C_sampled,0.691484828013374,2120,0.028780319175844508,0.13677458990069433,0.05755174088874534,0.02182094634790288,0.015107581424605632
ipcc_high,Middle East,Gompertz,A,tp,0.9169964913015219,2585,0.08815917681417668,0.13062961920062477,0.03990448901760173,0.04565514500632957,0.005434029499171411
ipcc_high,Middle East,Gompertz,A,rate_2100,0.9732319477949998,2585,0.022771788542654242,0.20693632439849413,0.12854396311662464,0.025786539249985585,0.04191204029900382
ipcc_high,Middle East,Gompertz,A,C_sampled,0.9687237617698631,2585,0.022573236358023687,0.16800765314438848,0.09556819372907385,0.024003573113446728,0.027702113888371366
ipcc_high,Australia,Logistic,B_fixed,tp,0.9790839279078132,1670,0.09564300260152829,,,0.08297687013186897,
ipcc_high,Australia,Logistic,B_fixed,rate_2100,0.5405196213450448,1670,0.2595556504574696,,,0.24742960276742626,
ipcc_high,Australia,Logistic,B_fixed,C_sampled,0.8250824537921059,1670,0.24833611897312743,,,0.23149306184631788,
ipcc_high,Australia,Gompertz,B_fixed,tp,0.9997204304155096,2731,0.030161253291250363,,,0.018424576567732023,
ipcc_high,Australia,Gompertz,B_fixed,rate_2100,0.9966037983817485,2731,0.09522509403085223,,,0.07393332371028245,
ipcc_high,Australia,Gompertz,B_fixed,C_sampled,0.9907370158506315,2731,0.13071537976503578,,,0.10606356320098863,
ipcc_high,Canada,Logistic,B_fixed,tp,0.9728524029363177,1648,0.1045066199204532,,,0.09188564749802308,
ipcc_high,Canada,Logistic,B_fixed,rate_2100,0.43543052770720003,1648,0.21647895666292855,,,0.20710264906530856,
ipcc_high,Canada,Logistic,B_fixed,C_sampled,0.7708824170374251,1648,0.24980286357772638,,,0.23438864372286466,
ipcc_high,Canada,Gompertz,B_fixed,tp,0.9997614033543599,2687,0.027909341085928154,,,0.01701131715747305,
ipcc_high,Canada,Gompertz,B_fixed,rate_2100,0.9970265716315023,2687,0.08905458698969188,,,0.06912541976076926,
ipcc_high,Canada,Gompertz,B_fixed,C_sampled,0.9918761882836066,2687,0.12259038941804633,,,0.09944610226017357,
ipcc_high,Thailand,Logistic,A,tp,0.8726859221049889,1470,0.09658870251796851,0.19847584010308797,0.12553243963319763,0.07176137899665591,0.0293098217955658
ipcc_high,Thailand,Logistic,A,rate_2100,0.23958847816412476,1470,0.06371050620081753,0.12560747468136568,0.11101237781696568,0.06499346363449249,0.07189713408060236
ipcc_high,Thailand,Logistic,A,C_sampled,0.6817308771912419,1470,0.04773516164920508,0.12398777241109427,0.12555936097380968,0.057035113339326794,0.15250445176808505
ipcc_high,Thailand,Gompertz,A,tp,0.9398514353723537,2617,0.033423291711279494,0.10261912446090675,0.030969133323392482,0.01762666125387612,0.0281180017323561
ipcc_high,Thailand,Gompertz,A,rate_2100,0.982519344634203,2617,0.006759586424210629,0.12680011534505553,0.10347685792341006,0.009262938501792231,0.07045425584150548
ipcc_high,Thailand,Gompertz,A,C_sampled,0.9780195652780943,2617,0.008386786365349688,0.1325406105415559,0.10382082430860536,0.01100097298714704,0.058681142588945946
ipcc_high,Brazil,Logistic,B_fixed,tp,0.9925778155982373,699,0.059104565714725346,,,0.0551072461624708,
ipcc_high,Brazil,Logistic,B_fixed,rate_2100,0.8337100564642845,699,0.289511940455071,,,0.2826655695672745,
ipcc_high,Brazil,Logistic,B_fixed,C_sampled,0.9461024262135095,699,0.18392439139976582,,,0.17749169617483884,
