checkpoint,annual_demand_mt_yr,annual_screened_mt_yr,annual_gap_mt_yr,r_annual,cumulative_demand_gt,cumulative_screened_gt,cumulative_gap_gt,r_cumulative,annual_pass,cumulative_pass,overall_pass,first_shortfall_year,years_of_shortfall,max_gap_rate_mt_yr,max_gap_year,total_unmet_volume_gt,active_basins,total_basins,active_basin_fraction,total_wells,n_eff,largest_basin_share,dominant_basin_name,country,scenario,pathway,model,allocation_order
2179,0.0006,0.0006,0.0,1.0,402.9363,165.4306,237.5057,0.4106,True,False,False,2062.0,31,14548.6866,2077.0,237.5057,1,21,0.0476,420,1.0,1.0,Tarim,China,reference,v8_fixedC_deterministic,Logistic,descend
2050,439.5534,439.5534,0.0,1.0,4.7281,4.7281,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Gompertz,descend
2100,968.615,968.615,0.0,1.0,49.3961,49.3961,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Gompertz,descend
2179,157.3448,157.3448,0.0,1.0,88.3795,88.3795,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Gompertz,descend
2050,439.5534,439.5534,0.0,1.0,3.8086,3.8086,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Logistic,descend
2100,665.2574,665.2574,0.0,1.0,87.781,87.781,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0825,0.0825,0.0,1.0,93.6132,93.6132,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,reference,v8_fixedC_deterministic,Logistic,descend
2050,41.5725,41.5725,0.0,1.0,0.3778,0.3778,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Gompertz,descend
2100,171.6489,171.6489,0.0,1.0,6.8702,6.8702,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Gompertz,descend
2179,35.3697,35.3697,0.0,1.0,14.6618,14.6618,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Gompertz,descend
2050,41.5725,41.5725,0.0,1.0,0.3029,0.3029,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Logistic,descend
2100,89.2513,89.2513,0.0,1.0,15.2721,15.2721,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0013,0.0013,0.0,1.0,15.8835,15.8835,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,reference,v8_fixedC_deterministic,Logistic,descend
2050,170.7307,170.7307,0.0,1.0,1.6699,1.6699,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Gompertz,descend
2100,490.4983,490.4983,0.0,1.0,22.6576,22.6576,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Gompertz,descend
2179,81.6013,81.6013,0.0,1.0,42.8229,42.8229,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Gompertz,descend
2050,170.7307,170.7307,0.0,1.0,1.3334,1.3334,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Logistic,descend
2100,254.2901,254.2901,0.0,1.0,43.6049,43.6049,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0087,0.0087,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,reference,v8_fixedC_deterministic,Logistic,descend
2050,10.9965,10.9965,0.0,1.0,0.0935,0.0935,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Gompertz,descend
2100,93.451,93.451,0.0,1.0,2.8037,2.8037,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Gompertz,descend
2179,40.0884,40.0884,0.0,1.0,8.7826,8.7826,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Gompertz,descend
2050,10.9965,10.9965,0.0,1.0,0.0772,0.0772,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Logistic,descend
2100,115.4018,115.4018,0.0,1.0,9.6988,9.6988,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0012,0.0012,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,reference,v8_fixedC_deterministic,Logistic,descend
2050,237.5866,237.5866,0.0,1.0,2.2195,2.2195,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Gompertz,descend
2100,845.0317,845.0317,0.0,1.0,35.8533,35.8533,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Gompertz,descend
2179,158.221,158.221,0.0,1.0,72.5521,72.5521,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Gompertz,descend
2050,237.5866,237.5866,0.0,1.0,1.7754,1.7754,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Logistic,descend
2100,429.4727,429.4727,0.0,1.0,74.8599,74.8599,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0085,0.0085,0.0,1.0,77.8941,77.8941,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,reference,v8_fixedC_deterministic,Logistic,descend
2050,2070.1885,2070.1885,0.0,1.0,20.7668,20.7668,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,reference,v8_fixedC_deterministic,Gompertz,descend
2100,5395.4941,5395.4941,0.0,1.0,259.1113,259.1113,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,4470,1.91,0.6109,North Slope,US,reference,v8_fixedC_deterministic,Gompertz,descend
2179,861.7191,861.7191,0.0,1.0,476.5978,476.5978,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,reference,v8_fixedC_deterministic,Gompertz,descend
2050,2070.1885,2070.1885,0.0,1.0,16.5884,16.5884,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,reference,v8_fixedC_deterministic,Logistic,descend
2100,2912.1682,2912.1682,0.0,1.0,482.1663,482.1663,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.1363,0.1363,0.0,1.0,504.7279,504.7279,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,reference,v8_fixedC_deterministic,Logistic,descend
2050,175.1829,175.1829,0.0,1.0,1.4331,1.4331,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,342,1.0,1.0,Browse,Australia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,2847.1043,2847.1043,0.0,1.0,67.2779,67.2779,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.49,0.7942,Browse,Australia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,2769.8538,2769.8538,0.0,1.0,345.42,345.42,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.43,0.8164,Browse,Australia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,175.1829,175.1829,0.0,1.0,1.2201,1.2201,0.0,1.0,True,True,True,,0,0.0,,0.0,1,9,0.1111,930,1.0,1.0,Browse,Australia,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,12166.3328,10342.3926,1823.9402,0.8501,404.6312,295.7262,108.9049,0.7309,False,False,False,2081.0,20,8223.9095,2091.0,108.9049,9,9,1.0,5325,3.39,0.479,Browse,Australia,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.1637,0.1637,0.0,1.0,502.3415,392.6629,109.6787,0.7817,True,False,False,2081.0,21,8223.9095,2091.0,109.6787,1,9,0.1111,930,1.0,1.0,Browse,Australia,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,776.7511,776.7511,0.0,1.0,7.0411,7.0411,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,3239.6022,3239.6022,0.0,1.0,129.2117,129.2117,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,669.9466,669.9466,0.0,1.0,276.5445,276.5445,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,776.7511,776.7511,0.0,1.0,5.6455,5.6455,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,1675.5937,1675.5937,0.0,1.0,288.2596,288.2596,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0234,0.0234,0.0,1.0,299.6959,299.6959,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,296.4057,296.4057,0.0,1.0,2.4934,2.4934,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,361,1.0,1.0,Grand Banks,Canada,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,3150.4297,686.7235,2463.7062,0.218,86.6248,34.9102,51.7146,0.403,False,False,False,2060.0,41,2463.7062,2100.0,51.7146,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,1802.3077,686.7235,1115.5842,0.381,319.1587,89.1614,229.9973,0.2794,False,False,False,2060.0,120,2844.9151,2119.0,229.9973,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,296.4057,296.4057,0.0,1.0,2.0838,2.0838,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,6032.4894,1359.9904,4672.499,0.2254,360.3239,63.5886,296.7353,0.1765,False,False,False,2061.0,40,13437.0434,2086.0,296.7353,3,3,1.0,1135,2.0,0.5199,Scotian,Canada,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0725,0.0725,0.0,1.0,403.8983,88.0643,315.8339,0.218,True,False,False,2061.0,51,13437.0434,2086.0,315.8339,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,520.4112,520.4112,0.0,1.0,3.8325,3.8325,0.0,1.0,True,True,True,,0,0.0,,0.0,3,21,0.1429,630,2.52,0.4622,Tarim,China,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,4512.737,1416.6518,3096.0851,0.3139,146.419,69.7683,76.6507,0.4765,False,False,False,2061.0,40,3096.0851,2100.0,76.6507,21,21,1.0,1239,9.01,0.1698,Tarim,China,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,1036.8656,1036.8656,0.0,1.0,367.7757,179.2029,188.5729,0.4873,True,False,False,2061.0,107,3097.7462,2101.0,188.5729,6,21,0.2857,974,5.5,0.232,Tarim,China,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,520.4112,520.4112,0.0,1.0,3.0319,3.0319,0.0,1.0,True,True,True,,0,0.0,,0.0,2,21,0.0952,861,1.11,0.9475,Tarim,China,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,971.6645,971.6645,0.0,1.0,398.0957,159.2454,238.8504,0.4,True,False,False,2062.0,31,14758.5008,2077.0,238.8504,2,21,0.0952,861,2.0,0.5075,Tarim,China,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0004,0.0004,0.0,1.0,402.9364,164.086,238.8504,0.4072,True,False,False,2062.0,31,14758.5008,2077.0,238.8504,1,21,0.0476,420,1.0,1.0,Tarim,China,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,431.9813,431.9813,0.0,1.0,4.6549,4.6549,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,966.6245,966.6245,0.0,1.0,48.8577,48.8577,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,161.4517,161.4517,0.0,1.0,88.193,88.193,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,431.9813,431.9813,0.0,1.0,3.756,3.756,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,687.8794,687.8794,0.0,1.0,87.5276,87.5276,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0903,0.0903,0.0,1.0,93.613,93.613,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,39.9244,39.9244,0.0,1.0,0.3644,0.3644,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,169.769,169.769,0.0,1.0,6.6857,6.6857,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,37.0517,37.0517,0.0,1.0,14.5798,14.5798,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,39.9244,39.9244,0.0,1.0,0.2932,0.2932,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,97.3948,97.3948,0.0,1.0,15.2051,15.2051,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0016,0.0016,0.0,1.0,15.8835,15.8835,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,121,1.0,1.0,North Sumatra,Indonesia,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,168.4346,168.4346,0.0,1.0,1.6497,1.6497,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,489.4675,489.4675,0.0,1.0,22.4653,22.4653,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,83.1202,83.1202,0.0,1.0,42.755,42.755,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,168.4346,168.4346,0.0,1.0,1.3189,1.3189,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,261.6878,261.6878,0.0,1.0,43.538,43.538,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0093,0.0093,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,10.7386,10.7386,0.0,1.0,0.0916,0.0916,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,92.2246,92.2246,0.0,1.0,2.7498,2.7498,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,40.7752,40.7752,0.0,1.0,8.7335,8.7335,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,10.7386,10.7386,0.0,1.0,0.0758,0.0758,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,120.8386,120.8386,0.0,1.0,9.6511,9.6511,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0014,0.0014,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,242.7571,242.7571,0.0,1.0,2.2627,2.2627,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,848.8192,848.8192,0.0,1.0,36.355,36.355,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,154.0029,154.0029,0.0,1.0,72.7461,72.7461,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,242.7571,242.7571,0.0,1.0,1.8065,1.8065,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,409.8619,409.8619,0.0,1.0,75.0239,75.0239,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,0.0076,0.0076,0.0,1.0,77.8941,77.8941,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,us1gt,v8_fixedC_deterministic,Logistic,descend
2050,1000.0,1000.0,0.0,1.0,10.9647,10.9647,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,us1gt,v8_fixedC_deterministic,Gompertz,descend
2100,4133.7538,4133.7538,0.0,1.0,151.25,151.25,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,2779,2.0,0.5078,Permian,US,us1gt,v8_fixedC_deterministic,Gompertz,descend
2179,1896.3379,1896.3379,0.0,1.0,412.8842,412.8842,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,us1gt,v8_fixedC_deterministic,Gompertz,descend
2050,1000.0,1000.0,0.0,1.0,9.3019,9.3019,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,us1gt,v8_fixedC_deterministic,Logistic,descend
2100,9282.9739,9282.9739,0.0,1.0,388.9613,388.9613,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,6958,1.96,0.5757,North Slope,US,us1gt,v8_fixedC_deterministic,Logistic,descend
2179,5.3863,5.3863,0.0,1.0,504.6612,504.6612,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,us1gt,v8_fixedC_deterministic,Logistic,descend
