country,scenario,model,ordering,year,curve_kind,rate_mt_yr,cum_gt
Australia,growth10,Logistic,ascending,2055,original,26.54241454938368,0.3598906959932929
Australia,growth10,Logistic,ascending,2056,original,28.510320569182028,0.38643311054267654
Australia,growth10,Logistic,ascending,2057,original,30.62388187482505,0.41494343111185855
Australia,growth10,Logistic,ascending,2058,original,32.89384087011169,0.4455673129866836
Australia,growth10,Logistic,ascending,2059,original,35.33172633665194,0.47846115385679533
Australia,growth10,Logistic,ascending,2060,original,37.949910090222374,0.5137928801934473
Australia,growth10,Logistic,ascending,2061,original,40.76166757842879,0.5517427902836696
Australia,growth10,Logistic,ascending,2062,original,43.781242671867254,0.5925044578620984
Australia,growth10,Logistic,ascending,2063,original,47.023916913580955,0.6362857005339656
Australia,growth10,Logistic,ascending,2064,original,50.50608350423563,0.6833096174475466
Australia,growth10,Logistic,ascending,2065,original,54.24532631294985,0.7338157009517822
Australia,growth10,Logistic,ascending,2066,original,58.2605042159537,0.788061027264732
Australia,growth10,Logistic,ascending,2067,original,62.57184107701747,0.8463215314806858
Australia,growth10,Logistic,ascending,2068,original,67.20102169465116,0.9088933725577032
Australia,growth10,Logistic,ascending,2069,original,72.17129405114972,0.9760943942523543
Australia,growth10,Logistic,ascending,2070,original,77.50757820731039,1.0482656883035042
Australia,growth10,Logistic,ascending,2071,original,83.23658219368735,1.1257732665108147
Australia,growth10,Logistic,ascending,2072,original,89.38692525410738,1.209009848704502
Australia,growth10,Logistic,ascending,2073,original,95.98926879931065,1.2983967739586093
Australia,growth10,Logistic,ascending,2074,original,103.07645542736367,1.39438604275792
Australia,growth10,Logistic,ascending,2075,original,110.68365636218425,1.4974624981852838
Australia,growth10,Logistic,ascending,2076,original,118.84852765126257,1.608146154547468
Australia,growth10,Logistic,ascending,2077,original,127.61137544747075,1.7269946821987305
Australia,growth10,Logistic,ascending,2078,original,137.01533067658576,1.8546060576462013
Australia,growth10,Logistic,ascending,2079,original,147.1065333604997,1.9916213883227871
Australia,growth10,Logistic,ascending,2080,original,157.93432682455423,2.138727921683287
Australia,growth10,Logistic,ascending,2081,original,169.55146196430687,2.296662248507841
Australia,growth10,Logistic,ascending,2082,original,182.01431168036154,2.466213710472148
Australia,growth10,Logistic,ascending,2083,original,195.38309550746973,2.6482280221525096
Australia,growth10,Logistic,ascending,2084,original,209.72211436343335,2.843611117659979
Australia,growth10,Logistic,ascending,2085,original,225.09999522160203,3.053333232023413
Australia,growth10,Logistic,ascending,2086,original,241.58994536481012,3.278433227245015
Australia,growth10,Logistic,ascending,2087,original,259.2700157049135,3.5200231726098252
Australia,growth10,Logistic,ascending,2088,original,278.2233724467564,3.7792931883147385
Australia,growth10,Logistic,ascending,2089,original,298.5385761341019,4.057516560761495
Australia,growth10,Logistic,ascending,2090,original,320.30986683303576,4.356055136895596
Australia,growth10,Logistic,ascending,2091,original,343.6374538804316,4.676365003728631
Australia,growth10,Logistic,ascending,2092,original,368.62780824560673,5.0200024576090625
Australia,growth10,Logistic,ascending,2093,original,395.3939551162962,5.388630265854669
Australia,growth10,Logistic,ascending,2094,original,424.0557638191005,5.784024220970965
Australia,growth10,Logistic,ascending,2095,original,454.7402316129162,6.208079984790065
Australia,growth10,Logistic,ascending,2096,original,487.58175724459653,6.662820216402982
Australia,growth10,Logistic,ascending,2097,original,522.722399422189,7.150401973647578
Australia,growth10,Logistic,ascending,2098,original,560.3121145356522,7.673124373069767
Australia,growth10,Logistic,ascending,2099,original,600.50896703138,8.233436487605418
Australia,growth10,Logistic,ascending,2100,original,643.4793048192593,8.8339454546368
Australia,growth10,Logistic,ascending,2101,original,689.3978909545177,9.477424759456058
Australia,growth10,Logistic,ascending,2102,original,738.4479815880209,10.166822650410575
Australia,growth10,Logistic,ascending,2103,original,790.8213388168954,10.905270631998595
Australia,growth10,Logistic,ascending,2104,original,846.7181655943034,11.696091970815491
Australia,growth10,Logistic,ascending,2105,original,906.3469482786761,12.542810136409795
Australia,growth10,Logistic,ascending,2106,original,969.9241907294966,13.449157084688471
Australia,growth10,Logistic,ascending,2107,original,1037.6740221058374,14.419081275417968
Australia,growth10,Logistic,ascending,2108,original,1109.8276587200187,15.456755297523806
Australia,growth10,Logistic,ascending,2109,original,1186.6226984760503,16.566582956243828
Australia,growth10,Logistic,ascending,2110,original,1268.3022246262176,17.753205654719878
Australia,growth10,Logistic,ascending,2111,original,1355.1136938677032,19.021507879346096
Australia,growth10,Logistic,ascending,2112,original,1447.3075822482003,20.3766215732138
Australia,growth10,Logistic,ascending,2113,original,1545.1357610461068,21.823929155462
Australia,growth10,Logistic,ascending,2114,original,1648.8495738475522,23.36906491650811
Australia,growth10,Logistic,ascending,2115,original,1758.697585590757,25.01791449035566
Australia,growth10,Logistic,ascending,2116,original,1874.9229745422167,26.776612075946417
Australia,growth10,Logistic,ascending,2117,original,1997.7605391860789,28.651535050488633
Australia,growth10,Logistic,ascending,2118,original,2127.4332940478403,30.64929558967471
Australia,growth10,Logistic,ascending,2119,original,2264.148631756759,32.77672888372255
Australia,growth10,Logistic,ascending,2120,original,2408.094033416115,35.04087751547931
Australia,growth10,Logistic,ascending,2121,original,2559.432315845299,37.44897154889542
Australia,growth10,Logistic,ascending,2122,original,2718.296412733315,40.00840386474072
Australia,growth10,Logistic,ascending,2123,original,2884.783697439371,42.72670027747404
Australia,growth10,Logistic,ascending,2124,original,3058.949868305338,45.611483974913405
Australia,growth10,Logistic,ascending,2125,original,3240.802433070989,48.670433843218746
Australia,growth10,Logistic,ascending,2126,original,3430.293847396833,51.911236276289735
Australia,growth10,Logistic,ascending,2127,original,3627.314383588118,55.34153012368657
Australia,growth10,Logistic,ascending,2128,original,3831.684829227983,58.96884450727469
Australia,growth10,Logistic,ascending,2129,original,4043.14914124657,62.80052933650267
Australia,growth10,Logistic,ascending,2130,original,4261.367208446701,66.84367847774924
Australia,growth10,Logistic,ascending,2131,original,4485.907903905319,71.10504568619594
Australia,growth10,Logistic,ascending,2132,original,4716.242636934933,75.59095359010125
Australia,growth10,Logistic,ascending,2133,original,4951.739641098942,80.30719622703619
Australia,growth10,Logistic,ascending,2134,original,5191.659258524491,85.25893586813513
Australia,growth10,Logistic,ascending,2135,original,5435.1504995826945,90.45059512665962
Australia,growth10,Logistic,ascending,2136,original,5681.249168836696,95.88574562624231
Australia,growth10,Logistic,ascending,2137,original,5928.877850797889,101.56699479507901
Australia,growth10,Logistic,ascending,2138,original,6176.848040280489,107.4958726458769
Australia,growth10,Logistic,ascending,2139,original,6423.864679958354,113.67272068615739
Australia,growth10,Logistic,ascending,2140,original,6668.533330399818,120.09658536611575
Australia,growth10,Logistic,ascending,2141,original,6909.370144233964,126.76511869651556
Australia,growth10,Logistic,ascending,2142,original,7144.814745805267,133.67448884074955
Australia,growth10,Logistic,ascending,2143,original,7373.246031307361,140.8193035865548
Australia,growth10,Logistic,ascending,2144,original,7593.000803712744,148.19254961786217
Australia,growth10,Logistic,ascending,2145,original,7802.39504486595,155.78555042157492
Australia,growth10,Logistic,ascending,2146,original,7999.747508208215,163.58794546644089
Australia,growth10,Logistic,ascending,2147,original,8183.405195278106,171.5876929746491
Australia,growth10,Logistic,ascending,2148,original,8351.770163891724,179.7710981699272
Australia,growth10,Logistic,ascending,2149,original,8503.327012882219,188.12286833381893
Australia,growth10,Logistic,ascending,2150,original,8636.670304759735,196.62619534670114
Australia,growth10,Logistic,ascending,2151,original,8750.53113051705,205.26286565146088
Australia,growth10,Logistic,ascending,2152,original,8843.801995911499,214.01339678197795
Australia,growth10,Logistic,ascending,2153,original,8915.55922014499,222.85719877788944
Australia,growth10,Logistic,ascending,2154,original,8965.082088061466,231.77275799803442
Australia,growth10,Logistic,ascending,2155,original,8991.868085415615,240.7378400860959
Australia,growth10,Logistic,ascending,2156,original,8995.643670420279,249.7297081715115
Australia,growth10,Logistic,ascending,2157,original,8976.370188061726,258.72535184193174
Australia,growth10,Logistic,ascending,2158,original,8934.244708744422,267.70172202999345
Australia,growth10,Logistic,ascending,2159,original,8869.695760156643,276.63596673873786
Australia,growth10,Logistic,ascending,2160,original,8783.374110332577,285.5056624988945
Australia,growth10,Logistic,ascending,2161,original,8676.138940083722,294.2890366092271
Australia,growth10,Logistic,ascending,2162,original,8549.039904344716,302.9651755493108
Australia,growth10,Logistic,ascending,2163,original,8403.295716063361,311.51421545365554
Australia,growth10,Logistic,ascending,2164,original,8240.269986687783,319.9175111697189
Australia,growth10,Logistic,ascending,2165,original,8061.445120184596,328.1577811564067
Australia,growth10,Logistic,ascending,2166,original,7868.395081631073,336.2192262765913
Australia,growth10,Logistic,ascending,2167,original,7662.757848098303,344.0876213582224
Australia,growth10,Logistic,ascending,2168,original,7446.208302381015,351.7503792063207
Australia,growth10,Logistic,ascending,2169,original,7220.432254526069,359.1965875087017
Australia,growth10,Logistic,ascending,2170,original,6987.102178677373,366.4170197632278
Australia,growth10,Logistic,ascending,2171,original,6747.855140709088,373.4041219419052
Australia,growth10,Logistic,ascending,2172,original,6504.273272703775,380.1519770826143
Australia,growth10,Logistic,ascending,2173,original,6257.867030304508,386.65625035531804
Australia,growth10,Logistic,ascending,2174,original,6010.061354208416,392.91411738562255
Australia,growth10,Logistic,ascending,2175,original,5762.184752307358,398.92417873983095
Australia,growth10,Logistic,ascending,2176,original,5515.461227677941,404.6863634921383
Australia,growth10,Logistic,ascending,2177,original,5271.0049019474345,410.2018247198162
Australia,growth10,Logistic,ascending,2178,original,5029.817124480109,415.47282962176365
Australia,growth10,Logistic,ascending,2179,original,4792.785815261119,420.5026467462438
Australia,growth10,Logistic,ascending,2030,screened_envelope,4.4334597122042,0.0619
Australia,growth10,Logistic,ascending,2031,screened_envelope,4.762599892857001,0.0663334597122042
Australia,growth10,Logistic,ascending,2032,screened_envelope,5.1161684990771,0.0710960596050612
Australia,growth10,Logistic,ascending,2033,screened_envelope,5.495977511459601,0.0762122281041383
Australia,growth10,Logistic,ascending,2034,screened_envelope,5.903973149543,0.0817082056155979
Australia,growth10,Logistic,ascending,2035,screened_envelope,6.3422457913814005,0.0876121787651409
Australia,growth10,Logistic,ascending,2036,screened_envelope,6.8130406222083,0.0939544245565223
Australia,growth10,Logistic,ascending,2037,screened_envelope,7.3187690651746,0.10076746517873059
Australia,growth10,Logistic,ascending,2038,screened_envelope,7.862021050901899,0.10808623424390519
Australia,growth10,Logistic,ascending,2039,screened_envelope,8.445578186601,0.1159482552948071
Australia,growth10,Logistic,ascending,2040,screened_envelope,9.0724278897776,0.12439383348140809
Australia,growth10,Logistic,ascending,2041,screened_envelope,9.7457785561062,0.13346626137118567
Australia,growth10,Logistic,ascending,2042,screened_envelope,10.4690758359036,0.14321203992729187
Australia,growth10,Logistic,ascending,2043,screened_envelope,11.2460200987983,0.15368111576319549
Australia,growth10,Logistic,ascending,2044,screened_envelope,12.0805851716853,0.16492713586199378
Australia,growth10,Logistic,ascending,2045,screened_envelope,12.9770384408918,0.17700772103367907
Australia,growth10,Logistic,ascending,2046,screened_envelope,13.9399624156757,0.18998475947457089
Australia,growth10,Logistic,ascending,2047,screened_envelope,14.9742778567507,0.20392472189024657
Australia,growth10,Logistic,ascending,2048,screened_envelope,16.0852685804927,0.21889899974699728
Australia,growth10,Logistic,ascending,2049,screened_envelope,17.278608056848494,0.23498426832748998
Australia,growth10,Logistic,ascending,2050,screened_envelope,18.560387926752696,0.2522628763843385
Australia,growth10,Logistic,ascending,2051,screened_envelope,19.937148573067596,0.27082326431109116
Australia,growth10,Logistic,ascending,2052,screened_envelope,21.4159118877121,0.29076041288415877
Australia,growth10,Logistic,ascending,2053,screened_envelope,23.004216386741795,0.31217632477187085
Australia,growth10,Logistic,ascending,2054,screened_envelope,24.710154834679,0.3351805411586126
Australia,growth10,Logistic,ascending,2055,screened_envelope,26.542414549383597,0.3598906959932916
Australia,growth10,Logistic,ascending,2056,screened_envelope,28.510320569181996,0.3864331105426752
Australia,growth10,Logistic,ascending,2057,screened_envelope,30.623881874824995,0.4149434311118572
Australia,growth10,Logistic,ascending,2058,screened_envelope,32.89384087011161,0.44556731298668223
Australia,growth10,Logistic,ascending,2059,screened_envelope,35.33172633665191,0.47846115385679383
Australia,growth10,Logistic,ascending,2060,screened_envelope,37.9499100902223,0.5137928801934457
Australia,growth10,Logistic,ascending,2061,screened_envelope,40.76166757842871,0.551742790283668
Australia,growth10,Logistic,ascending,2062,screened_envelope,43.7812426718672,0.5925044578620967
Australia,growth10,Logistic,ascending,2063,screened_envelope,47.023916913580905,0.6362857005339639
Australia,growth10,Logistic,ascending,2064,screened_envelope,50.506083504235605,0.6833096174475448
Australia,growth10,Logistic,ascending,2065,screened_envelope,54.24532631294981,0.7338157009517804
Australia,growth10,Logistic,ascending,2066,screened_envelope,58.2605042159537,0.7880610272647302
Australia,growth10,Logistic,ascending,2067,screened_envelope,62.57184107701741,0.8463215314806839
Australia,growth10,Logistic,ascending,2068,screened_envelope,67.2010216946511,0.9088933725577013
Australia,growth10,Logistic,ascending,2069,screened_envelope,72.1712940511497,0.9760943942523524
Australia,growth10,Logistic,ascending,2070,screened_envelope,77.5075782073103,1.0482656883035022
Australia,growth10,Logistic,ascending,2071,screened_envelope,83.23658219368731,1.1257732665108127
Australia,growth10,Logistic,ascending,2072,screened_envelope,89.3869252541073,1.2090098487045
Australia,growth10,Logistic,ascending,2073,screened_envelope,95.9892687993106,1.2983967739586073
Australia,growth10,Logistic,ascending,2074,screened_envelope,103.0764554273636,1.394386042757918
Australia,growth10,Logistic,ascending,2075,screened_envelope,110.6836563621842,1.4974624981852815
Australia,growth10,Logistic,ascending,2076,screened_envelope,118.8485276512625,1.6081461545474658
Australia,growth10,Logistic,ascending,2077,screened_envelope,127.61137544747066,1.7269946821987283
Australia,growth10,Logistic,ascending,2078,screened_envelope,137.0153306765857,1.854606057646199
Australia,growth10,Logistic,ascending,2079,screened_envelope,147.1065333604997,1.9916213883227847
Australia,growth10,Logistic,ascending,2080,screened_envelope,157.93432682455418,2.138727921683284
Australia,growth10,Logistic,ascending,2081,screened_envelope,169.55146196430678,2.2966622485078383
Australia,growth10,Logistic,ascending,2082,screened_envelope,182.0143116803615,2.466213710472145
Australia,growth10,Logistic,ascending,2083,screened_envelope,195.3830955074697,2.6482280221525065
Australia,growth10,Logistic,ascending,2084,screened_envelope,209.7221143634333,2.843611117659976
Australia,growth10,Logistic,ascending,2085,screened_envelope,225.099995221602,3.0533332320234092
Australia,growth10,Logistic,ascending,2086,screened_envelope,241.5899453648101,3.2784332272450114
Australia,growth10,Logistic,ascending,2087,screened_envelope,259.2700157049135,3.5200231726098217
Australia,growth10,Logistic,ascending,2088,screened_envelope,278.2233724467564,3.779293188314735
Australia,growth10,Logistic,ascending,2089,screened_envelope,298.5385761341019,4.057516560761491
Australia,growth10,Logistic,ascending,2090,screened_envelope,320.3098668330357,4.356055136895592
Australia,growth10,Logistic,ascending,2091,screened_envelope,343.6374538804316,4.676365003728628
Australia,growth10,Logistic,ascending,2092,screened_envelope,368.62780824560673,5.020002457609059
Australia,growth10,Logistic,ascending,2093,screened_envelope,395.3939551162961,5.388630265854665
Australia,growth10,Logistic,ascending,2094,screened_envelope,424.0557638191005,5.784024220970961
Australia,growth10,Logistic,ascending,2095,screened_envelope,454.7402316129162,6.208079984790062
Australia,growth10,Logistic,ascending,2096,screened_envelope,487.5817572445965,6.662820216402978
Australia,growth10,Logistic,ascending,2097,screened_envelope,522.722399422189,7.150401973647575
Australia,growth10,Logistic,ascending,2098,screened_envelope,560.3121145356522,7.673124373069763
Australia,growth10,Logistic,ascending,2099,screened_envelope,600.50896703138,8.233436487605415
Australia,growth10,Logistic,ascending,2100,screened_envelope,643.4793048192593,8.833945454636796
Australia,growth10,Logistic,ascending,2101,screened_envelope,689.3978909545177,9.477424759456055
Australia,growth10,Logistic,ascending,2102,screened_envelope,738.4479815880209,10.166822650410571
Australia,growth10,Logistic,ascending,2103,screened_envelope,790.8213388168954,10.905270631998592
Australia,growth10,Logistic,ascending,2104,screened_envelope,846.7181655943034,11.696091970815488
Australia,growth10,Logistic,ascending,2105,screened_envelope,906.346948278676,12.542810136409791
Australia,growth10,Logistic,ascending,2106,screened_envelope,969.9241907294964,13.449157084688467
Australia,growth10,Logistic,ascending,2107,screened_envelope,1037.6740221058371,14.419081275417964
Australia,growth10,Logistic,ascending,2108,screened_envelope,1109.827658720019,15.4567552975238
Australia,growth10,Logistic,ascending,2109,screened_envelope,1186.6226984760503,16.56658295624382
Australia,growth10,Logistic,ascending,2110,screened_envelope,1268.3022246262176,17.75320565471987
Australia,growth10,Logistic,ascending,2111,screened_envelope,1355.1136938677032,19.02150787934609
Australia,growth10,Logistic,ascending,2112,screened_envelope,1447.3075822482006,20.376621573213793
Australia,growth10,Logistic,ascending,2113,screened_envelope,1545.1357610461068,21.823929155461993
Australia,growth10,Logistic,ascending,2114,screened_envelope,1648.8495738475522,23.3690649165081
Australia,growth10,Logistic,ascending,2115,screened_envelope,1758.6975855907572,25.017914490355654
Australia,growth10,Logistic,ascending,2116,screened_envelope,1874.9229745422172,26.77661207594641
Australia,growth10,Logistic,ascending,2117,screened_envelope,1997.7605391860789,28.651535050488626
Australia,growth10,Logistic,ascending,2118,screened_envelope,2127.4332940478407,30.649295589674704
Australia,growth10,Logistic,ascending,2119,screened_envelope,2264.148631756759,32.77672888372255
Australia,growth10,Logistic,ascending,2120,screened_envelope,2408.094033416115,35.04087751547931
Australia,growth10,Logistic,ascending,2121,screened_envelope,2559.432315845299,37.44897154889542
Australia,growth10,Logistic,ascending,2122,screened_envelope,2718.296412733315,40.00840386474072
Australia,growth10,Logistic,ascending,2123,screened_envelope,2884.783697439371,42.72670027747404
Australia,growth10,Logistic,ascending,2124,screened_envelope,3058.949868305338,45.611483974913405
Australia,growth10,Logistic,ascending,2125,screened_envelope,3240.8024330709886,48.670433843218746
Australia,growth10,Logistic,ascending,2126,screened_envelope,3430.2938473968325,51.911236276289735
Australia,growth10,Logistic,ascending,2127,screened_envelope,3627.3143835881174,55.34153012368657
Australia,growth10,Logistic,ascending,2128,screened_envelope,3831.684829227983,58.96884450727468
Australia,growth10,Logistic,ascending,2129,screened_envelope,4043.14914124657,62.80052933650266
Australia,growth10,Logistic,ascending,2130,screened_envelope,4261.3672084467,66.84367847774922
Australia,growth10,Logistic,ascending,2131,screened_envelope,4485.907903905318,71.10504568619592
Australia,growth10,Logistic,ascending,2132,screened_envelope,4716.242636934932,75.59095359010124
Australia,growth10,Logistic,ascending,2133,screened_envelope,4951.739641098941,80.30719622703617
Australia,growth10,Logistic,ascending,2134,screened_envelope,5191.65925852449,85.25893586813511
Australia,growth10,Logistic,ascending,2135,screened_envelope,5435.150499582694,90.4505951266596
Australia,growth10,Logistic,ascending,2136,screened_envelope,5681.249168836695,95.8857456262423
Australia,growth10,Logistic,ascending,2137,screened_envelope,5928.877850797888,101.566994795079
Australia,growth10,Logistic,ascending,2138,screened_envelope,6176.848040280488,107.49587264587689
Australia,growth10,Logistic,ascending,2139,screened_envelope,6423.864679958354,113.67272068615738
Australia,growth10,Logistic,ascending,2140,screened_envelope,6668.533330399817,120.09658536611573
Australia,growth10,Logistic,ascending,2141,screened_envelope,6909.370144233963,126.76511869651554
Australia,growth10,Logistic,ascending,2142,screened_envelope,7144.814745805267,133.67448884074952
Australia,growth10,Logistic,ascending,2143,screened_envelope,7373.24603130736,140.81930358655478
Australia,growth10,Logistic,ascending,2144,screened_envelope,7593.000803712744,148.19254961786214
Australia,growth10,Logistic,ascending,2145,screened_envelope,7802.39504486595,155.7855504215749
Australia,growth10,Logistic,ascending,2146,screened_envelope,7999.747508208214,163.58794546644086
Australia,growth10,Logistic,ascending,2147,screened_envelope,8183.405195278106,171.58769297464906
Australia,growth10,Logistic,ascending,2148,screened_envelope,8351.770163891724,179.77109816992717
Australia,growth10,Logistic,ascending,2149,screened_envelope,8500.116024087458,188.1228683338189
Australia,growth10,Logistic,ascending,2150,screened_envelope,8500.116024087458,196.62298435790635
Australia,growth10,Logistic,ascending,2151,screened_envelope,8500.116024087458,205.1231003819938
Australia,growth10,Logistic,ascending,2152,screened_envelope,8500.116024087458,213.62321640608124
Australia,growth10,Logistic,ascending,2153,screened_envelope,8500.116024087458,222.1233324301687
Australia,growth10,Logistic,ascending,2154,screened_envelope,8500.116024087458,230.62344845425613
Australia,growth10,Logistic,ascending,2155,screened_envelope,8500.116024087458,239.12356447834358
Australia,growth10,Logistic,ascending,2156,screened_envelope,8500.116024087458,247.62368050243103
Australia,growth10,Logistic,ascending,2157,screened_envelope,8500.116024087458,256.12379652651845
Australia,growth10,Logistic,ascending,2158,screened_envelope,8500.116024087458,264.6239125506059
Australia,growth10,Logistic,ascending,2159,screened_envelope,8500.116024087458,273.12402857469334
Australia,growth10,Logistic,ascending,2160,screened_envelope,8500.116024087458,281.6241445987808
Australia,growth10,Logistic,ascending,2161,screened_envelope,8500.116024087458,290.12426062286823
Australia,growth10,Logistic,ascending,2162,screened_envelope,8500.116024087458,298.6243766469557
Australia,growth10,Logistic,ascending,2163,screened_envelope,8403.295716063363,307.12449267104313
Australia,growth10,Logistic,ascending,2164,screened_envelope,8240.269986687785,315.5277883871065
Australia,growth10,Logistic,ascending,2165,screened_envelope,8061.445120184596,323.7680583737943
Australia,growth10,Logistic,ascending,2166,screened_envelope,7868.395081631073,331.8295034939789
Australia,growth10,Logistic,ascending,2167,screened_envelope,7662.757848098302,339.69789857561
Australia,growth10,Logistic,ascending,2168,screened_envelope,7446.208302381015,347.3606564237083
Australia,growth10,Logistic,ascending,2169,screened_envelope,7220.432254526068,354.8068647260893
Australia,growth10,Logistic,ascending,2170,screened_envelope,6987.102178677372,362.0272969806154
Australia,growth10,Logistic,ascending,2171,screened_envelope,6747.855140709088,369.0143991592928
Australia,growth10,Logistic,ascending,2172,screened_envelope,6504.273272703774,375.76225430000187
Australia,growth10,Logistic,ascending,2173,screened_envelope,6257.867030304507,382.2665275727056
Australia,growth10,Logistic,ascending,2174,screened_envelope,6010.061354208415,388.52439460301014
Australia,growth10,Logistic,ascending,2175,screened_envelope,5762.1847523073575,394.53445595721854
Australia,growth10,Logistic,ascending,2176,screened_envelope,5515.46122767794,400.2966407095259
Australia,growth10,Logistic,ascending,2177,screened_envelope,5271.004901947434,405.8121019372038
Australia,growth10,Logistic,ascending,2178,screened_envelope,5029.817124480108,411.08310683915124
Australia,growth10,Logistic,ascending,2179,screened_envelope,4792.785815261118,416.1129239636314
Australia,growth10,Logistic,ascending,2030,reconstructed,4.433524710392148,0.0619
Australia,growth10,Logistic,ascending,2031,reconstructed,4.762672078305365,0.06633352471039214
Australia,growth10,Logistic,ascending,2032,reconstructed,5.116248173861211,0.07109619678869751
Australia,growth10,Logistic,ascending,2033,reconstructed,5.496064920231761,0.07621244496255872
Australia,growth10,Logistic,ascending,2034,reconstructed,5.904068459696913,0.08170850988279048
Australia,growth10,Logistic,ascending,2035,reconstructed,6.342349069105237,0.0876125783424874
Australia,growth10,Logistic,ascending,2036,reconstructed,6.8131518036967265,0.09395492741159264
Australia,growth10,Logistic,ascending,2037,reconstructed,7.318887922150894,0.10076807921528935
Australia,growth10,Logistic,ascending,2038,reconstructed,7.862147149461143,0.10808696713744026
Australia,growth10,Logistic,ascending,2039,reconstructed,8.44571083822255,0.1159491142869014
Australia,growth10,Logistic,ascending,2040,reconstructed,9.072566093169215,0.12439482512512395
Australia,growth10,Logistic,ascending,2041,reconstructed,9.745920928323494,0.13346739121829315
Australia,growth10,Logistic,ascending,2042,reconstructed,10.469220530937593,0.14321331214661664
Australia,growth10,Logistic,ascending,2043,reconstructed,11.246164711532908,0.15368253267755425
Australia,growth10,Logistic,ascending,2044,reconstructed,12.080726624789568,0.16492869738908716
Australia,growth10,Logistic,ascending,2045,reconstructed,12.977172851822273,0.1770094240138767
Australia,growth10,Logistic,ascending,2046,reconstructed,13.940084940513925,0.18998659686569896
Australia,growth10,Logistic,ascending,2047,reconstructed,14.974382507079872,0.20392668180621293
Australia,growth10,Logistic,ascending,2048,reconstructed,16.08534800891608,0.21890106431329281
Australia,growth10,Logistic,ascending,2049,reconstructed,17.278653306057173,0.2349864123222089
Australia,growth10,Logistic,ascending,2050,reconstructed,18.56038813624569,0.25226506562826606
Australia,growth10,Logistic,ascending,2051,reconstructed,19.937090636701463,0.2708254537645118
Australia,growth10,Logistic,ascending,2052,reconstructed,21.415780054186378,0.29076254440121324
Australia,growth10,Logistic,ascending,2053,reconstructed,23.00399179388875,0.3121783244553996
Australia,growth10,Logistic,ascending,2054,reconstructed,24.709814967002824,0.33518231624928835
Australia,growth10,Logistic,ascending,2055,reconstructed,26.541932606647418,0.35989213121629116
Australia,growth10,Logistic,ascending,2056,reconstructed,28.509664731943797,0.3864340638229386
Australia,growth10,Logistic,ascending,2057,reconstructed,30.623014450637573,0.4149437285548824
Australia,growth10,Logistic,ascending,2058,reconstructed,32.89271730157807,0.44556674300551996
Australia,growth10,Logistic,ascending,2059,reconstructed,35.33029404962493,0.478459460307098
Australia,growth10,Logistic,ascending,2060,reconstructed,37.9481071570878,0.5137897543567229
Australia,growth10,Logistic,ascending,2061,reconstructed,40.75942116755901,0.5517378615138108
Australia,growth10,Logistic,ascending,2062,reconstructed,43.778467249894035,0.5924972826813697
Australia,growth10,Logistic,ascending,2063,reconstructed,47.02051216202986,0.6362757499312638
Australia,growth10,Logistic,ascending,2064,reconstructed,50.50193190618979,0.6832962620932936
Australia,growth10,Logistic,ascending,2065,reconstructed,54.24029035865435,0.7337981939994834
Australia,growth10,Logistic,ascending,2066,reconstructed,58.25442316850605,0.7880384843581377
Australia,growth10,Logistic,ascending,2067,reconstructed,62.56452723036454,0.8462929075266438
