country,scenario,model,ordering,Type,S0_gt,C_scenario_gt,g_cap,g_original,r_original,rate_2050_original,tn_original,tp_original,R_peak_order,Y_peak_order,C_recon_order_gt,g_recon_order,r_recon_order,rate_2050_recon_order,peak_rate_recon_order,peak_year_recon_order,tp_recon_order,tn_recon_order,C_ratio_recon_to_scenario,delta_tp_recon_vs_original,delta_peak_year_recon_vs_screened,max_envelope_exceedance_mt_yr,years_exceeding_envelope,first_exceed_year,last_exceed_year,rmse_to_envelope_mt_yr,envelope_consistent,landmark_infeasible,landmark_reason,violates_g_cap
China,policy,Gompertz,ascending,B_fixed,0.06987,403.0,0.25,0.1235680631479408,0.023068420465279,0.2160000000000028,2081.858664504495,2123.579061077281,1.542939076653325,2079,153.82958412601707,0.13701773171741372,0.02726486766713399,0.21600000054130122,1.542939076653325,2105,2104.8518580476384,2069.552818203798,0.3817111268635659,-18.727203029642624,26,4.805359793891434,20,2030.0,2049.0,440.01768255520284,False,False,,False
China,policy,Logistic,ascending,B_fixed,0.06987,403.0,0.25,0.1575924175744555,0.1512280618077947,0.216000000000001,2078.5553018000805,2087.2637245701785,3.391256268071588,2069,89.14718865462773,0.15718749861097514,0.1521643618492525,0.21599997900993992,3.391256268071588,2077,2076.992762043838,2068.3379240717936,0.22120890485019287,-10.270962526340554,8,0.9310385981653735,18,2032.0,2049.0,1082.0563007056483,False,False,,False
China,reference,Gompertz,ascending,A,0.06987,403.0,0.25,0.1633534435741445,0.0299581630081903,0.493527504417256,2069.9322707881147,2102.0578603930608,1.411334598688517,2062,95.09307946570777,0.20076585132557612,0.040343684472580466,0.4935274829327427,1.411334598688517,2079,2078.98653551924,2055.130914430063,0.23596297634170663,-23.071324873820686,17,28.756920136749603,20,2030.0,2049.0,756.2988349874614,False,False,,False
China,reference,Logistic,ascending,A,0.06987,403.0,0.25,0.1940326590969685,0.1832568344668814,0.4935275046044257,2070.0690331854757,2077.2554385425037,3.9515989021049345,2062,85.31081332687776,0.19447769917069513,0.18528009512528962,0.4935275046104529,3.9515989021049345,2068,2068.355986246107,2061.248056513913,0.21168936309398947,-8.899452296396703,6,4.60177225312719,20,2030.0,2049.0,1174.7459895988459,False,False,,False
China,us1gt,Gompertz,ascending,A,0.06987,403.0,0.25,0.1662486579086203,0.0304503001156207,0.5204112383657764,2069.2868862709124,2100.8932627750796,1.403561084241197,2061,92.02169275641049,0.20626120688065197,0.04146059995358364,0.5204112398876548,1.403561084241197,2078,2077.556886960999,2054.343917269372,0.22834166937074563,-23.33637581408084,17,32.32572618858312,20,2030.0,2049.0,768.5025777989912,False,False,,False
China,us1gt,Logistic,ascending,A,0.06987,403.0,0.25,0.1964718981815296,0.1853657409083002,0.5204112383614431,2069.613167706924,2076.717813314422,3.953921034194463,2062,84.34235124988153,0.19702623711861622,0.18751770495371467,0.5204112379521203,3.953921034194463,2068,2067.837356646229,2060.8142443633124,0.2092862313892842,-8.880456668192892,6,5.1717460796032455,20,2030.0,2049.0,1176.1122169466976,False,False,,False
EU,maximum,Gompertz,ascending,A,0.4091899999999999,940.0,0.2,0.1313631501447902,0.026121534869155,1.1441827765839183,2071.494793439402,2108.3388630907475,5.118076761876235,2074,461.33558830423186,0.14416281233977823,0.030156734947775245,1.14418277658398,5.118076761876235,2095,2094.657519729754,2062.743466308987,0.4907825407491828,-13.681343360993651,21,25.475828628218512,20,2030.0,2049.0,1633.9133207298316,False,False,,False
EU,maximum,Logistic,ascending,A,0.4091899999999999,940.0,0.2,0.1529926623666546,0.147815052163763,1.1441827768076223,2073.446605499082,2082.356103399646,11.98966113919216,2068,321.84400325507335,0.15307759082016648,0.14901208060962265,1.1441827766901245,11.98966113919216,2075,2074.7371140704067,2065.899187027599,0.3423872375053972,-7.618989329239412,7,6.329068681476202,20,2030.0,2049.0,3075.0022706510977,False,False,,False
Thailand,maximum,Gompertz,ascending,A,0.0039999999999999,105.0,0.2,0.1053601997296973,0.0179940010985275,0.0110683708877625,2105.4446704310735,2158.9304763310165,0.4599516647406723,2116,65.34634624216244,0.10900822455993597,0.019133101146936938,0.01106837035477131,0.4599516647406723,2149,2148.759928181467,2098.4584301269665,0.6223461546872613,-10.170548149549631,33,0.06289277807691902,0,,,38.232570064869286,True,False,,False
Thailand,maximum,Logistic,ascending,A,0.004,105.0,0.2,0.1536544977459414,0.1468701327435368,0.011068370887760099,2090.314681478498,2099.2815004792305,0.701800452860145,2079,19.082839954821484,0.1528396369775662,0.14710608159407168,0.011068370881837522,0.701800452860145,2088,2087.5777744280686,2078.6253376378695,0.18174133290306174,-11.703726051161993,9,0.01196750119034605,0,,,244.53246289356784,True,False,,False
UK,maximum,Gompertz,ascending,A,0.11352,780.0,0.2,0.1174169495554296,0.0217199786082079,0.31728248623700145,2085.99938284297,2130.3099076128015,1.138828209372305,2066,96.21813624019708,0.15058454185777026,0.032173311064198476,0.317282474662232,1.138828209372305,2089,2089.3167133965417,2059.402986202011,0.1233565849233296,-40.99319421625978,23,18.057873834545436,20,2030.0,2049.0,483.71721606349985,False,False,,False
UK,maximum,Logistic,ascending,A,0.11352,780.0,0.2,0.1534317462550065,0.1473931216029962,0.3172824862374392,2081.0062249721905,2089.941227383443,1.875762667601825,2063,49.85623484327664,0.15380932101762834,0.15049372849741227,0.31728248627307076,1.875762667601825,2070,2070.4178986355955,2061.6669831650715,0.06391824979907261,-19.5233287478477,7,4.566176606791039,20,2030.0,2049.0,883.7330806256329,False,False,,False
US,maximum,Gompertz,ascending,A,1.355429999999999,5060.0,0.2,0.1220334706652492,0.0235082646877914,3.5820526651193996,2078.6958534930272,2119.635653299647,8.149624972286217,2060,592.7825226479431,0.1659771479431431,0.037371171761213434,3.5820526642270827,8.149624972286217,2078,2078.3025067248823,2052.5494033362943,0.11715069617548282,-41.33314657476467,18,283.01505040640393,20,2030.0,2049.0,4326.044531139759,False,False,,False
US,maximum,Logistic,ascending,A,1.3554299999999997,5060.0,0.2,0.1508109959996168,0.1454603267486698,3.582052665119053,2077.489080804172,2086.542806492553,14.846636680315937,2060,396.0288516303883,0.1524641961306905,0.14995510169720894,3.5820526652692646,14.846636680315937,2068,2067.8375915915244,2059.055243528542,0.07826657146845618,-18.70521490102874,8,75.22436613799056,20,2030.0,2049.0,6783.300988721104,False,False,,False
Australia,growth10,Logistic,descending,A,0.0619,502.4,0.1,0.0718862762977791,0.0716317612257295,0.0185603879267527,2137.2785377580667,2155.6636489767443,8.150319489231679,2147,455.1055392798051,0.0718583927264238,0.0716345443927524,0.018560387926753154,8.150319489231679,2154,2154.27842599707,2135.8940290823034,0.9058629364645803,-1.3852229796743813,7,0.0002570015783538021,0,,,334.83542929868133,True,False,,False
Australia,ipcc_high,Logistic,descending,B_fixed,0.0619,502.4,0.2,0.1672039818049711,0.1595371949193302,0.23863323270983242,2078.1677680569533,2086.422632369885,10.9785649159788,2077,274.9404756265493,0.1669265225012908,0.15972278931954634,0.23863323269658843,10.9785649159788,2083,2082.5821305278528,2074.3368581873474,0.5472541314222718,-3.840501842032154,6,0.20296708693595678,10,2040.0,2049.0,1723.3812553305515,False,False,,False
Australia,maximum,Gompertz,descending,A,0.0619,5024.0,0.2,0.0979083692866394,0.0157297089274333,0.1698769459269051,2122.9929588358614,2184.178048436642,3.89974026641612,2089,503.6149240236891,0.11496097314468456,0.0210490050954295,0.16987694592703179,3.89974026641612,2134,2134.4075070025638,2088.684507470952,0.10024182404930118,-49.77054143407804,45,4.502282499780796,20,2030.0,2049.0,680.448661859363,False,False,,False
Australia,maximum,Logistic,descending,A,0.0619,5024.0,0.2,0.1537811515024581,0.1465273384871377,0.1698769459267742,2098.1596123473964,2107.1474088263476,5.120659015138015,2074,139.2235234732262,0.15220124902686782,0.14712051203395263,0.1698769337429501,5.120659015138015,2082,2082.4595177724837,2073.5079590896203,0.027711688589416045,-24.68789105386395,8,0.46228266834094645,15,2035.0,2049.0,2783.0299451660644,False,False,,False
Australia,policy,Logistic,descending,A,0.0619,502.4,0.2,0.1524269101182886,0.1463901978695775,0.1685728092219902,2082.4936144165717,2091.48983080326,10.342392554202123,2081,282.3460522005039,0.1521523381030827,0.14652080273263568,0.16857280917796613,10.342392554202123,2088,2087.5013864085904,2078.5131890170705,0.5619945306538693,-3.9884443946693864,7,0.10093641688027621,1,2046.0,2046.0,1632.1707650491694,False,False,,False
Australia,reference,Logistic,descending,A,0.0619,502.4,0.2,0.1513333447484166,0.1454105754986595,0.1642106589698478,2082.847260764758,2091.904084124466,10.342392554202123,2082,284.2558600952059,0.15106176795591053,0.14553638473082867,0.16421065692148795,10.342392554202123,2088,2087.9366601556007,2078.8876659857883,0.5657958998710308,-3.967423968865205,6,0.09470067177554109,0,,,1623.5164356957025,True,False,,False
Australia,us1gt,Logistic,descending,A,0.0619,502.4,0.2,0.154036645770349,0.1478305186636941,0.1751829272834008,2081.982166272535,2090.890732033038,10.342392554202123,2081,279.5837375599152,0.1537578752663018,0.14796844257775518,0.17518292735933624,10.342392554202123,2087,2086.872366654919,2077.9721047208054,0.5564962929138441,-4.018365378119142,6,0.11079022626722668,4,2044.0,2047.0,1648.4017786608295,False,False,,False
Brazil,maximum,Gompertz,descending,A,0.3265999999999997,3000.0,0.2,0.1145032624053669,0.0208015772267692,0.913037957228728,2090.0260551979404,2136.292914658995,16.93628470293647,2104,2097.602711078927,0.1181437177107647,0.021947719034898235,0.9130379724519087,16.93628470293647,2129,2128.91960194128,2085.0688651704613,0.6992009036929756,-7.37331271771518,25,5.368472303478978,20,2030.0,2049.0,1990.5877420289758,False,False,,False
Brazil,maximum,Logistic,descending,A,0.3266,3000.0,0.2,0.1535831018128014,0.1473507739860365,0.9130379572409132,2082.9913734780794,2091.928943748662,33.3434965152028,2076,902.9864110228922,0.15304283253749396,0.14770320398257905,0.9130379569055144,33.3434965152028,2084,2083.6505954863173,2074.734350872692,0.3009954703409641,-8.27834826234448,8,1.4764632884805007,20,2030.0,2049.0,9181.663180916332,False,False,,False
Canada,growth10,Logistic,descending,A,0.1090699999999999,404.0,0.1,0.0721272651291469,0.0721234405175577,0.0332172264783646,2125.6686525333007,2143.9284289315747,0.9604945200976079,2098,52.97751381369623,0.07145115790963175,0.0725209207419841,0.0332172268641326,0.9604945200976079,2115,2115.266044244706,2097.1063479329296,0.13113245993489164,-28.66238468686879,17,0.06570796024101336,0,,,424.52385639997146,True,False,,False
Canada,ipcc_high,Gompertz,descending,B_fixed,0.10907,404.0,0.2,0.1423309588279286,0.0271839528976792,0.443912423813619,2072.0764218012673,2107.480531488397,0.6867229488224125,2055,38.81252010870038,0.21384261627994472,0.04809547300051061,0.44391241055913006,0.6867229488224125,2067,2066.8147405326235,2046.8040495033663,0.09607059432846629,-40.665790955773446,12,55.53322352139523,20,2030.0,2049.0,451.1519453313227,False,False,,False
Canada,ipcc_high,Logistic,descending,B_fixed,0.1090699999999999,404.0,0.2,0.169212860740691,0.1618945877098614,0.4439124238134998,2072.6200311448715,2080.754694048396,1.5235606296637585,2058,36.36507571137361,0.17214481298934836,0.16758503590160234,0.4439124261660235,1.5235606296637585,2065,2064.6473085271487,2056.788862873934,0.09001256364201389,-16.107385521247124,7,11.86998177169793,20,2030.0,2049.0,640.8344054479197,False,False,,False
Canada,maximum,Gompertz,descending,A,0.1090699999999999,4040.0,0.2,0.1035427768432287,0.0173421152376041,0.3070322157475426,2110.1996893022406,2165.6960135356485,0.6867229488224125,2058,49.050285504701286,0.16974512615296278,0.03805699587193754,0.30703221582132506,0.6867229488224125,2078,2077.552347219751,2052.2633398225885,0.012141159778391407,-88.14366631589746,20,34.96503253496944,20,2030.0,2049.0,371.71215223925697,False,False,,False
Canada,maximum,Logistic,descending,A,0.10907,4040.0,0.2,0.1545279746072891,0.1474960497791229,0.3070322157474827,2092.393403016311,2101.3221702537858,0.874495804714136,2058,22.5730394956223,0.15717018375302239,0.15496288036597486,0.30703221574798145,0.874495804714136,2064,2064.380350044984,2055.881812241514,0.005587386013767896,-36.9418202088018,6,10.816407999290984,20,2030.0,2049.0,586.7752425476305,False,False,,False
Canada,policy,Gompertz,descending,B_fixed,0.10907,404.0,0.2,0.0662079714224016,0.0130961772731594,0.060000000002207,2117.3387282785757,2190.8276273706556,0.9977678111517686,2117,182.91913650125727,0.0707643300412415,0.014827394016571726,0.06000000000221926,0.9977678111517686,2165,2165.2110179454394,2100.302535103238,0.4527701398545972,-25.61660942521621,48,0.5768139091527485,20,2030.0,2049.0,105.44518639759411,False,False,,False
Canada,policy,Logistic,descending,B_fixed,0.1090699999999999,404.0,0.2,0.0912467437199575,0.0904286055215101,0.060000000000527,2106.3027620583966,2120.866272015559,0.909821969222852,2081,39.846124622641554,0.09052051449272058,0.09133354652069411,0.05999999985264407,0.909821969222852,2095,2094.5770337834506,2080.157820393698,0.09862902134317217,-26.289238232108346,14,0.2590754812547627,16,2033.0,2048.0,490.4621503402207,False,False,,False
Canada,reference,Gompertz,descending,A,0.10907,404.0,0.2,0.1233105773661677,0.0237539236920691,0.2960625123588741,2078.152190904377,2118.6685983238613,0.6867234658800355,2060,50.09622393580483,0.16627452476475302,0.03726244758228055,0.296062512408979,0.6867234658800355,2079,2078.658843611321,2052.8305979494103,0.1240005542965466,-40.00975471254014,19,22.758365074707132,20,2030.0,2049.0,362.6272065993893,False,False,,False
Canada,reference,Logistic,descending,A,0.1090699999999999,404.0,0.2,0.1519240980329125,0.1464673176479215,0.2960625123588293,2077.109160467911,2086.1006400558044,1.3599904130470346,2061,36.16087229580033,0.15323835760405413,0.15043778832790844,0.296062512360736,1.3599904130470346,2069,2068.5589440148815,2059.8047745235417,0.08950710964307013,-17.541696040922943,8,5.481882258152909,20,2030.0,2049.0,598.7276378420047,False,False,,False
Canada,us1gt,Gompertz,descending,A,0.10907,404.0,0.2,0.1233618395009653,0.023763245851481,0.2964057038280505,2078.133301128021,2118.6338142369746,0.6867234658800355,2060,50.06276576136135,0.1663832669908738,0.03728735099008151,0.2964057038993979,0.6867234658800355,2079,2078.6234221919453,2052.812426651522,0.12391773703307264,-40.01039204502922,19,22.813305281183055,20,2030.0,2049.0,362.89390515086114,False,False,,False
Canada,us1gt,Logistic,descending,A,0.1090699999999999,404.0,0.2,0.1519724989318754,0.1465108295780657,0.2964057038280061,2077.0951696216007,2086.0839788496796,1.3599904130470346,2061,36.14906838650704,0.1532914237930212,0.15048691141978787,0.29640570382951226,1.3599904130470346,2069,2068.544181246645,2059.7928693584563,0.0894778920458095,-17.539797603034458,8,5.496163352055633,20,2030.0,2049.0,598.6952148963198,False,False,,False
China,growth10,Logistic,descending,A,0.06987,403.0,0.1,0.0724913316299104,0.0723207514249255,0.0214367762329029,2131.5327418070483,2149.742700511528,2.2207349755033654,2117,122.67775940404135,0.07210258757021637,0.07240872302498894,0.021436776232905946,2.2207349755033654,2133,2133.1658889501273,2114.978054088431,0.3044113136576709,-16.57681156140052,16,0.009363756446769886,0,,,672.9940968662671,True,False,,False
China,ipcc_low,Gompertz,descending,B_fixed,0.06987,403.0,0.25,0.0893076573600665,0.0169370564521451,0.0879426999999775,2100.6319590383146,2157.4555076188185,1.953995575581824,2121,300.0476408027664,0.09152838677330921,0.01770222439270875,0.08794269999521846,1.953995575581824,2150,2149.9885099462786,2095.621124878241,0.7445350888406115,-7.4669976725399465,29,0.3526770994541767,19,2031.0,2049.0,115.55004114283686,False,False,,False
China,ipcc_low,Logistic,descending,B_fixed,0.06987,403.0,0.25,0.1213683348255795,0.1183739675613612,0.0879427000000461,2092.0315795186334,2103.156980855225,2.635461361254627,2080,88.72365780414786,0.12074483016497206,0.118816623501806,0.08794270000730368,2.635461361254627,2090,2090.1419014869057,2079.0579482646126,0.2201579598117813,-13.01507936831922,10,0.1800375099074436,11,2038.0,2048.0,948.994024878134,False,False,,False
China,maximum,Gompertz,descending,A,0.0698699999999999,4030.0,0.25,0.1349912755549015,0.021730893036475,0.513725921073499,2095.9001692709967,2140.188438901876,1.4017753019350647,2059,92.44047272097919,0.2050333921910028,0.041220260116303045,0.5137259211265853,1.4017753019350647,2078,2077.849503452622,2054.5011876631597,0.022938082561037017,-62.33893544925422,19,53.905992901347815,20,2030.0,2049.0,789.5417543166976,False,False,,False
China,maximum,Logistic,descending,A,0.06987,4030.0,0.25,0.1970091942717815,0.1843633591957552,0.5137259210581473,2082.3187761868276,2089.4620496803773,2.356725775610778,2059,49.89007387017779,0.1977727261919624,0.18895348054551833,0.5137258874474967,2.356725775610778,2065,2064.7680259152257,2057.798279218194,0.012379670935527987,-24.69402376515154,6,10.93984019108396,20,2030.0,2049.0,1286.5689922226616,False,False,,False
