Region_no,Region_name,Period_yr,Region_Q_Mt_yr,Number_of_Wells,Max_Capacity_Gt,Max_Q_Mt_yr,Optimum_Q_Mt_yr,Distance_km,AssignedCountry,RegionGroup,ScreeningCase
3,Al Daww,20,1096.2851961834872,1024,21.925703923669747,5.977764251797178,1.0705910118979367,6.2,Syria,Middle East,Middle East
3,Al Daww,30,724.0478329851809,676,21.721434989555423,5.9209016580945235,1.0710766760135813,7.6,Syria,Middle East,Middle East
3,Al Daww,40,540.2784888192925,484,21.611139552771704,5.881271324119059,1.1162778694613482,9.0,Syria,Middle East,Middle East
3,Al Daww,50,426.771965379515,361,21.33859826897575,5.850929901131765,1.182193809915554,10.4,Syria,Middle East,Middle East
3,Al Daww,60,363.0874785146116,361,21.785248710876697,5.826392642459107,1.005782488960143,10.4,Syria,Middle East,Middle East
3,Al Daww,70,298.5126653154691,272,20.89588657208284,5.8058218886450925,1.0974730342480483,11.8,Syria,Middle East,Middle East
3,Al Daww,80,266.92998643796426,225,21.35439891503714,5.788130834485463,1.1863554952798412,13.2,Syria,Middle East,Middle East
3,Al Daww,90,241.2423928754908,225,21.711815358794173,5.772623902735075,1.0721884127799592,13.2,Syria,Middle East,Middle East
3,Al Daww,100,211.80174124413617,182,21.180174124413615,5.758829337342727,1.163745831011737,14.6,Syria,Middle East,Middle East
3,Al Daww,110,195.15859296133365,182,21.4674452257467,5.746412636675276,1.0722999613260091,14.6,Syria,Middle East,Middle East
3,Al Daww,120,169.13832465275033,110,20.29659895833004,5.735128117110994,1.5376211332068213,18.8,Syria,Middle East,Middle East
3,Al Daww,130,156.64573551483974,110,20.363945616929165,5.724790091191171,1.4240521410439977,18.8,Syria,Middle East,Middle East
3,Al Daww,140,146.64674867359335,110,20.53054481430307,5.715254847273824,1.3331522606690305,18.8,Syria,Middle East,Middle East
3,Al Daww,150,138.43927253277505,110,20.765890879916256,5.706408914475788,1.258538841207046,18.8,Syria,Middle East,Middle East
6,Anadarko,10,14350.933939860795,8010,143.50933939860795,19.998,1.7916272084720095,2.0,USA,North America,US
6,Anadarko,20,7037.03481910954,2970,140.7406963821908,19.998,2.369371992966175,3.3,USA,North America,US
6,Anadarko,30,4723.365889036718,1560,141.70097667110153,19.998,3.027798646818409,4.5,USA,North America,US
6,Anadarko,40,3553.765709250255,1560,142.1506283700102,19.998,2.2780549418270866,4.5,USA,North America,US
6,Anadarko,50,2853.8093983238473,961,142.69046991619237,19.998,2.969624764124711,5.8,USA,North America,US
6,Anadarko,60,2384.209362559392,961,143.05256175356354,19.998,2.480967078625798,5.8,USA,North America,US
6,Anadarko,70,2049.255474733739,961,143.44788323136177,19.998,2.1324198488384387,5.8,USA,North America,US
6,Anadarko,80,1793.5407981735846,961,143.48326385388677,19.998,1.8663275735417113,5.8,USA,North America,US
6,Anadarko,90,1597.8702763698736,961,143.80832487328863,19.998,1.662716208501429,5.8,USA,North America,US
6,Anadarko,100,1438.991646185318,961,143.8991646185318,19.998,1.4973898503489262,5.8,USA,North America,US
6,Anadarko,110,1308.7286172065133,961,143.96014789271646,19.998,1.361840392514582,5.8,USA,North America,US
6,Anadarko,120,1201.8185139015516,961,144.2182216681862,19.998,1.2505915857456311,5.8,USA,North America,US
6,Anadarko,130,1109.239016769791,961,144.20107218007283,19.998,1.154254960218305,5.8,USA,North America,US
6,Anadarko,140,1030.856759526344,961,144.31994633368816,19.998,1.072691737280275,5.8,USA,North America,US
6,Anadarko,150,962.6708943631224,961,144.40063415446838,19.998,1.001738703811782,5.8,USA,North America,US
7,Appalachian,10,0.0940153491943455,1,0.0009401534919434,0.0940153491943455,0.0940153491943455,2.0,USA,North America,US
7,Appalachian,20,0.0925850146395921,1,0.0018517002927918,0.0925850146395921,0.0925850146395921,2.0,USA,North America,US
7,Appalachian,30,0.0917707264477555,1,0.0027531217934326,0.0917707264477555,0.0917707264477555,2.0,USA,North America,US
7,Appalachian,40,0.091202647350656,1,0.0036481058940262,0.091202647350656,0.091202647350656,2.0,USA,North America,US
7,Appalachian,50,0.0907674066521727,1,0.0045383703326086,0.0907674066521727,0.0907674066521727,2.0,USA,North America,US
7,Appalachian,60,0.090415226214361,1,0.0054249135728616,0.090415226214361,0.090415226214361,2.0,USA,North America,US
7,Appalachian,70,0.0901198390188492,1,0.0063083887313194,0.0901198390188492,0.0901198390188492,2.0,USA,North America,US
7,Appalachian,80,0.0898657025416438,1,0.0071892562033315,0.0898657025416438,0.0898657025416438,2.0,USA,North America,US
7,Appalachian,90,0.0896428649489162,1,0.0080678578454024,0.0896428649489162,0.0896428649489162,2.0,USA,North America,US
7,Appalachian,100,0.0894445741674705,1,0.008944457416747,0.0894445741674705,0.0894445741674705,2.0,USA,North America,US
7,Appalachian,110,0.0892660410281489,1,0.0098192645130963,0.0892660410281489,0.0892660410281489,2.0,USA,North America,US
7,Appalachian,120,0.0891037469703941,1,0.0106924496364472,0.0891037469703941,0.0891037469703941,2.0,USA,North America,US
7,Appalachian,130,0.0889550319680806,1,0.0115641541558504,0.0889550319680806,0.0889550319680806,2.0,USA,North America,US
7,Appalachian,140,0.0888178368161549,1,0.0124344971542616,0.0888178368161549,0.0888178368161549,2.0,USA,North America,US
7,Appalachian,150,0.0886905352625608,1,0.0133035802893841,0.0886905352625608,0.0886905352625608,2.0,USA,North America,US
8,Aquitaine-Bay of Biscay,10,12197.100951176408,1600,121.97100951176408,19.998,7.623188094485255,13.7,France,Europe,EU
8,Aquitaine-Bay of Biscay,20,6169.258946309635,1600,123.3851789261927,19.998,3.8557868414435217,13.7,France,Europe,EU
8,Aquitaine-Bay of Biscay,30,4128.947221147068,1600,123.86841663441204,19.998,2.5805920132169176,13.7,France,Europe,EU
8,Aquitaine-Bay of Biscay,40,3076.4135728230317,650,123.05654291292127,19.998,4.73294395818928,21.5,France,Europe,EU
8,Aquitaine-Bay of Biscay,50,2467.8008580732744,650,123.39004290366373,19.998,3.7966167047281143,21.5,France,Europe,EU
8,Aquitaine-Bay of Biscay,60,2060.883650365108,650,123.6530190219065,19.998,3.170590231330936,21.5,France,Europe,EU
8,Aquitaine-Bay of Biscay,70,1768.971102352048,650,123.82797716464336,19.998,2.721494003618535,21.5,France,Europe,EU
8,Aquitaine-Bay of Biscay,80,1550.616299734314,650,124.04930397874512,19.998,2.38556353805279,21.5,France,Europe,EU
8,Aquitaine-Bay of Biscay,90,1371.9132771712584,462,123.47219494541324,19.998,2.969509257946447,25.4,France,Europe,EU
8,Aquitaine-Bay of Biscay,100,1247.497126124599,462,124.74971261245987,19.998,2.700210229706924,25.4,France,Europe,EU
8,Aquitaine-Bay of Biscay,110,1149.6943646148447,272,126.46638010763292,19.998,4.226817516966341,33.2,France,Europe,EU
8,Aquitaine-Bay of Biscay,120,1071.015049465121,272,128.52180593581448,19.998,3.937555328915885,33.2,France,Europe,EU
8,Aquitaine-Bay of Biscay,130,1006.6721138894014,272,130.86737480562218,19.998,3.701000418711035,33.2,France,Europe,EU
8,Aquitaine-Bay of Biscay,140,953.2539328711902,272,133.45555060196662,19.998,3.504610047320552,33.2,France,Europe,EU
8,Aquitaine-Bay of Biscay,150,908.0820391931314,272,136.21230587896972,19.998,3.3385369087982775,33.2,France,Europe,EU
9,Arabian,10,67005.30088686045,12656,670.0530088686046,19.998,5.2943505757633105,10.2,Saudi Arabia,Middle East,Middle East
9,Arabian,20,35054.21448670575,12656,701.084289734115,19.998,2.769770424044386,10.2,Saudi Arabia,Middle East,Middle East
9,Arabian,30,23601.33328438517,12656,708.0399985315552,19.998,1.8648335401694984,10.2,Saudi Arabia,Middle East,Middle East
9,Arabian,40,17834.649021232715,12656,713.3859608493086,19.998,1.4091852892882992,10.2,Saudi Arabia,Middle East,Middle East
9,Arabian,50,14305.500525893,12656,715.2750262946499,19.998,1.130333480238069,10.2,Saudi Arabia,Middle East,Middle East
9,Arabian,60,11610.681899029794,3906,696.6409139417876,19.998,2.9725248077393225,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,70,10050.178411916271,3906,703.5124888341389,19.998,2.5730103461127167,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,80,8811.287987449212,3906,704.903038995937,19.998,2.2558340981692813,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,90,7877.43243830853,3906,708.9689194477678,19.998,2.0167517763206684,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,100,7112.334473505679,3906,711.2334473505679,19.998,1.820874161163768,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,110,6474.140481741087,3906,712.1554529915196,19.998,1.6574860424324338,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,120,5945.833020273207,3906,713.4999624327849,19.998,1.522230675953202,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,130,5511.9242981790685,3906,716.5501587632789,19.998,1.4111429334815844,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,140,5117.585729135713,3906,716.4620020789998,19.998,1.3101857985498495,18.5,Saudi Arabia,Middle East,Middle East
9,Arabian,150,4779.674837185792,3906,716.9512255778687,19.998,1.2236750735242683,18.5,Saudi Arabia,Middle East,Middle East
10,Arkoma,10,0.5827539104928761,1,0.0058275391049287,0.5827539104928761,0.5827539104928761,2.0,USA,North America,US
10,Arkoma,20,0.5691784825640331,1,0.0113835696512806,0.5691784825640331,0.5691784825640331,2.0,USA,North America,US
10,Arkoma,30,0.5615379047276121,1,0.0168461371418283,0.5615379047276121,0.5615379047276121,2.0,USA,North America,US
10,Arkoma,40,0.5562448433955977,1,0.0222497937358239,0.5562448433955977,0.5562448433955977,2.0,USA,North America,US
10,Arkoma,50,0.5522100798739936,1,0.0276105039936996,0.5522100798739936,0.5522100798739936,2.0,USA,North America,US
10,Arkoma,60,0.5489582931066308,1,0.0329374975863978,0.5489582931066308,0.5489582931066308,2.0,USA,North America,US
10,Arkoma,70,0.5462398152450891,1,0.0382367870671562,0.5462398152450891,0.5462398152450891,2.0,USA,North America,US
10,Arkoma,80,0.5439074590452563,1,0.0435125967236205,0.5439074590452563,0.5439074590452563,2.0,USA,North America,US
10,Arkoma,90,0.5418672715732618,1,0.0487680544415935,0.5418672715732618,0.5418672715732618,2.0,USA,North America,US
10,Arkoma,100,0.5400556771919253,1,0.0540055677191925,0.5400556771919253,0.5400556771919253,2.0,USA,North America,US
10,Arkoma,110,0.5384276873849072,1,0.0592270456123397,0.5384276873849072,0.5384276873849072,2.0,USA,North America,US
10,Arkoma,120,0.536950318014115,1,0.0644340381616938,0.536950318014115,0.536950318014115,2.0,USA,North America,US
10,Arkoma,130,0.5355986797251586,1,0.0696278283642706,0.5355986797251586,0.5355986797251586,2.0,USA,North America,US
10,Arkoma,140,0.5343535376997668,1,0.0748094952779673,0.5343535376997668,0.5343535376997668,2.0,USA,North America,US
10,Arkoma,150,0.5331997249863158,1,0.0799799587479473,0.5331997249863158,0.5331997249863158,2.0,USA,North America,US
13,Balearic,10,8963.321284665964,7140,89.63321284665965,13.197512258313903,1.2553671267039166,5.0,Spain,Europe,EU
13,Balearic,20,4381.94213634854,2756,87.6388427269708,12.951134908815792,1.5899644906925037,8.0,Spain,Europe,EU
13,Balearic,30,2970.668323995295,2756,89.12004971985884,12.811537573829948,1.0778912641492362,8.0,Spain,Europe,EU
13,Balearic,40,2178.99991158385,1444,87.159996463354,12.714433716815956,1.5090027088530815,11.0,Spain,Europe,EU
13,Balearic,50,1747.4124344339116,1444,87.37062172169558,12.640194338105394,1.2101194144279166,11.0,Spain,Europe,EU
13,Balearic,60,1477.1570264122768,1444,88.6294215847366,12.580222728416972,1.0229619296483912,11.0,Spain,Europe,EU
13,Balearic,70,1256.000787184641,900,87.92005510292488,12.529991202637756,1.3955564302051566,14.0,Spain,Europe,EU
13,Balearic,80,1101.2163059368013,900,88.09730447494411,12.486824777438349,1.2235736732631126,14.0,Spain,Europe,EU
13,Balearic,90,985.5496968333828,900,88.69947271500443,12.44901286694511,1.0950552187037583,14.0,Spain,Europe,EU
13,Balearic,100,863.2151977002428,600,86.32151977002428,12.415396163338745,1.4386919961670714,17.0,Spain,Europe,EU
13,Balearic,110,786.1959803662661,600,86.48155784028927,12.385153180474608,1.310326633943777,17.0,Spain,Europe,EU
13,Balearic,120,722.1624527389819,441,86.65949432867782,12.357680901587404,1.637556582174562,20.0,Spain,Europe,EU
13,Balearic,130,673.1179443086728,441,87.50533276012746,12.332523802495365,1.5263445449176254,20.0,Spain,Europe,EU
13,Balearic,140,626.9623268871458,441,87.77472576420041,12.30932949882544,1.421683280923233,20.0,Spain,Europe,EU
13,Balearic,150,585.5974761648944,441,87.83962142473416,12.287819877248266,1.3278854334804862,20.0,Spain,Europe,EU
14,Baltic,10,0.2987206619623574,1,0.0029872066196235,0.2987206619623574,0.2987206619623574,2.0,Latvia,Europe,EU
14,Baltic,20,0.2955999540885123,1,0.0059119990817702,0.2955999540885123,0.2955999540885123,2.0,Latvia,Europe,EU
14,Baltic,30,0.2938127645562059,1,0.0088143829366861,0.2938127645562059,0.2938127645562059,2.0,Latvia,Europe,EU
14,Baltic,40,0.2925613592580948,1,0.0117024543703237,0.2925613592580948,0.2925613592580948,2.0,Latvia,Europe,EU
14,Baltic,50,0.2916000079964601,1,0.014580000399823,0.2916000079964601,0.2916000079964601,2.0,Latvia,Europe,EU
14,Baltic,60,0.2908204766681883,1,0.0174492286000913,0.2908204766681883,0.2908204766681883,2.0,Latvia,Europe,EU
14,Baltic,70,0.2901655165241543,1,0.0203115861566908,0.2901655165241543,0.2901655165241543,2.0,Latvia,Europe,EU
14,Baltic,80,0.2896011879500226,1,0.0231680950360018,0.2896011879500226,0.2896011879500226,2.0,Latvia,Europe,EU
14,Baltic,90,0.2891057246140386,1,0.0260195152152634,0.2891057246140386,0.2891057246140386,2.0,Latvia,Europe,EU
14,Baltic,100,0.288664338152646,1,0.0288664338152646,0.288664338152646,0.288664338152646,2.0,Latvia,Europe,EU
14,Baltic,110,0.2882665265786005,1,0.031709317923646,0.2882665265786005,0.2882665265786005,2.0,Latvia,Europe,EU
14,Baltic,120,0.2879045657928056,1,0.0345485478951366,0.2879045657928056,0.2879045657928056,2.0,Latvia,Europe,EU
14,Baltic,130,0.2875726106619572,1,0.0373844393860544,0.2875726106619572,0.2875726106619572,2.0,Latvia,Europe,EU
14,Baltic,140,0.2872661322506177,1,0.0402172585150864,0.2872661322506177,0.2872661322506177,2.0,Latvia,Europe,EU
14,Baltic,150,0.286981550906659,1,0.0430472326359988,0.286981550906659,0.286981550906659,2.0,Latvia,Europe,EU
15,Banggai-Sula,10,550.7630381304886,529,5.507630381304885,9.150572728937556,1.0411399586587686,10.7,Indonesia,Asia,Indonesia
15,Banggai-Sula,20,259.205500388224,156,5.184110007764479,9.02961801176536,1.661573720437333,19.3,Indonesia,Asia,Indonesia
15,Banggai-Sula,30,176.93823164717713,100,5.308146949415314,8.960461475801248,1.7693823164717717,24.5,Indonesia,Asia,Indonesia
15,Banggai-Sula,40,134.24996411767816,100,5.369998564707126,8.912087875423081,1.3424996411767816,24.5,Indonesia,Asia,Indonesia
15,Banggai-Sula,50,109.02678498040066,100,5.451339249020033,8.874955184607886,1.0902678498040066,24.5,Indonesia,Asia,Indonesia
15,Banggai-Sula,60,87.4974474249312,49,5.249846845495872,8.84486398725294,1.7856621923455347,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,70,75.78805855334099,49,5.305164098733869,8.819594469613476,1.546695072517163,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,80,66.49131614460738,49,5.3193052915685906,8.797831306582971,1.3569656356042323,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,90,59.71607559747335,49,5.374446803772601,8.778731316889269,1.218695420356599,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,100,54.00876493122355,49,5.400876493122355,8.76172184963714,1.10221969247395,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,110,49.7176289713672,49,5.468939186850392,8.74639637330581,1.0146454892115755,34.9,Indonesia,Asia,Indonesia
15,Banggai-Sula,120,45.62410311199307,36,5.474892373439168,8.732455979339406,1.2673361975553632,40.1,Indonesia,Asia,Indonesia
15,Banggai-Sula,130,42.854466035441064,36,5.571080584607338,8.71967453431198,1.190401834317807,40.1,Indonesia,Asia,Indonesia
15,Banggai-Sula,140,40.57656013551961,36,5.680718418972745,8.707876869605926,1.1271266704311005,40.1,Indonesia,Asia,Indonesia
15,Banggai-Sula,150,38.66506304519443,36,5.799759456779165,8.696924565089871,1.0740295290331785,40.1,Indonesia,Asia,Indonesia
16,Barreirinhas-Para-Maranhao,10,17274.03656063741,7832,172.7403656063741,19.998,2.205571573115093,5.4,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,20,8723.985008917234,7832,174.47970017834467,19.998,1.113889812170229,5.4,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,30,5719.268112391891,2916,171.5780433717567,19.998,1.961340230587068,8.8,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,40,4300.732982802462,2916,172.0293193120985,19.998,1.474874136763533,8.8,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,50,3449.1600578758553,2916,172.45800289379275,19.998,1.1828395260205264,8.8,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,60,2870.5573809899174,1521,172.23344285939507,19.998,1.887282959230715,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,70,2462.938260367163,1521,172.40567822570142,19.998,1.6192887970855772,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,80,2158.757080386251,1521,172.70056643090007,19.998,1.419301170536654,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,90,1921.9099056113769,1521,172.9718915050239,19.998,1.2635831069108328,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,100,1730.509543006801,1521,173.05095430068013,19.998,1.1377446042122297,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,110,1576.4414221330649,1521,173.40855643463715,19.998,1.0364506391407395,12.2,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,120,1436.187825310044,930,172.34253903720528,19.998,1.5442879842043484,15.7,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,130,1327.853071233756,930,172.62089926038828,19.998,1.4277990013266193,15.7,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,140,1236.2377177830958,930,173.07328048963342,19.998,1.329287868583974,15.7,Brazil,South America,Brazil
16,Barreirinhas-Para-Maranhao,150,1152.4060711725422,930,172.8609106758813,19.998,1.239146313088755,15.7,Brazil,South America,Brazil
17,Bass,10,1694.8578005192649,1225,16.948578005192648,1.9575064512037408,1.3835573881789918,8.0,Australia,South Pacific,Australia
17,Bass,20,913.2953090664716,784,18.26590618132943,1.925867640285418,1.164917486054173,10.0,Australia,South Pacific,Australia
17,Bass,30,617.3492232619417,552,18.520476697858253,1.9078698171928392,1.1183862740252566,12.0,Australia,South Pacific,Australia
17,Bass,40,453.77360525366754,400,18.150944210146704,1.8953200289701309,1.1344340131341688,14.0,Australia,South Pacific,Australia
17,Bass,50,359.9003169137826,306,17.995015845689128,1.8857083448498533,1.1761448265156291,16.0,Australia,South Pacific,Australia
17,Bass,60,308.6528590428682,306,18.519171542572096,1.87793316741954,1.0086694739963014,16.0,Australia,South Pacific,Australia
17,Bass,70,257.7343169004264,240,18.04140218302985,1.8714133833699176,1.07389298708511,18.0,Australia,South Pacific,Australia
17,Bass,80,224.34775398160255,196,17.947820318528205,1.8658052269142456,1.144631397865319,20.1,Australia,South Pacific,Australia
17,Bass,90,203.14110435894793,196,18.28269939230531,1.8608886323930685,1.0364342059129996,20.1,Australia,South Pacific,Australia
17,Bass,100,173.1376891051714,156,17.31376891051714,1.8565143180790924,1.1098569814434065,22.1,Australia,South Pacific,Australia
17,Bass,110,160.05210712817893,156,17.605731784099685,1.8525764172738095,1.0259750456934549,22.1,Australia,South Pacific,Australia
17,Bass,120,145.15449407844383,132,17.41853928941326,1.8489971619197465,1.099655258170029,24.1,Australia,South Pacific,Australia
17,Bass,130,135.91070682568125,132,17.66839188733856,1.8457177672107656,1.0296265668612214,24.1,Australia,South Pacific,Australia
17,Bass,140,124.29971539217868,100,17.401960154905016,1.8426927315481845,1.2429971539217868,28.1,Australia,South Pacific,Australia
17,Bass,150,118.12247632423524,100,17.71837144863529,1.839886124129834,1.1812247632423525,28.1,Australia,South Pacific,Australia
18,Beaufort-Mackenzie,10,0.3953833493905506,1,0.0039538334939055,0.3953833493905506,0.3953833493905506,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,20,0.3905174723610279,1,0.0078103494472205,0.3905174723610279,0.3905174723610279,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,30,0.3877313212069406,1,0.0116319396362082,0.3877313212069406,0.3877313212069406,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,40,0.3857807092311071,1,0.0154312283692442,0.3857807092311071,0.3857807092311071,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,50,0.3842823939663621,1,0.0192141196983181,0.3842823939663621,0.3842823939663621,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,60,0.3830675803000796,1,0.0229840548180047,0.3830675803000796,0.3830675803000796,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,70,0.3820469908486319,1,0.0267432893594042,0.3820469908486319,0.3820469908486319,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,80,0.3811677004167054,1,0.0304934160333364,0.3811677004167054,0.3811677004167054,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,90,0.380395768232845,1,0.034235619140956,0.380395768232845,0.380395768232845,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,100,0.3797081354092536,1,0.0379708135409253,0.3797081354092536,0.3797081354092536,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,110,0.3790884272834179,1,0.0416997270011759,0.3790884272834179,0.3790884272834179,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,120,0.3785246009254959,1,0.0454229521110595,0.3785246009254959,0.3785246009254959,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,130,0.3780075433024847,1,0.049140980629323,0.3780075433024847,0.3780075433024847,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,140,0.377530193685237,1,0.0528542271159331,0.377530193685237,0.377530193685237,2.0,Canada,North America,Canada
18,Beaufort-Mackenzie,150,0.3770869714880049,1,0.0565630457232007,0.3770869714880049,0.3770869714880049,2.0,Canada,North America,Canada
19,Beibuwan,10,1479.5326567180286,1225,14.795326567180288,13.696147963913797,1.2077817605861458,8.1,China,Asia,China
19,Beibuwan,20,749.0700303992767,552,14.981400607985533,13.513943289964494,1.3570109246363709,12.1,China,Asia,China
19,Beibuwan,30,492.9678479918537,400,14.789035439755612,13.40979056141182,1.2324196199796342,14.1,China,Asia,China
19,Beibuwan,40,369.73292176705536,306,14.789316870682214,13.336948021213551,1.20827752211456,16.1,China,Asia,China
19,Beibuwan,50,293.7077931787002,196,14.685389658935009,13.281038060252545,1.4985091488709192,20.2,China,Asia,China
19,Beibuwan,60,246.2017068147723,196,14.772102408886338,13.235733919835024,1.256131157218226,20.2,China,Asia,China
19,Beibuwan,70,211.52046701283336,196,14.806432690898337,13.197691580927994,1.0791860561879254,20.2,China,Asia,China
19,Beibuwan,80,181.01656842237617,100,14.481325473790092,13.164929730402648,1.8101656842237617,28.2,China,Asia,China
19,Beibuwan,90,161.44380437119173,100,14.529942393407255,13.136178338038825,1.6144380437119177,28.2,China,Asia,China
19,Beibuwan,100,146.98954346115164,100,14.698954346115164,13.110574902186428,1.4698954346115165,28.2,China,Asia,China
19,Beibuwan,110,134.22478667262604,100,14.764726533988863,13.087507151465472,1.3422478667262605,28.2,China,Asia,China
19,Beibuwan,120,123.14098356774564,100,14.776918028129478,13.066524922605891,1.2314098356774563,28.2,China,Asia,China
19,Beibuwan,130,113.63972499378012,100,14.773164249191415,13.047287666111512,1.1363972499378012,28.2,China,Asia,China
19,Beibuwan,140,105.8662105464604,100,14.821269476504456,13.029531592774296,1.058662105464604,28.2,China,Asia,China
19,Beibuwan,150,95.52340501223875,49,14.328510751835816,13.013048260008858,1.94945724514773,40.4,China,Asia,China
21,Big Horn,10,0.5789698425178058,1,0.005789698425178,0.5789698425178058,0.5789698425178058,2.0,USA,North America,US
21,Big Horn,20,0.5670055120786097,1,0.0113401102415721,0.5670055120786097,0.5670055120786097,2.0,USA,North America,US
21,Big Horn,30,0.5602543940516598,1,0.0168076318215497,0.5602543940516598,0.5602543940516598,2.0,USA,North America,US
21,Big Horn,40,0.5555700365091565,1,0.0222228014603662,0.5555700365091565,0.5555700365091565,2.0,USA,North America,US
21,Big Horn,50,0.5519951025279574,1,0.0275997551263978,0.5519951025279574,0.5519951025279574,2.0,USA,North America,US
21,Big Horn,60,0.5491112585142648,1,0.0329466755108558,0.5491112585142648,0.5491112585142648,2.0,USA,North America,US
21,Big Horn,70,0.5466985459757258,1,0.0382688982183008,0.5466985459757258,0.5466985459757258,2.0,USA,North America,US
21,Big Horn,80,0.5446271855172276,1,0.0435701748413782,0.5446271855172276,0.5446271855172276,2.0,USA,North America,US
21,Big Horn,90,0.5428142786736116,1,0.048853285080625,0.5428142786736116,0.5428142786736116,2.0,USA,North America,US
21,Big Horn,100,0.5412036965555593,1,0.0541203696555559,0.5412036965555593,0.5412036965555593,2.0,USA,North America,US
