scenario,country,model,ceiling_kind,C_cap_gt,C_scenario_gt,failed_Part2,n_samples_before,n_samples_after,kept_frac,median_r2050_before,median_r2050_after,excluded_from_post_screening_bootstrap
maximum,EU,Gompertz,min,461.33558830423186,940.0,True,2471,1933,0.7822743828409551,1.0579498256537454,0.8287760273744502,False
maximum,Indonesia,Gompertz,min,159.0,159.0,False,2828,2828,1.0,0.05195793603607865,0.05195793603607865,False
maximum,Middle East,Gompertz,min,456.0,456.0,False,2806,2806,1.0,0.2927376769701979,0.2927376769701979,False
maximum,Thailand,Gompertz,min,62.29596694567931,105.0,True,2957,2957,1.0,0.011684178640644,0.011684178640644,False
maximum,UK,Gompertz,min,89.46466756654,780.0,True,2823,1671,0.59192348565356,0.340840999986691,0.1835354269279618,False
maximum,US,Gompertz,min,588.5093601618884,5060.0,True,2800,1320,0.4714285714285714,3.790973410332821,1.780418142519101,False
ipcc_high,Australia,Logistic,min,274.9404756265493,502.4,True,1670,1670,1.0,0.238633232709833,0.238633232709833,False
ipcc_high,Brazil,Logistic,min,300.0,300.0,False,699,699,1.0,1.95888264991766,1.95888264991766,False
ipcc_high,Canada,Logistic,min,32.699410607159194,404.0,True,1648,1442,0.875,0.4439124238135177,0.4439124238135173,False
ipcc_high,EU,Logistic,min,94.0,94.0,False,2125,2125,1.0,0.6191501045950296,0.6191501045950296,False
ipcc_high,Middle East,Logistic,min,45.6,45.6,False,2120,2120,1.0,0.20759349526970367,0.20759349526970367,False
ipcc_high,Thailand,Logistic,min,10.5,10.5,False,1470,1470,1.0,0.01097173058386345,0.01097173058386345,False
ipcc_high,UK,Logistic,min,78.0,78.0,False,1983,1983,1.0,0.2714875765167026,0.2714875765167026,False
ipcc_high,US,Logistic,min,506.0,506.0,False,2365,2365,1.0,3.723884800000001,3.723884800000001,False
ipcc_high,Australia,Gompertz,min,502.4,502.4,False,2731,2731,1.0,0.238633232709833,0.238633232709833,False
ipcc_high,Canada,Gompertz,min,38.81252010870038,404.0,True,2687,0,0.0,0.4439124238135195,,True
ipcc_high,EU,Gompertz,min,94.0,94.0,False,2582,2582,1.0,0.38884675167471316,0.38884675167471316,False
ipcc_high,Middle East,Gompertz,min,45.6,45.6,False,2585,2585,1.0,0.134036185581738,0.134036185581738,False
ipcc_high,Thailand,Gompertz,min,10.5,10.5,False,2617,2617,1.0,0.0109149839217542,0.0109149839217542,False
ipcc_high,UK,Gompertz,min,78.0,78.0,False,2581,2581,1.0,0.1796357068685723,0.1796357068685723,False
ipcc_high,US,Gompertz,min,506.0,506.0,False,1278,1278,1.0,3.723884799999999,3.723884799999999,False
ipcc_low,Australia,Logistic,min,502.4,502.4,False,963,963,1.0,0.0062301249504089,0.0062301249504089,False
ipcc_low,China,Logistic,min,88.72365780414786,403.0,True,1756,1756,1.0,0.0879427,0.0879427,False
ipcc_low,EU,Logistic,min,94.0,94.0,False,2090,2090,1.0,0.6363429894058401,0.6363429894058401,False
ipcc_low,Indonesia,Logistic,min,15.9,15.9,False,1372,1372,1.0,0.0034121739470087,0.0034121739470087,False
ipcc_low,Middle East,Logistic,min,45.6,45.6,False,2101,2101,1.0,0.2133512916866435,0.2133512916866435,False
ipcc_low,Thailand,Logistic,min,10.5,10.5,False,1470,1470,1.0,0.01078424989084235,0.01078424989084235,False
ipcc_low,UK,Logistic,min,78.0,78.0,False,1980,1980,1.0,0.25847203801582264,0.25847203801582264,False
ipcc_low,Australia,Gompertz,min,502.4,502.4,False,571,571,1.0,0.0062301249504089,0.0062301249504089,False
ipcc_low,China,Gompertz,min,300.0476408027664,403.0,True,5425,5425,1.0,0.0879427,0.0879427,False
ipcc_low,EU,Gompertz,min,94.0,94.0,False,2638,2638,1.0,0.391778847597884,0.391778847597884,False
ipcc_low,Indonesia,Gompertz,min,15.9,15.9,False,2141,2141,1.0,0.0034121739470087,0.0034121739470087,False
ipcc_low,Middle East,Gompertz,min,45.6,45.6,False,2574,2574,1.0,0.12935095829389498,0.12935095829389498,False
ipcc_low,Thailand,Gompertz,min,10.5,10.5,False,2637,2637,1.0,0.0106981133372613,0.0106981133372613,False
ipcc_low,UK,Gompertz,min,78.0,78.0,False,2478,2478,1.0,0.17807122342278592,0.17807122342278592,False
minimum,Australia,Logistic,mean,50.24,50.24,False,1762,1762,1.0,0.018383660190020003,0.018383660190020003,False
minimum,Brazil,Logistic,mean,30.0,30.0,False,2191,2191,1.0,0.0866173399091244,0.0866173399091244,False
minimum,Canada,Logistic,mean,40.4,40.4,False,1716,1716,1.0,0.031399750177556654,0.031399750177556654,False
minimum,China,Logistic,mean,40.3,40.3,False,1710,1710,1.0,0.0201381695575375,0.0201381695575375,False
minimum,EU,Logistic,mean,9.4,9.4,False,1823,1823,1.0,0.0650973212460563,0.0650973212460563,False
minimum,Indonesia,Logistic,mean,1.59,1.59,False,2479,2479,1.0,0.0046537366501096,0.0046537366501096,False
minimum,Middle East,Logistic,mean,4.56,4.56,False,2346,2346,1.0,0.021700277046045248,0.021700277046045248,False
minimum,Thailand,Logistic,mean,1.05,1.05,False,1695,1695,1.0,0.0015123677223303,0.0015123677223303,False
minimum,UK,Logistic,mean,7.8,7.8,False,2368,2368,1.0,0.02804696813679485,0.02804696813679485,False
minimum,US,Logistic,mean,50.6,50.6,False,2084,2084,1.0,0.2770151224795566,0.2770151224795566,False
minimum,Australia,Gompertz,mean,50.24,50.24,False,1519,1519,1.0,0.0169201030896837,0.0169201030896837,False
minimum,Brazil,Gompertz,mean,30.0,30.0,False,1706,1706,1.0,0.07399705785348434,0.07399705785348434,False
minimum,Canada,Gompertz,mean,40.4,40.4,False,1477,1477,1.0,0.0290227932176831,0.0290227932176831,False
minimum,China,Gompertz,mean,40.3,40.3,False,1438,1438,1.0,0.01841793034721535,0.01841793034721535,False
minimum,EU,Gompertz,mean,9.4,9.4,False,934,934,1.0,0.06443710612750285,0.06443710612750285,False
minimum,Indonesia,Gompertz,mean,1.59,1.59,False,1971,1971,1.0,0.004100054749017,0.004100054749017,False
minimum,Middle East,Gompertz,mean,4.56,4.56,False,1623,1623,1.0,0.0192678611964837,0.0192678611964837,False
minimum,Thailand,Gompertz,mean,1.05,1.05,False,1311,1311,1.0,0.001508862414996,0.001508862414996,False
minimum,UK,Gompertz,mean,7.8,7.8,False,1811,1811,1.0,0.0250734046592576,0.0250734046592576,False
minimum,US,Gompertz,mean,50.6,50.6,False,1407,1407,1.0,0.240917812619169,0.240917812619169,False
reference,Australia,Logistic,mean,297.36931751592425,502.4,True,1398,1398,1.0,0.16272398091750884,0.16272398091750884,False
reference,Brazil,Logistic,mean,300.0,300.0,False,1859,1859,1.0,0.810514549729045,0.810514549729045,False
reference,Canada,Logistic,mean,36.38476983361615,404.0,True,1425,1290,0.9052631578947369,0.2931624686654722,0.2683273876412849,False
reference,China,Logistic,mean,84.79316466941188,403.0,True,1303,1240,0.9516500383729855,0.4891868711820887,0.47075196658143126,False
reference,EU,Logistic,mean,94.0,94.0,False,2122,2122,1.0,0.6057089809944372,0.6057089809944372,False
reference,Indonesia,Logistic,mean,15.9,15.9,False,1825,1825,1.0,0.0445580191225409,0.0445580191225409,False
reference,Middle East,Logistic,mean,45.6,45.6,False,1997,1997,1.0,0.2053732940607553,0.2053732940607553,False
reference,Thailand,Logistic,mean,10.5,10.5,False,1387,1387,1.0,0.010963007131439,0.010963007131439,False
reference,UK,Logistic,mean,78.0,78.0,False,1932,1932,1.0,0.2608262746164113,0.2608262746164113,False
reference,US,Logistic,mean,506.0,506.0,False,2102,2102,1.0,2.672621803554582,2.672621803554582,False
reference,Australia,Gompertz,mean,502.4,502.4,False,2838,2838,1.0,0.1849261876007421,0.1849261876007421,False
reference,Brazil,Gompertz,mean,300.0,300.0,False,2525,2525,1.0,0.5849656460785382,0.5849656460785382,False
reference,Canada,Gompertz,mean,50.891060317494265,404.0,True,2803,1343,0.4791295041027471,0.3177947760148346,0.1389029283254987,False
reference,China,Gompertz,mean,95.03909779447686,403.0,True,2574,1443,0.5606060606060606,0.4691371759574987,0.2416562148676607,False
reference,EU,Gompertz,mean,94.0,94.0,False,2667,2667,1.0,0.396414227734425,0.396414227734425,False
reference,Indonesia,Gompertz,mean,15.9,15.9,False,2509,2509,1.0,0.0301133322689061,0.0301133322689061,False
reference,Middle East,Gompertz,mean,45.6,45.6,False,2558,2558,1.0,0.12586156616313493,0.12586156616313493,False
reference,Thailand,Gompertz,mean,10.5,10.5,False,2563,2563,1.0,0.010693852834226,0.010693852834226,False
reference,UK,Gompertz,mean,78.0,78.0,False,2544,2544,1.0,0.17542324047966745,0.17542324047966745,False
reference,US,Gompertz,mean,506.0,506.0,False,2569,2569,1.0,1.6311325643014205,1.6311325643014205,False
growth10,Australia,Logistic,mean,464.8757117741038,502.4,True,1738,1738,1.0,0.01771744158467735,0.01771744158467735,False
growth10,Brazil,Logistic,mean,300.0,300.0,False,1698,1698,1.0,0.0953411469418307,0.0953411469418307,False
growth10,Canada,Logistic,mean,52.81319677334481,404.0,True,1786,1786,1.0,0.031277673808258896,0.031277673808258896,False
growth10,China,Logistic,mean,123.46195106485271,403.0,True,1740,1740,1.0,0.0203286982155329,0.0203286982155329,False
growth10,EU,Logistic,mean,94.0,94.0,False,1867,1867,1.0,0.1198678496025482,0.1198678496025482,False
growth10,Indonesia,Logistic,mean,15.9,15.9,False,1908,1908,1.0,0.00505688737553865,0.00505688737553865,False
growth10,Middle East,Logistic,mean,45.6,45.6,False,1870,1870,1.0,0.0293728840475336,0.0293728840475336,False
growth10,Thailand,Logistic,mean,10.5,10.5,False,1559,1559,1.0,0.0015000418672235,0.0015000418672235,False
growth10,UK,Logistic,mean,78.0,78.0,False,1742,1742,1.0,0.033575369817035794,0.033575369817035794,False
growth10,US,Logistic,mean,506.0,506.0,False,1742,1742,1.0,0.38329298582765464,0.38329298582765464,False
growth10,Australia,Gompertz,mean,502.4,502.4,False,1549,1549,1.0,0.0167272277717723,0.0167272277717723,False
growth10,Brazil,Gompertz,mean,300.0,300.0,False,1461,1461,1.0,0.0870683708112816,0.0870683708112816,False
growth10,Canada,Gompertz,mean,404.0,404.0,False,1535,1535,1.0,0.0293383496517002,0.0293383496517002,False
growth10,China,Gompertz,mean,403.0,403.0,False,1540,1540,1.0,0.01892035103461415,0.01892035103461415,False
growth10,EU,Gompertz,mean,94.0,94.0,False,1540,1540,1.0,0.11227943034584156,0.11227943034584156,False
growth10,Indonesia,Gompertz,mean,15.9,15.9,False,1624,1624,1.0,0.0047332340429005,0.0047332340429005,False
growth10,Middle East,Gompertz,mean,45.6,45.6,False,1551,1551,1.0,0.0269379097795868,0.0269379097795868,False
growth10,Thailand,Gompertz,mean,10.5,10.5,False,1255,1255,1.0,0.0014805922954267,0.0014805922954267,False
growth10,UK,Gompertz,mean,78.0,78.0,False,1441,1441,1.0,0.0307197478914228,0.0307197478914228,False
growth10,US,Gompertz,mean,506.0,506.0,False,1472,1472,1.0,0.3524347481760446,0.3524347481760446,False
policy,Australia,Logistic,mean,295.3719848584575,502.4,True,1394,1394,1.0,0.165981710953481,0.165981710953481,False
policy,Brazil,Logistic,mean,300.0,300.0,False,1781,1781,1.0,0.8515908078627024,0.8515908078627024,False
policy,Canada,Logistic,mean,40.342696220484186,404.0,True,1943,1943,1.0,0.0600000000000001,0.0600000000000001,False
policy,China,Logistic,mean,89.03190214868448,403.0,True,1973,1973,1.0,0.216,0.216,False
policy,EU,Logistic,mean,94.0,94.0,False,2012,2012,1.0,0.3300000000000005,0.3300000000000005,False
policy,Indonesia,Logistic,mean,15.9,15.9,False,1900,1900,1.0,0.04535673238893825,0.04535673238893825,False
policy,Middle East,Logistic,mean,45.6,45.6,False,2083,2083,1.0,0.2030620441091791,0.2030620441091791,False
policy,Thailand,Logistic,mean,10.5,10.5,False,1403,1403,1.0,0.0111847729814405,0.0111847729814405,False
policy,UK,Logistic,mean,78.0,78.0,False,2293,2293,1.0,0.175,0.175,False
policy,US,Logistic,mean,506.0,506.0,False,1964,1964,1.0,1.0,1.0,False
policy,Australia,Gompertz,mean,502.4,502.4,False,2877,2877,1.0,0.189819889027366,0.189819889027366,False
policy,Brazil,Gompertz,mean,300.0,300.0,False,2403,2403,1.0,0.5888775199052202,0.5888775199052202,False
policy,Canada,Gompertz,mean,183.34542664878472,404.0,True,4980,4980,1.0,0.06,0.06,False
policy,China,Gompertz,mean,153.01029417134794,403.0,True,4468,4468,1.0,0.2159999999999999,0.2159999999999999,False
policy,EU,Gompertz,mean,94.0,94.0,False,4770,4770,1.0,0.33,0.33,False
policy,Indonesia,Gompertz,mean,15.9,15.9,False,2529,2529,1.0,0.0325184527999448,0.0325184527999448,False
policy,Middle East,Gompertz,mean,45.6,45.6,False,2597,2597,1.0,0.126910112000752,0.126910112000752,False
policy,Thailand,Gompertz,mean,10.5,10.5,False,2633,2633,1.0,0.0110564516556253,0.0110564516556253,False
policy,UK,Gompertz,mean,78.0,78.0,False,4120,4120,1.0,0.1749999999999998,0.1749999999999998,False
policy,US,Gompertz,mean,506.0,506.0,False,5145,5145,1.0,1.0,1.0,False
us1gt,Australia,Logistic,mean,292.4830970115913,502.4,True,1425,1425,1.0,0.1735251699784238,0.1735251699784238,False
us1gt,Brazil,Logistic,mean,300.0,300.0,False,1784,1784,1.0,0.8312073202722128,0.8312073202722128,False
us1gt,Canada,Logistic,mean,36.372900937188845,404.0,True,1378,1241,0.9005805515239478,0.2934999361129361,0.2713269634922343,False
us1gt,China,Logistic,mean,83.80536622855416,403.0,True,1280,1213,0.94765625,0.5202474783443181,0.5013392951728466,False
us1gt,EU,Logistic,mean,94.0,94.0,False,2049,2049,1.0,0.6427877141514567,0.6427877141514567,False
us1gt,Indonesia,Logistic,mean,15.9,15.9,False,1863,1863,1.0,0.0423116992091489,0.0423116992091489,False
us1gt,Middle East,Logistic,mean,45.6,45.6,False,2047,2047,1.0,0.20402926832145,0.20402926832145,False
us1gt,Thailand,Logistic,mean,10.5,10.5,False,1463,1463,1.0,0.0106230692844317,0.0106230692844317,False
us1gt,UK,Logistic,mean,78.0,78.0,False,1906,1906,1.0,0.27617796813756085,0.27617796813756085,False
us1gt,US,Logistic,mean,506.0,506.0,False,2025,2025,1.0,1.0,1.0,False
us1gt,Australia,Gompertz,mean,502.4,502.4,False,2764,2764,1.0,0.18784721931314546,0.18784721931314546,False
us1gt,Brazil,Gompertz,mean,300.0,300.0,False,2493,2493,1.0,0.5678173046126244,0.5678173046126244,False
us1gt,Canada,Gompertz,mean,50.85723487396816,404.0,True,2670,1268,0.4749063670411985,0.3132661836532905,0.1411515819629525,False
us1gt,China,Gompertz,mean,92.59723760495777,403.0,True,2548,1346,0.5282574568288854,0.49593080091031183,0.2530000364912123,False
us1gt,EU,Gompertz,mean,94.0,94.0,False,2493,2493,1.0,0.400248421549237,0.400248421549237,False
us1gt,Indonesia,Gompertz,mean,15.9,15.9,False,2498,2498,1.0,0.03030570038102855,0.03030570038102855,False
