scenario,model,rate_2050_gt_yr
minimum,Logistic,0.4779571695388052
minimum,Logistic,0.37764041017741357
minimum,Logistic,0.4029230675801411
minimum,Logistic,0.7009691089072652
minimum,Logistic,0.5174628115518716
minimum,Logistic,0.5312633930792322
minimum,Logistic,0.6894088008739522
minimum,Logistic,0.5362441695613923
minimum,Logistic,0.6068326428492901
minimum,Logistic,0.6449588676299134
minimum,Logistic,0.544690305631641
minimum,Logistic,0.7164394153167077
minimum,Logistic,0.3702516174413815
minimum,Logistic,0.5072450059728253
minimum,Logistic,0.5714851531750826
minimum,Logistic,0.5448998574740183
minimum,Logistic,0.7026712532847722
minimum,Logistic,0.5007843425061462
minimum,Logistic,0.7155874172356536
minimum,Logistic,0.6038572562096243
minimum,Logistic,0.5242893165262512
minimum,Logistic,0.4825558834492787
minimum,Logistic,0.6324714562598872
minimum,Logistic,0.696077181093101
minimum,Logistic,0.5679765810581512
minimum,Logistic,0.5784520631508336
minimum,Logistic,0.7395916052704422
minimum,Logistic,0.4698370275053807
minimum,Logistic,0.4256003675855793
minimum,Logistic,0.5044280884888102
minimum,Logistic,0.6470325641254144
minimum,Logistic,0.428102117921326
minimum,Logistic,0.7658680902954098
minimum,Logistic,0.5638451252284373
minimum,Logistic,0.47498794633828445
minimum,Logistic,0.4192246228656309
minimum,Logistic,0.6192435405543604
minimum,Logistic,0.7409139335735991
minimum,Logistic,0.4657486157957464
minimum,Logistic,0.4776958430702456
minimum,Logistic,0.5157982119798461
minimum,Logistic,0.7541620097557221
minimum,Logistic,0.6227108383238487
minimum,Logistic,0.4985874143286728
minimum,Logistic,0.4300588580116554
minimum,Logistic,0.5530871936242608
minimum,Logistic,0.5834721452668542
minimum,Logistic,0.6898727956527761
minimum,Logistic,0.623627943592826
minimum,Logistic,0.5813669119581955
minimum,Logistic,0.6087306485129806
minimum,Logistic,0.6150810009302992
minimum,Logistic,0.4999560892818863
minimum,Logistic,0.5298933349736035
minimum,Logistic,0.44119724905086183
minimum,Logistic,0.6958119878054099
minimum,Logistic,0.4149856712095038
minimum,Logistic,0.5031710957796773
minimum,Logistic,0.47290363522029377
minimum,Logistic,0.7275143557976472
minimum,Logistic,0.6036239955401894
minimum,Logistic,0.4630748812409005
minimum,Logistic,0.6099260971272581
minimum,Logistic,0.4125912532812013
minimum,Logistic,0.3765336094932341
minimum,Logistic,0.44465847945644843
minimum,Logistic,0.6939441819370747
minimum,Logistic,0.7505027823817374
minimum,Logistic,0.6083532313595749
minimum,Logistic,0.6703166710120723
minimum,Logistic,0.3910251878561437
minimum,Logistic,0.5559602114350166
minimum,Logistic,0.6133539661634321
minimum,Logistic,0.6511664863813533
minimum,Logistic,0.5503768713211955
minimum,Logistic,0.5986393296517046
minimum,Logistic,0.6114436082616428
minimum,Logistic,0.4248597863211248
minimum,Logistic,0.5741878088020502
minimum,Logistic,0.5908936811158734
minimum,Logistic,0.48399627089683284
minimum,Logistic,0.5864327436448831
minimum,Logistic,0.3784075295332632
minimum,Logistic,0.6392034937798794
minimum,Logistic,0.6645216629097093
minimum,Logistic,0.5157061182097435
minimum,Logistic,0.5883029527550959
minimum,Logistic,0.5457503733816694
minimum,Logistic,0.6259100871898136
minimum,Logistic,0.4117529245422127
minimum,Logistic,0.5459402812654414
minimum,Logistic,0.6409217519664673
minimum,Logistic,0.5148780878789296
minimum,Logistic,0.5683028668597678
minimum,Logistic,0.7186342146997982
minimum,Logistic,0.6529062740463016
minimum,Logistic,0.36988227123066375
minimum,Logistic,0.7151240096272827
minimum,Logistic,0.3497520830282716
minimum,Logistic,0.6559631707534228
minimum,Logistic,0.5111747681103777
minimum,Logistic,0.44801522910017744
minimum,Logistic,0.5448258143692543
minimum,Logistic,0.7767654513774866
minimum,Logistic,0.31186572723535116
minimum,Logistic,0.5837746889768315
minimum,Logistic,0.6512416366978984
minimum,Logistic,0.7281259920055725
minimum,Logistic,0.6772741137124563
minimum,Logistic,0.574699228026452
minimum,Logistic,0.4629614324504119
minimum,Logistic,0.3926175371584883
minimum,Logistic,0.6657522944640725
minimum,Logistic,0.5193558829128291
minimum,Logistic,0.7822484686210627
minimum,Logistic,0.6003320299917372
minimum,Logistic,0.5838183575381916
minimum,Logistic,0.616953551276639
minimum,Logistic,0.4040816678262291
minimum,Logistic,0.3345828444011959
minimum,Logistic,0.6920805250658926
minimum,Logistic,0.5122399539542467
minimum,Logistic,0.5297590637483869
minimum,Logistic,0.7957954976142538
minimum,Logistic,0.614218975891301
minimum,Logistic,0.7175275740580671
minimum,Logistic,0.5934889752028369
minimum,Logistic,0.6342026746508682
minimum,Logistic,0.6174532664706778
minimum,Logistic,0.6551228715747376
minimum,Logistic,0.38943246562104844
minimum,Logistic,0.4582658982371922
minimum,Logistic,0.4310562279318908
minimum,Logistic,0.4195035886827272
minimum,Logistic,0.5104899534738696
minimum,Logistic,0.5530998256321445
minimum,Logistic,0.653447434950142
minimum,Logistic,0.5225744281104103
minimum,Logistic,0.5137869755974748
minimum,Logistic,0.43317816338293313
minimum,Logistic,0.610808200108772
minimum,Logistic,0.4956100614696002
minimum,Logistic,0.5256107420575953
minimum,Logistic,0.6672232827520482
minimum,Logistic,0.5403827860653578
minimum,Logistic,0.5343238217826956
minimum,Logistic,0.6381678109032907
minimum,Logistic,0.6184563224533604
minimum,Logistic,0.351220422942935
minimum,Logistic,0.43895038315985657
minimum,Logistic,0.7160078397646032
minimum,Logistic,0.5424539495342597
minimum,Logistic,0.47678985048668954
minimum,Logistic,0.575098760842462
minimum,Logistic,0.45876570282712603
minimum,Logistic,0.4881240800007649
minimum,Logistic,0.5414383232650248
minimum,Logistic,0.610095624048351
minimum,Logistic,0.5439084324724868
minimum,Logistic,0.5497018444806063
minimum,Logistic,0.5814721903873936
minimum,Logistic,0.6256502025563094
minimum,Logistic,0.4829465524137682
minimum,Logistic,0.39661080249308844
minimum,Logistic,0.4758421146387903
minimum,Logistic,0.7585540084205538
minimum,Logistic,0.45341230918695163
minimum,Logistic,0.5278501646797228
minimum,Logistic,0.6240157685481815
minimum,Logistic,0.406606615708728
minimum,Logistic,0.35657862900718784
minimum,Logistic,0.4579606115118229
minimum,Logistic,0.4121345202694175
minimum,Logistic,0.6759375394183664
minimum,Logistic,0.45950272266157133
minimum,Logistic,0.664636932911867
minimum,Logistic,0.5336303789738787
minimum,Logistic,0.3322122519882577
minimum,Logistic,0.7025311038020685
minimum,Logistic,0.4900116257103142
minimum,Logistic,0.61746452857755
minimum,Logistic,0.4351079176085965
minimum,Logistic,0.5648757442560439
minimum,Logistic,0.7338303836263796
minimum,Logistic,0.630281683099994
minimum,Logistic,0.6132184301712251
minimum,Logistic,0.4505912363076974
minimum,Logistic,0.604873718437883
minimum,Logistic,0.7042163288249386
minimum,Logistic,0.5583994802839436
minimum,Logistic,0.6456921934453788
minimum,Logistic,0.5689729969997084
minimum,Logistic,0.7156755505369448
minimum,Logistic,0.5254814184199329
minimum,Logistic,0.6035710857454486
minimum,Logistic,0.6265964470085227
minimum,Logistic,0.6050310159601353
minimum,Logistic,0.38229804328736194
minimum,Logistic,0.675775144530443
minimum,Logistic,0.627185645150573
minimum,Logistic,0.5296089105526762
minimum,Logistic,0.4274800911339446
minimum,Logistic,0.6470917480823066
minimum,Logistic,0.6855252860106849
minimum,Logistic,0.5266760758887667
minimum,Logistic,0.6169192921921245
minimum,Logistic,0.6039803782178912
minimum,Logistic,0.3715037694487263
minimum,Logistic,0.6532306790594624
minimum,Logistic,0.6131345482995942
minimum,Logistic,0.7403051584751774
minimum,Logistic,0.49248429213411815
minimum,Logistic,0.6691226027744399
minimum,Logistic,0.6744823842058179
minimum,Logistic,0.5275769109689765
minimum,Logistic,0.5030301679672784
minimum,Logistic,0.3392975097636488
minimum,Logistic,0.4996782954560007
minimum,Logistic,0.6529799008807704
minimum,Logistic,0.677748637018605
minimum,Logistic,0.6439880939094409
minimum,Logistic,0.5263952557723663
minimum,Logistic,0.7143288393726812
minimum,Logistic,0.34317851413663625
minimum,Logistic,0.5427816165321031
minimum,Logistic,0.6381519599572307
minimum,Logistic,0.7496712374708681
minimum,Logistic,0.5577442684340178
minimum,Logistic,0.6019049609839238
minimum,Logistic,0.3958897739441838
minimum,Logistic,0.41283057704618653
minimum,Logistic,0.6354343186631232
minimum,Logistic,0.6992913515343173
minimum,Logistic,0.6998662626989727
minimum,Logistic,0.47828510503968585
minimum,Logistic,0.4781635628288539
minimum,Logistic,0.5733833905877523
minimum,Logistic,0.5190780290506605
minimum,Logistic,0.5085862795268528
minimum,Logistic,0.47387953778521164
minimum,Logistic,0.4133011534552288
minimum,Logistic,0.670501145482728
minimum,Logistic,0.4368744711311716
minimum,Logistic,0.4790092161197034
minimum,Logistic,0.6911631254663155
minimum,Logistic,0.5479495143356368
minimum,Logistic,0.5702615635978644
minimum,Logistic,0.42725843770351846
minimum,Logistic,0.5152040677212966
minimum,Logistic,0.5174768481280979
minimum,Logistic,0.663409470095827
minimum,Logistic,0.7629679975245354
minimum,Logistic,0.4552683016885881
minimum,Logistic,0.3534091027020473
minimum,Logistic,0.3957067183672151
minimum,Logistic,0.6425329589483536
minimum,Logistic,0.5199993655824902
minimum,Logistic,0.6971804073110441
minimum,Logistic,0.5877294999584404
minimum,Logistic,0.3280143479796135
minimum,Logistic,0.6114675544359656
minimum,Logistic,0.4503875714020345
minimum,Logistic,0.4049097846698659
minimum,Logistic,0.45109190991500575
minimum,Logistic,0.5571116650290648
minimum,Logistic,0.48977831297255237
minimum,Logistic,0.40811502656000187
minimum,Logistic,0.6418409283286786
minimum,Logistic,0.42335474064675804
minimum,Logistic,0.45688755632032146
minimum,Logistic,0.44363401847747763
minimum,Logistic,0.6660571284207608
minimum,Logistic,0.4995546644565638
minimum,Logistic,0.6713599998938857
minimum,Logistic,0.5666031783409228
minimum,Logistic,0.44719428096220293
minimum,Logistic,0.6185270474723036
minimum,Logistic,0.5821703034918875
minimum,Logistic,0.4722233329753678
minimum,Logistic,0.41570445241941
minimum,Logistic,0.7108411413155697
minimum,Logistic,0.6313894517632015
minimum,Logistic,0.38752910191164747
minimum,Logistic,0.5823367801323783
minimum,Logistic,0.5917735530090131
minimum,Logistic,0.4003224261786098
minimum,Logistic,0.4358733816731447
minimum,Logistic,0.6548360025228932
minimum,Logistic,0.5099541683627886
minimum,Logistic,0.6339926922036213
minimum,Logistic,0.7205927580707676
minimum,Logistic,0.5327449981649611
minimum,Logistic,0.5096263672977652
minimum,Logistic,0.4818948795270881
minimum,Logistic,0.5553474911814797
minimum,Logistic,0.3364762529348601
minimum,Logistic,0.6246600480568002
minimum,Logistic,0.4949556303155008
minimum,Logistic,0.3404074254281802
minimum,Logistic,0.5337944730140125
minimum,Logistic,0.6139001260349692
minimum,Logistic,0.49712708227157154
minimum,Logistic,0.5554904723583293
minimum,Logistic,0.3568915145443927
minimum,Logistic,0.6954178544425365
minimum,Logistic,0.44956464521987166
minimum,Logistic,0.5595185961063894
minimum,Logistic,0.4698853946679571
minimum,Logistic,0.499198568097458
minimum,Logistic,0.7325112865639977
minimum,Logistic,0.546997550212244
minimum,Logistic,0.45987052170041387
minimum,Logistic,0.5859739684062355
minimum,Logistic,0.5840123588349841
minimum,Logistic,0.7053073982633737
minimum,Logistic,0.5939660165280205
minimum,Logistic,0.7402495417840218
minimum,Logistic,0.5968502025223028
minimum,Logistic,0.6536311591432888
minimum,Logistic,0.4188364727332662
minimum,Logistic,0.6069422781105677
minimum,Logistic,0.4725332837883469
minimum,Logistic,0.35744268643762733
minimum,Logistic,0.6670370429520343
minimum,Logistic,0.3556113661308838
minimum,Logistic,0.5238855021451324
minimum,Logistic,0.5320508940765627
minimum,Logistic,0.5835022336495912
minimum,Logistic,0.3666056800417875
minimum,Logistic,0.6278309272970655
minimum,Logistic,0.4156288048543161
minimum,Logistic,0.61783656288237
minimum,Logistic,0.507719980434046
minimum,Logistic,0.7144413122369855
minimum,Logistic,0.5416131784608094
minimum,Logistic,0.5107884712730313
minimum,Logistic,0.7599586620209757
minimum,Logistic,0.5981386399016385
minimum,Logistic,0.6484472278603877
minimum,Logistic,0.4845077361272762
minimum,Logistic,0.5876441382415077
minimum,Logistic,0.3252804278845848
minimum,Logistic,0.44659782763885025
minimum,Logistic,0.5589133276307549
minimum,Logistic,0.3443969186557856
minimum,Logistic,0.6058876807109951
minimum,Logistic,0.4096931714898915
minimum,Logistic,0.6399189378191281
minimum,Logistic,0.501887978569089
minimum,Logistic,0.5152367511510736
minimum,Logistic,0.5647565073776999
minimum,Logistic,0.624794532644837
minimum,Logistic,0.712229490347578
minimum,Logistic,0.6287559441977282
minimum,Logistic,0.5681786493013055
minimum,Logistic,0.5208791588864545
minimum,Logistic,0.5448332004545714
minimum,Logistic,0.4459741591633743
minimum,Logistic,0.509265113023191
minimum,Logistic,0.4743305544910529
minimum,Logistic,0.5198025477427026
minimum,Logistic,0.587041289252773
minimum,Logistic,0.5491691355763532
minimum,Logistic,0.42807608482625115
minimum,Logistic,0.3629838332156845
minimum,Logistic,0.353723840633429
minimum,Logistic,0.6276774484927882
minimum,Logistic,0.3756330555408563
minimum,Logistic,0.42428932709646183
minimum,Logistic,0.7424331599527249
minimum,Logistic,0.5534884694877777
minimum,Logistic,0.3257055438865942
minimum,Logistic,0.6785106809612353
minimum,Logistic,0.40359101617808935
minimum,Logistic,0.6050855222896663
minimum,Logistic,0.5839065238625056
minimum,Logistic,0.4627590767777181
minimum,Logistic,0.7050168007246502
minimum,Logistic,0.5397184006785367
minimum,Logistic,0.4215780584804218
minimum,Logistic,0.592311374142453
minimum,Logistic,0.5720495593663213
minimum,Logistic,0.6733846168584812
minimum,Logistic,0.6605084766998891
minimum,Logistic,0.40053516731082345
minimum,Logistic,0.5052019654312825
minimum,Logistic,0.62835659888932
minimum,Logistic,0.7154950124305969
minimum,Logistic,0.6821467072631308
minimum,Logistic,0.5588965244880675
minimum,Logistic,0.6708714145561034
minimum,Logistic,0.5334916160809587
minimum,Logistic,0.4628998764066544
minimum,Logistic,0.6670371750728359
minimum,Logistic,0.4041268791409213
minimum,Logistic,0.4661814134296957
minimum,Logistic,0.5709859861631841
minimum,Logistic,0.702400743523371
minimum,Logistic,0.4840307362664432
minimum,Logistic,0.5742567885075158
minimum,Logistic,0.5908537732697274
minimum,Logistic,0.4810743533611065
minimum,Logistic,0.5757892163071863
minimum,Logistic,0.5069599487163612
minimum,Logistic,0.6104741053393564
minimum,Logistic,0.3215518236833133
minimum,Logistic,0.4924558156144442
minimum,Logistic,0.3778820424529976
minimum,Logistic,0.5776062223517602
minimum,Logistic,0.3677883152893595
minimum,Logistic,0.5589064903808991
minimum,Logistic,0.39236426677414515
minimum,Logistic,0.6811286108256489
minimum,Logistic,0.4014302330168659
minimum,Logistic,0.3750190374581048
minimum,Logistic,0.5417573980029364
minimum,Logistic,0.4254176318759332
minimum,Logistic,0.5615970398097768
minimum,Logistic,0.6575026493787195
minimum,Logistic,0.6825889482781252
minimum,Logistic,0.37430292525400793
minimum,Logistic,0.4376084658638284
minimum,Logistic,0.5419537904749063
minimum,Logistic,0.6034382143393723
minimum,Logistic,0.4718981392271805
minimum,Logistic,0.3750382815683574
minimum,Logistic,0.4915777723951163
minimum,Logistic,0.5037953304064546
minimum,Logistic,0.5470202232510128
minimum,Logistic,0.4962826128467457
minimum,Logistic,0.5225406233732136
minimum,Logistic,0.5933703362338922
minimum,Logistic,0.5157662972245509
minimum,Logistic,0.5361413215099411
minimum,Logistic,0.6687176960882493
minimum,Logistic,0.659336580451577
minimum,Logistic,0.6037584708205365
minimum,Logistic,0.7854184501124151
minimum,Logistic,0.48115644685039194
minimum,Logistic,0.5170908408232633
minimum,Logistic,0.7535836333727521
minimum,Logistic,0.486009240398005
minimum,Logistic,0.5866170189867879
minimum,Logistic,0.6424144282978439
minimum,Logistic,0.7858888828259443
minimum,Logistic,0.6965242007162458
minimum,Logistic,0.636750196674175
minimum,Logistic,0.6401740729083121
minimum,Logistic,0.5868444194281222
minimum,Logistic,0.49819354904432667
minimum,Logistic,0.6544589890433674
minimum,Logistic,0.4793196905730446
minimum,Logistic,0.5718849728934452
minimum,Logistic,0.6028215364918837
minimum,Logistic,0.7599843047380066
minimum,Logistic,0.5911031922200669
minimum,Logistic,0.6175489140296728
minimum,Logistic,0.5502833373170322
minimum,Logistic,0.6211071419259552
minimum,Logistic,0.6012087316269876
minimum,Logistic,0.6132925272316498
minimum,Logistic,0.5951497230086531
minimum,Logistic,0.5235274759781452
minimum,Logistic,0.5305804815203172
minimum,Logistic,0.6206527526400135
minimum,Logistic,0.5966109771250335
minimum,Logistic,0.7387458109145888
minimum,Logistic,0.5483040855122607
minimum,Logistic,0.6259215235671742
minimum,Logistic,0.7089972785802243
minimum,Logistic,0.48618341375688146
minimum,Logistic,0.567438421292311
minimum,Logistic,0.48423102281624414
minimum,Logistic,0.3923204802797165
minimum,Logistic,0.574542977795681
minimum,Logistic,0.5001164867114875
minimum,Logistic,0.6154813508619246
minimum,Logistic,0.5243917091321263
minimum,Logistic,0.4565530673718338
minimum,Logistic,0.5929812805963213
minimum,Logistic,0.6498363513235832
minimum,Logistic,0.6301990463523439
minimum,Logistic,0.6926745172287818
minimum,Logistic,0.4101494697269712
minimum,Logistic,0.6974560083627533
minimum,Logistic,0.527055307263615
minimum,Logistic,0.7407734396408969
minimum,Logistic,0.517898926520038
minimum,Logistic,0.4470592160607526
minimum,Logistic,0.5316628105365623
minimum,Logistic,0.644535596838139
minimum,Logistic,0.5230857310632319
minimum,Logistic,0.4229221658383132
minimum,Logistic,0.6605879586035923
minimum,Logistic,0.5161564281858769
minimum,Logistic,0.6529730762996699
minimum,Logistic,0.6409286063579374
minimum,Logistic,0.403741177647641
minimum,Logistic,0.5923234230211936
minimum,Logistic,0.6850520527286303
minimum,Logistic,0.4745786512272061
minimum,Logistic,0.48565414897289994
minimum,Logistic,0.5620977255366005
minimum,Logistic,0.5429314746440392
minimum,Logistic,0.6021013427217538
minimum,Logistic,0.39269982381969293
minimum,Logistic,0.5918682947533964
minimum,Logistic,0.6298390221433918
minimum,Logistic,0.3485479435971759
minimum,Logistic,0.6873076901426383
minimum,Logistic,0.6005476892195485
minimum,Logistic,0.4799172484276852
minimum,Logistic,0.6567683983410608
minimum,Logistic,0.5707873370166433
minimum,Logistic,0.3982254715469563
minimum,Logistic,0.5874351382963563
minimum,Logistic,0.6392485262038807
minimum,Logistic,0.45211231644819794
minimum,Logistic,0.5945729530154402
minimum,Logistic,0.4690988897102477
minimum,Logistic,0.5172531929727109
minimum,Logistic,0.6344366311666126
minimum,Logistic,0.5917047810352591
minimum,Logistic,0.6424767538404861
minimum,Logistic,0.44623899678340095
minimum,Logistic,0.45237227363135923
minimum,Logistic,0.5799086067306389
minimum,Logistic,0.7028030930758539
minimum,Logistic,0.5884938571243625
minimum,Logistic,0.6164434397547685
minimum,Logistic,0.6186334575836896
minimum,Logistic,0.723379792304862
minimum,Logistic,0.37741571216278014
minimum,Logistic,0.495171336853447
minimum,Logistic,0.4520267029994761
minimum,Logistic,0.4411331642391549
minimum,Logistic,0.6957865959972428
minimum,Logistic,0.6354535434557746
minimum,Logistic,0.47927888537914354
minimum,Logistic,0.6373630355059907
minimum,Logistic,0.4455519425396587
minimum,Logistic,0.6050568903679698
minimum,Logistic,0.362853553945765
minimum,Logistic,0.6539894830330107
minimum,Logistic,0.5800672562728839
minimum,Logistic,0.6552281300329398
minimum,Logistic,0.4972414799578774
minimum,Logistic,0.5698433948954351
minimum,Logistic,0.5882314510624228
minimum,Logistic,0.4064570615367184
minimum,Logistic,0.6108675968629227
minimum,Logistic,0.6203780022818496
minimum,Logistic,0.4028645293598317
minimum,Logistic,0.7209054123528792
minimum,Logistic,0.4687237574471329
minimum,Logistic,0.5977196030708364
minimum,Logistic,0.6103110010986041
minimum,Logistic,0.5653012386700225
minimum,Logistic,0.3317447936691048
minimum,Logistic,0.5319031501689238
minimum,Logistic,0.6596559955258577
minimum,Logistic,0.7430015196924131
minimum,Logistic,0.6116355332451773
minimum,Logistic,0.38887109087010324
minimum,Logistic,0.5608526148502576
minimum,Logistic,0.3981306516802894
minimum,Logistic,0.5477412339689613
