scenario,model,ceiling_kind,unscreened,screened
minimum,Logistic,min,0.6508224845403966,0.7057486218686084
minimum,Logistic,min,0.6986423921504996,0.7098693924053708
minimum,Logistic,min,0.4861253214964838,0.36834958050685096
minimum,Logistic,min,0.37011796538303143,0.5758576337568562
minimum,Logistic,min,0.7075962455325336,0.6452588803955418
minimum,Logistic,min,0.4323835821101804,0.5327632325680999
minimum,Logistic,min,0.6978718072929603,0.5086088479501595
minimum,Logistic,min,0.6304679828869055,0.6241385668353777
minimum,Logistic,min,0.6707993449754437,0.40010882947069704
minimum,Logistic,min,0.5576083163426107,0.6887320372949978
minimum,Logistic,min,0.5707056267537737,0.6462745651517139
minimum,Logistic,min,0.6984076894283932,0.327917261166454
minimum,Logistic,min,0.6962934597480441,0.3913053798431705
minimum,Logistic,min,0.6488962150246147,0.48388813627801364
minimum,Logistic,min,0.5060963280753916,0.5331887533769777
minimum,Logistic,min,0.6769574532121562,0.37667712891671223
minimum,Logistic,min,0.6844047322899129,0.6024249135348987
minimum,Logistic,min,0.43096430406600184,0.4988351415488581
minimum,Logistic,min,0.7107755515084418,0.45694082823199145
minimum,Logistic,min,0.5723484785888489,0.4169838108752615
minimum,Logistic,min,0.36868888647648795,0.5826550356614328
minimum,Logistic,min,0.6014883418108756,0.43852355694563594
minimum,Logistic,min,0.45278745647402374,0.4532481578833356
minimum,Logistic,min,0.6442935893972915,0.4728618585493427
minimum,Logistic,min,0.5711713793427828,0.6967252200533725
minimum,Logistic,min,0.5394768320132683,0.5048406409346936
minimum,Logistic,min,0.799762447202044,0.6335504401209445
minimum,Logistic,min,0.5418255259981095,0.6966983423576947
minimum,Logistic,min,0.6279542771304819,0.3392750473121446
minimum,Logistic,min,0.2624233640893954,0.5586724152219188
minimum,Logistic,min,0.5543220167581836,0.40045562090509246
minimum,Logistic,min,0.38382264247792947,0.4279459381088764
minimum,Logistic,min,0.6574589591436816,0.5373109450972011
minimum,Logistic,min,0.49385345256196056,0.5469628126186685
minimum,Logistic,min,0.6854463683666641,0.6713530318653298
minimum,Logistic,min,0.44555737482889735,0.3976438545144683
minimum,Logistic,min,0.8253313026955229,0.4617872606763744
minimum,Logistic,min,0.640829129406498,0.5838336176268909
minimum,Logistic,min,0.596857987387745,0.7516711353973018
minimum,Logistic,min,0.5225093934601479,0.4522919890084226
minimum,Logistic,min,0.41406655613838994,0.7260913611459454
minimum,Logistic,min,0.6954125558102369,0.3982970218061165
minimum,Logistic,min,0.584827801001685,0.47994915525967685
minimum,Logistic,min,0.6655020212953497,0.37836494260049003
minimum,Logistic,min,0.6250069356066354,0.4661123367409778
minimum,Logistic,min,0.44220188425022167,0.5398622601985694
minimum,Logistic,min,0.4255352410042713,0.4710511145488838
minimum,Logistic,min,0.3370128553190694,0.512912848653445
minimum,Logistic,min,0.417265955443081,0.34753661585036355
minimum,Logistic,min,0.5472985203262506,0.350576191536007
minimum,Logistic,min,0.6459139501875137,0.42402287050180515
minimum,Logistic,min,0.7453414094460038,0.3985630925486911
minimum,Logistic,min,0.41547556659747,0.546850773182063
minimum,Logistic,min,0.4941562044234734,0.502346225574294
minimum,Logistic,min,0.5879389021039212,0.5296572195011071
minimum,Logistic,min,0.6099743444364816,0.38829189811527415
minimum,Logistic,min,0.7476810798138727,0.3322208369592359
minimum,Logistic,min,0.41799409593358217,0.6972272521998668
minimum,Logistic,min,0.5550485188621415,0.5997843052233565
minimum,Logistic,min,0.5549702852984004,0.71159799371015
minimum,Logistic,min,0.5245817536334441,0.7209089405462334
minimum,Logistic,min,0.4044345193779326,0.49946053178626926
minimum,Logistic,min,0.5939387054102896,0.5955262981216961
minimum,Logistic,min,0.5270918637271871,0.3553291787313124
minimum,Logistic,min,0.6079066930356326,0.6153699543262039
minimum,Logistic,min,0.5151178534445817,0.29534279726742085
minimum,Logistic,min,0.5847055508809529,0.7330252820093206
minimum,Logistic,min,0.5294861279799246,0.5854320612895473
minimum,Logistic,min,0.5330257918039848,0.49918558006241587
minimum,Logistic,min,0.42491717697249687,0.4190022789595677
minimum,Logistic,min,0.38840846093982173,0.7327365043825421
minimum,Logistic,min,0.737077623385737,0.41706002464890807
minimum,Logistic,min,0.6509986196024717,0.4248633820157002
minimum,Logistic,min,0.4831337866257305,0.6600839152595642
minimum,Logistic,min,0.5050547199739965,0.6255261502176972
minimum,Logistic,min,0.6150056454822126,0.6979958757912061
minimum,Logistic,min,0.34975098946798483,0.6373507081824878
minimum,Logistic,min,0.5773405910699854,0.425382865669383
minimum,Logistic,min,0.5350861137287343,0.6035889797745956
minimum,Logistic,min,0.4991614217382317,0.498085438610714
minimum,Logistic,min,0.5623535468599336,0.6223514337847386
minimum,Logistic,min,0.436734938785849,0.5532723653405764
minimum,Logistic,min,0.6653505946007546,0.7637564811831292
minimum,Logistic,min,0.6350313058143966,0.6588088789344284
minimum,Logistic,min,0.665196702267566,0.5579665971562362
minimum,Logistic,min,0.5835260123406989,0.3402244557916602
minimum,Logistic,min,0.5869212715613414,0.7323059607150826
minimum,Logistic,min,0.5856818658463327,0.5677492648702227
minimum,Logistic,min,0.7684765294054208,0.43982781661207226
minimum,Logistic,min,0.5546576274173072,0.5536881415068577
minimum,Logistic,min,0.5718846664669491,0.662688346415623
minimum,Logistic,min,0.6175659368672777,0.5675257948039631
minimum,Logistic,min,0.4944293977004009,0.402790272302057
minimum,Logistic,min,0.6310846280415104,0.738253379762933
minimum,Logistic,min,0.6276518199531416,0.5823288968300824
minimum,Logistic,min,0.6197105496582288,0.5079591747784711
minimum,Logistic,min,0.3317544971224216,0.5616885452129645
minimum,Logistic,min,0.6433199537148386,0.7743389663454892
minimum,Logistic,min,0.47105007196952525,0.4148758395295057
minimum,Logistic,min,0.4878273104489214,0.6176361844246672
minimum,Logistic,min,0.5076114482962354,0.5788639079287587
minimum,Logistic,min,0.3213846437159332,0.6559647363655172
minimum,Logistic,min,0.3734098093720662,0.32466302740195807
minimum,Logistic,min,0.7601576288357899,0.4742042359886033
minimum,Logistic,min,0.7520314532576358,0.3719610293002775
minimum,Logistic,min,0.4887600346664409,0.3653647159880463
minimum,Logistic,min,0.6112312836278799,0.6314118011198749
minimum,Logistic,min,0.374579250549283,0.6187736836870089
minimum,Logistic,min,0.7084203740206949,0.3713388180991971
minimum,Logistic,min,0.6118409761777126,0.5072008893070135
minimum,Logistic,min,0.4862438923419917,0.7253717806662396
minimum,Logistic,min,0.5003360758309648,0.6620833086448796
minimum,Logistic,min,0.36318146526855766,0.3543079372160134
minimum,Logistic,min,0.6332856883650779,0.5988498854194058
minimum,Logistic,min,0.5033692708132623,0.6627507536184353
minimum,Logistic,min,0.5828432157218039,0.6201162914615919
minimum,Logistic,min,0.5224764186244598,0.5879179453116778
minimum,Logistic,min,0.4248584046490878,0.6403619078811874
minimum,Logistic,min,0.6347942184304136,0.3927981755156237
minimum,Logistic,min,0.6288429610210495,0.4196832888796075
minimum,Logistic,min,0.4091785142755856,0.7962585735581766
minimum,Logistic,min,0.6904912616957695,0.663953673084976
minimum,Logistic,min,0.4281676220062343,0.6916336635096316
minimum,Logistic,min,0.38595941415539825,0.5670049817051523
minimum,Logistic,min,0.5354679988012612,0.5467878888596688
minimum,Logistic,min,0.7238100004979771,0.6890976076107497
minimum,Logistic,min,0.7132323818722763,0.40460382120307803
minimum,Logistic,min,0.6514403492457399,0.34228042344068405
minimum,Logistic,min,0.4829070271257403,0.45748341458210856
minimum,Logistic,min,0.5504790171823013,0.7024824996112392
minimum,Logistic,min,0.6581231455278879,0.6235881634882574
minimum,Logistic,min,0.5133565761491782,0.4691458625080007
minimum,Logistic,min,0.5094676203237974,0.46322766277590527
minimum,Logistic,min,0.3634869390932802,0.5584199810024288
minimum,Logistic,min,0.5560943272726875,0.6246648220363384
minimum,Logistic,min,0.6365075259083042,0.624741981437481
minimum,Logistic,min,0.4966926901837358,0.684848277427037
minimum,Logistic,min,0.7093859320303083,0.5206797372968456
minimum,Logistic,min,0.3856534625383731,0.7613568049991073
minimum,Logistic,min,0.6246913171030899,0.5873281976962073
minimum,Logistic,min,0.6195050940485132,0.5116944562900761
minimum,Logistic,min,0.39089784660021976,0.322590408957125
minimum,Logistic,min,0.5197838516664264,0.4314958074064786
minimum,Logistic,min,0.5409410666144865,0.49853651217778194
minimum,Logistic,min,0.6615564931484865,0.543513948846993
minimum,Logistic,min,0.5453883825618087,0.6607532464699785
minimum,Logistic,min,0.5956661847356377,0.7473200299771031
minimum,Logistic,min,0.6014767155343019,0.6160870127011389
minimum,Logistic,min,0.5797058877001589,0.4146887856699194
minimum,Logistic,min,0.6458428412305661,0.35937717621324977
minimum,Logistic,min,0.4584987334288954,0.5662020980357992
minimum,Logistic,min,0.334534618577644,0.660170375077662
minimum,Logistic,min,0.6424125181591155,0.4467982385413364
minimum,Logistic,min,0.5844086245782962,0.49498783069868335
minimum,Logistic,min,0.7383456873558515,0.7603450321139081
minimum,Logistic,min,0.5342586862245948,0.6346700246347651
minimum,Logistic,min,0.6843117068961884,0.4910190108686878
minimum,Logistic,min,0.5621906210718044,0.6539693849656076
minimum,Logistic,min,0.6559653476007363,0.4201726322374544
minimum,Logistic,min,0.5446151710555172,0.6895304055801943
minimum,Logistic,min,0.6710908182953017,0.5821968630072489
minimum,Logistic,min,0.5849941701506602,0.6231609448435385
minimum,Logistic,min,0.5857657568913788,0.6817232611228737
minimum,Logistic,min,0.5634772960448298,0.5008641911039549
minimum,Logistic,min,0.672382681691061,0.590368614520244
minimum,Logistic,min,0.3116114592963587,0.6861171587843671
minimum,Logistic,min,0.6802735027238331,0.6028347296116823
minimum,Logistic,min,0.5984307097345967,0.6504104002615638
minimum,Logistic,min,0.5067282396381367,0.34750939083686605
minimum,Logistic,min,0.578923589693972,0.4603811766315946
minimum,Logistic,min,0.4592831015844795,0.5648481300080364
minimum,Logistic,min,0.5242280567549735,0.42190158560404606
minimum,Logistic,min,0.5684801812053902,0.6618141521292475
minimum,Logistic,min,0.610629602494215,0.6368871897497603
minimum,Logistic,min,0.39444084826628434,0.6490917957440734
minimum,Logistic,min,0.4565673865291176,0.6262433043169863
minimum,Logistic,min,0.6376044152711254,0.7455558374851059
minimum,Logistic,min,0.48494765708717624,0.6399485940190998
minimum,Logistic,min,0.41892243049023037,0.6104782742298884
minimum,Logistic,min,0.7241029382651549,0.6518568634370627
minimum,Logistic,min,0.7345112902177194,0.7037317485375478
minimum,Logistic,min,0.5027165890778054,0.5928174779913207
minimum,Logistic,min,0.5382107348568078,0.6298012247850155
minimum,Logistic,min,0.4480004424834246,0.3269411534650771
minimum,Logistic,min,0.7410672376005065,0.608467762238335
minimum,Logistic,min,0.33682015778558233,0.4617176647271
minimum,Logistic,min,0.7238573544279432,0.6675184260206676
minimum,Logistic,min,0.5683198477303819,0.645505458985027
minimum,Logistic,min,0.551587543257397,0.25799577645406885
minimum,Logistic,min,0.46537106727121313,0.6523574890614691
minimum,Logistic,min,0.5830695782610105,0.6683658159631738
minimum,Logistic,min,0.7323348564482954,0.4673759555438465
minimum,Logistic,min,0.5005315711168778,0.6097105974026182
minimum,Logistic,min,0.6667975399228754,0.5589713941514912
minimum,Logistic,min,0.5312633271757938,0.5331014121286363
minimum,Logistic,min,0.6809446436180493,0.2908088396672161
minimum,Logistic,min,0.5409073463980643,0.6788835215495134
minimum,Logistic,min,0.4288337287000868,0.6550130837388988
minimum,Logistic,min,0.609466640589825,0.6892989713964737
minimum,Logistic,min,0.7345464809003315,0.5611685369801425
minimum,Logistic,min,0.3733672607073023,0.6155496690958171
minimum,Logistic,min,0.5610190567898338,0.5643672668880431
minimum,Logistic,min,0.6541182452783609,0.28930916886656427
minimum,Logistic,min,0.7785115826759608,0.4179371642089939
minimum,Logistic,min,0.4652371720594443,0.48353932502038866
minimum,Logistic,min,0.6953084168737512,0.6723868241988595
minimum,Logistic,min,0.4402214315402303,0.4426277060066234
minimum,Logistic,min,0.48403098496068825,0.43617408799590446
minimum,Logistic,min,0.6346586087179134,0.6755769144951073
minimum,Logistic,min,0.5480277187235049,0.5976229769664683
minimum,Logistic,min,0.5748256059467549,0.5408462673905658
minimum,Logistic,min,0.46555276986343486,0.6511108803070068
minimum,Logistic,min,0.4919576548479433,0.713248174783057
minimum,Logistic,min,0.4402259352320464,0.6981292060262443
minimum,Logistic,min,0.3658932671300778,0.5313237430286284
minimum,Logistic,min,0.406991901946461,0.4690490185229004
minimum,Logistic,min,0.5131085125463389,0.6143249905621373
minimum,Logistic,min,0.6467824579415082,0.5929146003804513
minimum,Logistic,min,0.6071325870114614,0.505403075786589
minimum,Logistic,min,0.49253790305525763,0.6083350162746844
minimum,Logistic,min,0.5526629367470881,0.5558329368215975
minimum,Logistic,min,0.5712267719491615,0.6836421377684949
minimum,Logistic,min,0.5342066498554864,0.6980703992448256
minimum,Logistic,min,0.7215397625177475,0.5122346839314107
minimum,Logistic,min,0.4937021629966394,0.5029982855069461
minimum,Logistic,min,0.6071204379311326,0.404400841324756
minimum,Logistic,min,0.6683871149183764,0.622381880760523
minimum,Logistic,min,0.43800175454884743,0.6232781218504996
minimum,Logistic,min,0.36812630815447833,0.6352767561807842
minimum,Logistic,min,0.6867402559194105,0.5959501781984202
minimum,Logistic,min,0.5498209640588138,0.5640848483570957
minimum,Logistic,min,0.6427375850905286,0.4023615713924036
minimum,Logistic,min,0.3971029122605023,0.5381863430741856
minimum,Logistic,min,0.5494862886040146,0.4682320151297986
minimum,Logistic,min,0.49449676248637076,0.7776948785637688
minimum,Logistic,min,0.6858102925506948,0.46829672197610284
minimum,Logistic,min,0.48216914552896617,0.4720549453857005
minimum,Logistic,min,0.45761023860724204,0.40264314637213994
minimum,Logistic,min,0.4360107639669266,0.43915494840105623
minimum,Logistic,min,0.5705453645022083,0.5804930837917627
minimum,Logistic,min,0.7564683888635283,0.533563641519289
minimum,Logistic,min,0.4811843611294623,0.5192576579146517
minimum,Logistic,min,0.4235263060225788,0.4697559408485412
minimum,Logistic,min,0.43772199229926345,0.5556267840074467
minimum,Logistic,min,0.4405937632796623,0.475423067198393
minimum,Logistic,min,0.5524328315313218,0.6489093889977404
minimum,Logistic,min,0.5740761857819981,0.5159666821608869
minimum,Logistic,min,0.5570747143933859,0.7677157460119168
minimum,Logistic,min,0.5336908598206838,0.5407519007500716
minimum,Logistic,min,0.5028829264906474,0.6356413012778275
minimum,Logistic,min,0.5082201810812409,0.354171938924814
minimum,Logistic,min,0.47299786993722864,0.5502184913657127
minimum,Logistic,min,0.4643451011877462,0.4290709829421152
minimum,Logistic,min,0.4690957531832557,0.4033906548168815
minimum,Logistic,min,0.573824956796213,0.6859781025406313
minimum,Logistic,min,0.6844453330181814,0.35685174058848723
minimum,Logistic,min,0.682626562801854,0.47787529441656673
minimum,Logistic,min,0.47495211566087675,0.3736015843508667
minimum,Logistic,min,0.6839580303358359,0.4936160631858343
minimum,Logistic,min,0.44404090436956023,0.639108348398339
minimum,Logistic,min,0.5513642221017352,0.5673998267309509
minimum,Logistic,min,0.6569122494299395,0.6057281987482734
minimum,Logistic,min,0.5463192229257189,0.6006322487857736
minimum,Logistic,min,0.6662766904859745,0.5843153872574745
minimum,Logistic,min,0.5680418054918641,0.8033470238645457
minimum,Logistic,min,0.7206237574423595,0.5556522978479258
minimum,Logistic,min,0.5940048821433551,0.5664218718240382
minimum,Logistic,min,0.6251212650375524,0.5213090118083354
minimum,Logistic,min,0.5121400618328277,0.5635129389404647
minimum,Logistic,min,0.628342730976801,0.7453699492933857
minimum,Logistic,min,0.7360896402330455,0.5880607441844089
minimum,Logistic,min,0.6585664201821539,0.2712592216217512
minimum,Logistic,min,0.42921498332041885,0.6766237672204032
minimum,Logistic,min,0.34544097045076305,0.6964604443248947
minimum,Logistic,min,0.6265394591091122,0.5123819424706169
minimum,Logistic,min,0.5102558771717787,0.416558209388982
minimum,Logistic,min,0.46024966659444344,0.6878429437061093
minimum,Logistic,min,0.6186613744890697,0.5187326685561389
minimum,Logistic,min,0.5615748939051535,0.7065952018118189
minimum,Logistic,min,0.6024783190839683,0.3991083017442611
minimum,Logistic,min,0.4324132856735347,0.5106326079195197
minimum,Logistic,min,0.516294032789928,0.617605105000326
minimum,Logistic,min,0.6420352087570382,0.6765768146794999
minimum,Logistic,min,0.7072512696201112,0.5778091689391891
minimum,Logistic,min,0.5815959826377163,0.6477577529747335
minimum,Logistic,min,0.3116184202741628,0.5694368329153319
minimum,Logistic,min,0.6942277496952969,0.5351136373284526
minimum,Logistic,min,0.669261158448871,0.5156381847357786
minimum,Logistic,min,0.6717520816691378,0.4965468798332927
minimum,Logistic,min,0.4767149188209741,0.44500610507502414
minimum,Logistic,min,0.46912284516751546,0.599500621550703
minimum,Logistic,min,0.39518200822415595,0.7385609549645329
minimum,Logistic,min,0.5925259930410769,0.5311924869311923
minimum,Logistic,min,0.6090362931957741,0.6607837896422272
minimum,Logistic,min,0.593206064298077,0.6156391396075738
minimum,Logistic,min,0.5765193336189036,0.6153528170268369
minimum,Logistic,min,0.34131237717769547,0.5392379910443809
minimum,Logistic,min,0.6685334437473102,0.729310248888628
minimum,Logistic,min,0.5904121295111027,0.7636113366014468
minimum,Logistic,min,0.650058538849948,0.4607536297249832
minimum,Logistic,min,0.6666604804506819,0.5376335870967421
minimum,Logistic,min,0.5323260214258974,0.5119369063444857
minimum,Logistic,min,0.36314074698011306,0.4770700558123889
minimum,Logistic,min,0.46247342692152504,0.5979747167181791
minimum,Logistic,min,0.7465827937850634,0.6158301174876929
minimum,Logistic,min,0.49811775678334114,0.5514011475303711
minimum,Logistic,min,0.5311239759407412,0.6363846757964395
minimum,Logistic,min,0.6292416756256884,0.36832634119663765
minimum,Logistic,min,0.5925212922051184,0.5591951019762863
minimum,Logistic,min,0.6528406757604095,0.6445694221965534
minimum,Logistic,min,0.4713353489074559,0.6568241082159784
minimum,Logistic,min,0.49140124892852616,0.6993459289836254
minimum,Logistic,min,0.5722599978234111,0.7323644118976798
minimum,Logistic,min,0.598823303385655,0.5101919423507291
minimum,Logistic,min,0.5049918337979542,0.6469913518402572
minimum,Logistic,min,0.4670593631679363,0.4265761934838624
minimum,Logistic,min,0.4215443677921433,0.5233311125964468
minimum,Logistic,min,0.647963915127796,0.5351310297131856
minimum,Logistic,min,0.4809941482286042,0.4566940588005829
minimum,Logistic,min,0.5978827444392083,0.5601956694957512
minimum,Logistic,min,0.4709807375394814,0.5273541400678454
minimum,Logistic,min,0.6581151817256345,0.5035032588591988
minimum,Logistic,min,0.48931569629432936,0.5533664981533508
minimum,Logistic,min,0.5675836020026049,0.6034331915233535
minimum,Logistic,min,0.3688093384332676,0.5716216932943001
minimum,Logistic,min,0.6836310323766468,0.5746811813258028
minimum,Logistic,min,0.5848366028041458,0.5277491822030281
minimum,Logistic,min,0.7515876865081921,0.43603905322253117
minimum,Logistic,min,0.4612538038869023,0.6124929712825785
minimum,Logistic,min,0.6374892207131184,0.5332856608216893
minimum,Logistic,min,0.39211107104721754,0.46940362857843343
minimum,Logistic,min,0.5754462427488599,0.43865185811676405
minimum,Logistic,min,0.6858739910860852,0.6403587233745484
minimum,Logistic,min,0.5891874073178756,0.6214671321438241
minimum,Logistic,min,0.43281357806082876,0.55362817881026
minimum,Logistic,min,0.4552091939498506,0.606967388169334
minimum,Logistic,min,0.5118706024707634,0.7472551844470025
minimum,Logistic,min,0.593460257283406,0.6200146322227469
minimum,Logistic,min,0.3891064080186321,0.6158888888082242
minimum,Logistic,min,0.3432497545510807,0.4262717296524682
minimum,Logistic,min,0.5694790521876884,0.4141098064465997
minimum,Logistic,min,0.4942372621007849,0.3952484210653042
minimum,Logistic,min,0.7032379324626763,0.4941735602902336
minimum,Logistic,min,0.5956192914900846,0.6140109567120275
minimum,Logistic,min,0.43671045187003266,0.5380736672215776
minimum,Logistic,min,0.424566558216496,0.4865554531384114
minimum,Logistic,min,0.6945937928240764,0.6571200816115892
minimum,Logistic,min,0.6736270311467101,0.6685220579418361
minimum,Logistic,min,0.4278144986389499,0.6389822872390414
minimum,Logistic,min,0.2530743722541882,0.49330320858452115
minimum,Logistic,min,0.5324319881755193,0.6681710535217741
minimum,Logistic,min,0.7661768365589694,0.4064965836943596
minimum,Logistic,min,0.5719874481807228,0.6632208989271055
minimum,Logistic,min,0.4267975139096327,0.5181714807252649
minimum,Logistic,min,0.6694109066669902,0.6009225676276242
minimum,Logistic,min,0.5324772129278238,0.6672607843421781
minimum,Logistic,min,0.4778226855856684,0.6802899634140365
minimum,Logistic,min,0.36646817821407884,0.5938494243858262
minimum,Logistic,min,0.6336081218660878,0.3713481640693431
minimum,Logistic,min,0.5516005317133714,0.7582191418505819
minimum,Logistic,min,0.5290434280199059,0.4595889870525398
minimum,Logistic,min,0.6427070410964484,0.5745250114603393
minimum,Logistic,min,0.6022495685413709,0.5585649984278435
minimum,Logistic,min,0.47024601447512576,0.6022699637031863
minimum,Logistic,min,0.6351923937444091,0.4237277492355462
minimum,Logistic,min,0.7438992980401478,0.5605111832327098
minimum,Logistic,min,0.6968755076578392,0.33841611401983107
minimum,Logistic,min,0.6414804346713239,0.6190958647718366
minimum,Logistic,min,0.3127387340333875,0.6054829474836827
minimum,Logistic,min,0.6902259047670173,0.30949657134246505
minimum,Logistic,min,0.5900064908153659,0.5319307960554442
minimum,Logistic,min,0.6582351745675541,0.6490890618159952
